College,Address,Degree Type,State/Country,Accreditation,Latitude,Longitude
Bevill State Community College,"1411 Indiana Avenue Jasper, Alabama 35501 United States",Associate,Alabama,Accredited,33.72584195,-87.81840246
Bishop State Community College,"1365 Dr. Martin Luther King, Jr. Avenue Central Campus Mobile, Alabama 36603-5898 United States",Associate,Alabama,Accredited,30.6947116,-88.05754947
Calhoun Community College,"6250 Highway 31 North Decatur, Alabama 35609-2216 ",Associate,Alabama,Accredited,34.6508577,-86.94890856
Central Alabama Community College,"34091 US Hwy 280 Childersburg, Alabama 35044 ",Associate,Alabama,Accredited,32.9245681,-85.9471861
Chattahoochee Valley Community College,"2602 College Drive Phenix City, Alabama 36869 ",Associate,Alabama,Accredited,32.43007566,-85.02979673
Coastal Alabama Community College,"1900 Highway 31 South Bay Minette, Alabama 36507 ",Associate,Alabama,Accredited,31.4890523,-87.324707
Gadsden State Community College,"1001 Wallace Drive Gadsden, Alabama 35903 ",Associate,Alabama,Accredited,33.997657,-85.991713
George C. Wallace Community College,"1141 Wallace Drive Dothan, Alabama 36303-9234 ",Associate,Alabama,Accredited,31.3165219,-85.46508295
George Corley Wallace Community College-Selma,"3000 Earl Goodwin Parkway, PO Box 2530 Selma, Alabama 36702-2530 United States",Associate,Alabama,Accredited,32.4459335,-87.0138653
Herzing University - Birmingham,"280 West Valley Avenue Birmingham, Alabama 35209 ",Associate,Alabama,Accredited,33.4686608,-86.8353856
J.F. Drake State Community and Technical College,"3421 Meridian Street North Huntsville, Alabama 35811 ",Associate,Alabama,Accredited,34.77016364,-86.57256377
Jefferson State Community College,"2601 Carson Road Birmingham, Alabama 35215 ",Associate,Alabama,Accredited,33.630375,-86.704672
Lawson State Community College,"3060 Wilson Road, SW Birmingham, Alabama 35221 ",Associate,Alabama,Accredited,33.3748203,-86.99296733
Lurleen B. Wallace Community College,"1708 North Main Street Opp, Alabama 36467 United States",Associate,Alabama,Accredited,31.32336485,-86.45117848
Northeast Alabama Community College,"PO Box 159 Rainsville, Alabama 35986-0159 ",Associate,Alabama,Accredited,34.5459194,-85.9096966
Northwest-Shoals Community College,"2080 College Road Phil Campbell, Alabama 35881 ",Associate,Alabama,Accredited,34.3437334,-87.73091142
Shelton State Community College,"9500 Old Greensboro Road Tuscaloosa, Alabama 35405-9500 ",Associate,Alabama,Accredited,33.12064715,-87.56134942
Snead State Community College,"102 Elder Street, PO Box 734 Boaz, Alabama 35957 ",Associate,Alabama,Accredited,34.2006503,-86.1691433
Southern Union State Community College,"301 Lake Condy Road Opelika, Alabama 36801 ",Associate,Alabama,Accredited,32.6692742,-85.3682963
Troy University,"400 Pell Avenue Troy, Alabama 36082 ",Baccalaureate,Alabama,Accredited,31.79568682,-85.95699164
Troy University,"400 Pell Avenue Troy, Alabama 36082 ",Master's/Post-Master's Certificate,Alabama,Accredited,31.79568682,-85.95699164
Troy University,"400 Pell Avenue Troy, Alabama 36082 ",Associate,Alabama,Accredited,31.79568682,-85.95699164
Troy University,"400 Pell Avenue Troy, Alabama 36082 United States",Clinical Doctorate,Alabama,Accredited,31.80222345,-85.95568668
Tuskegee University,"1200 West Montgomery Road Tuskegee, Alabama 36088 United States",Baccalaureate,Alabama,Accredited,32.4301095,-85.70673352
"University of West Alabama, The","Station 28 Livingston, Alabama 35470 United States",Associate,Alabama,Accredited,32.5971421,-88.1895315
"University of West Alabama, The","Station 18 Livingston, Alabama 35470 United States",Baccalaureate,Alabama,Accredited,32.5971421,-88.1895315
Wallace State Community College,"801 Main Street NW Hanceville, Alabama 35077-2000 United States",Associate,Alabama,Accredited,34.075099,-86.7822207
Alaska Pacific University,"4101 University Drive Anchorage, Alaska 99508 ",Baccalaureate,Alaska,Accredited,61.1888471,-149.8098437
Alaska Pacific University,"4101 University Drive Anchorage, Alaska 99508 United States",Associate,Alaska,Accredited,61.19153415,-149.80079
Prospect Education - Charter College,"2221 East Northern Lights Boulevard, #120 Anchorage, Alaska 99508 ",Associate,Alaska,Accredited,61.1962266,-149.8423051
University of Alaska Anchorage,"3211 Providence Drive Anchorage, Alaska 99508-8030 United States",Master's/Post-Master's Certificate,Alaska,Accredited,61.19037895,-149.8223254
University of Alaska Anchorage,"3211 Providence Drive Anchorage, Alaska 99508-8030 United States",Baccalaureate,Alaska,Accredited,61.19037895,-149.8223254
University of Alaska Anchorage,"3211 Providence Drive Anchorage, Alaska 99508-8030 United States",Associate,Alaska,Accredited,61.19037895,-149.8223254
Arizona Western College,"PO Box 929 Yuma, Arizona 85366 United States",Associate,Arizona,Accredited,32.6888368,-114.4965474
Carrington College - Mesa,"1001 West Southern Avenue, Suite 130 Mesa, Arizona 85210 United States",Associate,Arizona,Accredited,33.3926966,-111.8540764
Carrington College - Phoenix,"2149 West Dunlap Avenue Phoenix, Arizona 85021 United States",Associate,Arizona,Accredited,33.5661785,-112.1071317
Carrington College - Tucson,"201 North Bonita Avenue Tucson, Arizona 85745 United States",Associate,Arizona,Accredited,32.22374501,-110.9826766
Central Arizona College,"8470 North Overfield Road, West Building Room 114 Coolidge, Arizona 85248 United States",Associate,Arizona,Accredited,31.35971,-109.6531605
Chandler-Gilbert Community College,"7360 East Tahoe Avenue Mesa, Arizona 85212-0908 United States",Associate,Arizona,Accredited,33.2954838,-111.7905656
Cochise College,"2600 East Wilcox Drive Sierra Vista, Arizona 85635 ",Associate,Arizona,Accredited,31.9525553,-110.3403027
Eastern Arizona College,"615 North Stadium Avenue Thatcher, Arizona 85552 ",Associate,Arizona,Accredited,32.84386411,-109.7631438
Estrella Mountain Community College,"3000 North Dysart Road, #OCT 142 Avondale, Arizona 85392 United States",Associate,Arizona,Accredited,33.48080565,-112.3457128
Gateway Community College,"108 North 40th Street Phoenix, Arizona 85034 ",Associate,Arizona,Accredited,33.4693659,-111.9955649
Glendale Community College,"6000 West Olive Avenue Glendale, Arizona 85302 ",Associate,Arizona,Accredited,33.57097265,-112.1906237
Mesa Community College,"1833 West Southern Avenue Mesa, Arizona 85202 ",Associate,Arizona,Accredited,33.389666,-111.8702054
Mohave Community College,"1801 Detroit Avenue Kingman, Arizona 86401 ",Associate,Arizona,Accredited,35.213905,-114.0377186
Northland Pioneer College,"PO Box 610 Holbrook, Arizona 86025 United States",Associate,Arizona,Accredited,33.82573395,-109.9734087
Paradise Valley Community College - Maricopa Community Colleges,"18401 North 32nd Street Phoenix, Arizona 85032 United States",Associate,Arizona,Accredited,33.6530751,-112.0132864
Phoenix College,"3700 North 3rd Avenue Phoenix, Arizona 85013 ",Associate,Arizona,Accredited,33.4906714,-112.0786338
Pima County Community College District,"2202 West Anklam Road Tucson, Arizona 85709-0150 ",Associate,Arizona,Accredited,32.2275807,-111.0190991
Scottsdale Community College,"9000 East Chaparral Rd Scottsdale, Arizona 85256-2626 United States",Associate,Arizona,Accredited,33.5119416,-111.8827068
Yavapai College,"1100 East Sheldon Street Prescott, Arizona 86301 United States",Associate,Arizona,Accredited,34.5472599,-112.4549
Arkansas Northeastern College,"2501 South Division, PO Box 1109 Blytheville, Arkansas 72315 ",Associate,Arkansas,Accredited,35.8984097,-89.92108938
Arkansas State University,"PO Box 910 State University, Arkansas 72467-0910 ",Associate,Arkansas,Accredited,35.8436307,-90.67435289
Arkansas State University,"PO Box 910 State University, Arkansas 72467-0910 ",Baccalaureate,Arkansas,Accredited,35.8436307,-90.67435289
Arkansas State University,"PO Box 910 State University, Arkansas 72467-0910 United States",Master's/Post-Master's Certificate,Arkansas,Accredited,35.8436307,-90.67435289
Arkansas State University,"PO Box 910 State University, Arkansas 72467-0910 ",Clinical Doctorate,Arkansas,Accredited,35.8436307,-90.67435289
Arkansas Tech University,"402 West O Street Russellville, Arkansas 72801-2222 ",Baccalaureate,Arkansas,Accredited,35.29406225,-93.13755759
Arkansas Tech University,"402 West O Street, Dean Hall 224 Russellville, Arkansas 72801-2222 ",Master's,Arkansas,Accredited,35.2936705,-93.13553584
Arkansas Tech University - Ozark,"1700 Helburg Lane Ozark, Arkansas 72949 ",Associate,Arkansas,Accredited,35.4977886,-93.84124312
Baptist Health College Little Rock,"11900 Colonel Glenn Road, Suite 1000 Little Rock, Arkansas 72210-2820 United States",Associate,Arkansas,Accredited,34.7131051,-92.40708729
National Park College,"101 College Drive Hot Springs, Arkansas 71913-9174 ",Associate,Arkansas,Accredited,34.5126059,-93.1195045
North Arkansas College,"1515 Pioneer Drive Harrison, Arkansas 72601 ",Associate,Arkansas,Accredited,36.219516,-93.0873981
Northwest Arkansas Community College,"One College Drive Bentonville, Arkansas 72712 United States",Associate,Arkansas,Accredited,36.3606473,-94.17337842
Ouachita Baptist University,"410 Ouachita Street Arkadelphia, Arkansas 71988 ",Baccalaureate,Arkansas,Accredited,34.1307617,-93.05250678
Phillips Community College of the University of Arkansas,"PO Box 785, 1000 Campus Drive Helena-West Helena, Arkansas 72342 ",Associate,Arkansas,Accredited,34.5455404,-90.6194963
Southern Arkansas University,"100 East University MSC 9406 Magnolia, Arkansas 71754 ",Baccalaureate,Arkansas,Accredited,33.2898495,-93.2360008
University of Arkansas at Little Rock,"2801 South University Avenue Little Rock, Arkansas 72204-1099 United States",Baccalaureate,Arkansas,Accredited,34.7228834,-92.3400535
University of Arkansas at Little Rock,"2801 South University Avenue Little Rock, Arkansas 72204-1099 United States",Associate,Arkansas,Accredited,34.7228834,-92.3400535
University of Arkansas Community College at Batesville,"3350 White Drive, PO Box 3350 Batesvile, Arkansas 72503 United States",Associate,Arkansas,Accredited,35.79331085,-91.61485036
Cerritos Community College,"11110 Alondra Boulevard Norwalk, California 90650 United States",Associate,California,Accredited,33.885836,-118.1006001
Chaffey College,"5885 Haven Avenue Rancho Cucamonga, California 91737-3002 ",Associate,California,Accredited,34.14813885,-117.5703738
College of the Desert,"43500 Monterey Avenue Palm Desert, California 92260 USA",Associate,California,Accredited,33.73246665,-116.3868288
Cypress College,"9200 Valley View Street Cypress, California 90630 ",Associate,California,Accredited,33.82957319,-118.0281203
Glendale Community College,"1500 North Verdugo Road Glendale, California 91208 USA",Associate,California,Accredited,34.1668369,-118.2277735
Golden West College,"15744 GoldenWest Street Huntington Beach, California 92647-0748 United States",Associate,California,Accredited,33.7337195,-118.003575
Grossmont College,"8800 Grossmont College Drive El Cajon, California 92020 ",Associate,California,Accredited,32.81624805,-117.0054474
Hartnell College,"411 Central Avenue Salinas, California 93901 United States",Associate,California,Accredited,36.6745402,-121.6664273
Long Beach City College,"1305 East Pacific Coast Highway Long Beach, California 90806 United States",Associate,California,Accredited,33.7868358,-118.1381776
Los Angeles County College of Nursing and Allied Health,"1237 North Mission Road Los Angeles, California 90033 United States",Associate,California,Accredited,34.0631865,-118.211744
Los Angeles Harbor College,"1111 Figueroa Place Wilmington, California 90744-2397 ",Associate,California,Accredited,33.78335105,-118.2842514
Los Angeles Valley College,"5800 Fulton Avenue Valley Glen, California 91401-4096 ",Associate,California,Accredited,34.17575825,-118.4203404
Monterey Peninsula College,"980 Fremont Street Monterey, California 93940 United States",Associate,California,Accredited,36.59377594,-121.8827434
Moorpark College,"7075 Campus Road Moorpark, California 93021 ",Associate,California,Accredited,34.3003246,-118.8368424
Ohlone College,"39399 Cherry Street Newark, California 94560-4902 ",Associate,California,Accredited,37.53354605,-121.9063319
Pacific College of Health and Science - New York,"7445 Mission Valley Road, Suite 105 San Diego, California 91208 USA",Master's,California,Accredited,32.7783534,-117.1630078
Pacific Union College,"One Angwin Avenue Angwin, California 94508 ",Baccalaureate,California,Accredited,38.5702492,-122.4404486
Pacific Union College,"One Angwin Avenue Angwin, California 94508 ",Associate,California,Accredited,38.5702492,-122.4404486
Palomar College,"1140 West Mission Road San Marcos, California 92069-1487 United States",Associate,California,Accredited,33.15125,-117.1808184
Riverside City College,"4800 Magnolia Avenue Riverside, California 92506 ",Associate,California,Accredited,33.97193321,-117.384344
Sacramento City College - Los Rios District,"3385 Freeport Boulevard, Mohr Hall Sacramento, California 95822 ",Associate,California,Accredited,38.5404735,-121.6892452
Saddleback College,"28000 Marguerite Parkway Mission Viejo, California 92692-3635 United States",Associate,California,Accredited,33.55137535,-117.6654169
San Bernardino Valley College,"701 South Mount Vernon Avenue San Bernardino, California 92410 United States",Associate,California,Accredited,34.0870562,-117.3107368
San Diego City College,"1313 Park Boulevard San Diego, California 92101-4787 United States",Associate,California,Accredited,32.71736285,-117.151155
San Joaquin Delta College,"5151 Pacific Avenue Stockton, California 95207 ",Associate,California,Accredited,37.99525565,-121.3193097
San Jose/Evergreen Community College District,"3095 Yerba Buena Road San Jose, California 95135-1513 ",Associate,California,Accredited,37.3347987,-121.891259
Santa Ana College,"1530 West 17th Street Santa Ana, California 92706-3398 ",Associate,California,Accredited,33.7576195,-117.8887602
Santa Barbara City College,"721 Cliff Drive Santa Barbara, California 93109-2394 United States",Associate,California,Accredited,34.40586425,-119.6974204
Santa Monica College,"1900 Pico Boulevard Santa Monica, California 90405-1628 ",Associate,California,Accredited,34.01671135,-118.4707609
Sierra College,"5100 Sierra College Boulevard Rocklin, California 95677 USA",Associate,California,Accredited,38.79423344,-121.2058849
Southwestern College,"8100 Gigantic Street San Diego, California 92154 United States",Associate,California,Accredited,32.63994755,-116.9980493
Ventura College,"4667 Telegraph Road Ventura, California 93003 United States",Associate,California,Accredited,34.2772814,-119.2326722
Weimar University,"PO Box 486 Weimar, California 95736 United States",Baccalaureate,California,Accredited,39.0355498,-120.9793491
Weimar University,"PO Box 486 Weimar, California 95736 United States",Associate,California,Accredited,39.0355498,-120.9793491
Xavier College,"1340 North El Dorado Street Stockton, California 95202 United States",Associate,California,Accredited,37.9662352,-121.2932068
Aims Community College,"5401 West 20th Street Greeley, Colorado 80632 ",Associate,Colorado,Accredited,40.40700533,-104.7674572
Arapahoe Community College,"5900 South Santa Fe Drive Littleton, Colorado 80160-9002 ",Associate,Colorado,Accredited,39.6122589,-105.0167663
Arapahoe Community College,"5900 South Santa Fe Drive Littleton, Colorado 80160-9002 ",Baccalaureate,Colorado,Accredited,39.6122589,-105.0167663
Colorado Mesa University,"1100 North Avenue Grand Junction, Colorado 81501 ",Associate,Colorado,Accredited,39.0773637,-108.5521491
Colorado Mountain College,"3000 County Road 114 Glenwood Springs, Colorado 81601 ",Associate,Colorado,Accredited,39.23548835,-106.3016408
Colorado Mountain College,"3000 County Road 114 Glenwood Springs, Colorado 81601 ",Baccalaureate,Colorado,Accredited,39.23548835,-106.3016408
Colorado Northwestern Community College,"2801 West 9th Street Craig, Colorado 81625 United States",Associate,Colorado,Accredited,40.52236815,-107.5794505
Colorado State University - Pueblo,"2200 Bonforte Boulevard Pueblo, Colorado 81001 United States",Master's/Post-Master's Certificate,Colorado,Accredited,38.304717,-104.580425
Colorado State University - Pueblo,"2200 Bonforte Boulevard Pueblo, Colorado 81001 ",Baccalaureate,Colorado,Accredited,38.304717,-104.580425
Colorado State University - Pueblo,"2200 Bonforte Boulevard Pueblo, Colorado 81001 ",Clinical Doctorate,Colorado,Accredited,38.304717,-104.580425
Denver College of Nursing,"1401 Nineteenth Street Denver, Colorado 80202 United States",Associate,Colorado,Accredited,39.75295,-104.9946729
Denver College of Nursing,"1401 Nineteenth Street Denver, Colorado 80202 ",Baccalaureate,Colorado,Accredited,39.75295,-104.9946729
Front Range Community College - Larimer Campus,"4616 South Shields Fort Collins, Colorado 80526 ",Associate,Colorado,Accredited,40.52186075,-105.0949794
Front Range Community College - Westminster Campus,"3645 West 112 Avenue Westminster, Colorado 80031 ",Associate,Colorado,Accredited,39.9013855,-105.0398283
Lamar Community College,"2401 South Main Street Lamar, Colorado 81052 ",Associate,Colorado,Accredited,38.06714925,-102.6159617
Morgan Community College,"920 Barlow Road Fort Morgan, Colorado 80701 ",Associate,Colorado,Accredited,40.26145037,-103.772627
Northeastern Junior College,"100 College Avenue Sterling, Colorado 80751 United States",Associate,Colorado,Accredited,40.6367426,-103.2146221
Otero College,"1802 Colorado Avenue La Junta, Colorado 81050 ",Associate,Colorado,Accredited,37.9711204,-103.5438322
Pikes Peak State College,"1850 Cypress Drive Colorado Springs, Colorado 80921 United States",Associate,Colorado,Accredited,39.0051269,-104.7937941
Platt College,"5660 Greenwood Plaza Blvd Suite 100N Greenwood Village, Colorado 80111 United States",Baccalaureate,Colorado,Accredited,39.6131132,-104.8992815
Pueblo Community College,"1008 Minnequa Avenue Pueblo, Colorado 81004 United States",Associate,Colorado,Accredited,38.2631861,-104.6371719
Trinidad State Junior College,"600 Prospect Street Trinidad, Colorado 81082 ",Associate,Colorado,Accredited,37.17304425,-104.5136877
Capital Community College,"950 Main Street Hartford, Connecticut 06103 ",Associate,Connecticut,Accredited,41.76834115,-72.67259523
Connecticut State Community College - Naugatuck Valley,"750 Chase Parkway Waterbury, Connecticut 06708-3089 ",Associate,Connecticut,Accredited,41.5498326,-73.0754811
Connecticut State Community College - Northwestern,"4 Park Place East Winsted, Connecticut 06098 ",Associate,Connecticut,Accredited,41.9209127,-73.0619159
Connecticut State Community College - Norwalk,"188 Richards Avenue Norwalk, Connecticut 06854-1655 ",Associate,Connecticut,Accredited,41.1025539,-73.4547613
Connecticut State Community College - Three Rivers,"574 New London Turnpike Norwich, Connecticut 06360 ",Associate,Connecticut,Accredited,41.5097547,-72.1029761
Gateway Community College,"20 Church Street New Haven, Connecticut 06510-3304 ",Associate,Connecticut,Accredited,41.30399375,-72.92788933
Goodwin University,"One Riverside Drive East Hartford, Connecticut 06118 ",Associate,Connecticut,Accredited,41.74144325,-72.63784989
Post University,"800 Country Club Road, PO Box 2560 Waterbury, Connecticut 06723-2540 United States",Clinical Doctorate,Connecticut,Accredited,41.5346635,-73.08201631
St. Vincent's College at Sacred Heart University,"75 Hunting Street Bridgeport, Connecticut 06606 ",Associate,Connecticut,Accredited,41.20238007,-73.20078263
Beebe Medical Center,"424 Savannah Road Lewes, Delaware 19958 United States",Diploma,Delaware,Accredited,38.77141195,-75.14388955
Delaware State University,"1200 North Dupont Highway Dover, Delaware 19901-2277 ",Baccalaureate,Delaware,Accredited,39.1867993,-75.54235828
Delaware State University,"1200 North Dupont Highway Dover, Delaware 19901-2277 ",Master's/Post-Master's Certificate,Delaware,Accredited,39.1867993,-75.54235828
Delaware Technical Community College - Jack F. Owens,"21179 College Drive Georgetown, Delaware 19947 ",Associate,Delaware,Accredited,38.6970173,-75.4057894
Delaware Technical Community College - Stanton,"400 Stanton-Christiana Road Newark, Delaware 19713 ",Associate,Delaware,Accredited,39.688828,-75.652556
Delaware Technical Community College - Terry,"100 Campus Drive Dover, Delaware 19904 ",Associate,Delaware,Accredited,39.19864075,-75.56118216
Delaware Technical Community College - Terry,"100 Campus Drive Dover, Delaware 19904 ",Baccalaureate,Delaware,Accredited,39.19864075,-75.56118216
Academy for Nursing and Health Occupations,"5154 Okeechobee Boulevard, Suite 201 West Palm Beach, Florida 33417 ",Associate,Florida,Accredited,26.7066688,-80.1241119
Ave Maria University,"5050 Ave Maria Boulevard Ave Maria, Florida 34142 United States",Baccalaureate,Florida,Accredited,26.33623575,-81.43985445
Bethesda Health Inc.,"3800 South Congress Avenue, Suite 9 Boynton Beach, Florida 33426 United States",Associate,Florida,Accredited,26.4871609,-80.0896241
Bethune-Cookman University,"640 Dr. Mary Mcleod Bethune Boulevard Daytona Beach, Florida 32114-3099 ",Baccalaureate,Florida,Accredited,29.21185355,-81.0319825
Broward College,"3501 SW Davie Road, HealthSciences Building 8 Davie, Florida 33314 ",Associate,Florida,Accredited,26.0808596,-80.2375037
Cambridge College of Healthcare and Technology - Delray Beach,"5150 Linton Boulevard, Suite 340 Delray Beach, Florida 33484 ",Associate,Florida,Accredited,26.4382677,-80.1268081
Chipola College,"3094 Indian Circle Marianna, Florida 32446 United States",Associate,Florida,Accredited,30.79126925,-85.23140612
Chipola College,"3094 Indian Circle Marianna, Florida 32446 United States",Baccalaureate,Florida,Accredited,30.79126925,-85.23140612
City College - Altamonte Springs,"177 Montgomery Road Altamonte Springs, Florida 32714 United States",Associate,Florida,Accredited,28.6636281,-81.4048576
College of Central Florida,"3001 SW College Road, PO Box 1388 Ocala, Florida 34474 ",Associate,Florida,Accredited,29.1646988,-82.1739821
College of Central Florida,"3001 SW College Road, PO Box 1388 Ocala, Florida 34474 ",Baccalaureate,Florida,Accredited,29.1646988,-82.1739821
College of the Florida Keys,"5901 College Road Key West, Florida 33040 ",Associate,Florida,Accredited,24.58022608,-81.7459277
College of the Florida Keys,"5901 College Road Key West, Florida 33040 ",Baccalaureate,Florida,Accredited,24.58022608,-81.7459277
Daytona College,"425 South Nova Road Ormond Beach, Florida 32174 United States",Associate,Florida,Accredited,29.2703825,-81.079867
Daytona State College,"1200 West International Speedway Boulevard, PO Box 2811 Daytona Beach, Florida 32114 United States",Associate,Florida,Accredited,29.2031792,-81.05020933
Daytona State College,"1200 West International Speedway Boulevard, PO Box 2811 Daytona Beach, Florida 32114 United States",Baccalaureate,Florida,Accredited,29.2031792,-81.05020933
Eastern Florida State College,"3865 North Wickham Road, Building 15, Room 226N Melbourne, Florida 32935 United States",Associate,Florida,Accredited,27.9901303,-80.63090629
Florida Agricultural and Mechanical University,"334 West Palmer Avenue, 103 Ware-Rhaney Bldg. Tallahassee, Florida 32307 United States",Master's/Post-Master's Certificate,Florida,Accredited,30.4227425,-84.28759868
Florida Agricultural and Mechanical University,"334 West Palmer Avenue, 103 Ware-Rhaney Building Tallahassee, Florida 32307 United States",Baccalaureate,Florida,Accredited,30.4227425,-84.28759868
Florida Gateway College,"149 Southeast College Place Lake City, Florida 32025-8703 United States",Associate,Florida,Accredited,30.1748709,-82.5687592
Florida National University - Training Center,"4206 West 12th Avenue Hialeah, Florida 33012 ",Associate,Florida,Accredited,25.86219444,-80.30681256
Florida Southwestern State College,"8099 College Parkway, AA-167B Fort Myers, Florida 33919 ",Associate,Florida,Accredited,26.9218287,-82.01942947
Florida Southwestern State College,"8099 College Parkway, AA-167B Fort Myers, Florida 33919 ",Baccalaureate,Florida,Accredited,26.9218287,-82.01942947
Florida State College at Jacksonville,"4501 Capper Road Jacksonville, Florida 32218-4499 United States",Associate,Florida,Accredited,30.224434,-81.886917
Florida State College at Jacksonville,"4501 Capper Road Jacksonville, Florida 32218-4499 United States",Baccalaureate,Florida,Accredited,30.224434,-81.886917
Fortis College - Cutler Bay,"19600 South Dixie Highway Cutler Bay, Florida 33157 United States",Associate,Florida,Accredited,25.5856387,-80.3666146
Fortis College - Orange Park,"700 Blanding Boulevard, Suite 16 Orange Park, Florida 32065 United States",Associate,Florida,Accredited,30.1481681,-81.7639533
Fortis Institute - Pensacola,"4081 East Olive Road, Suite B Pensacola, Florida 32514 United States",Associate,Florida,Accredited,30.5107439,-87.1861642
Fortis Institute - Port Saint Lucie,"9022 US Highway 1 Port St. Lucie, Florida 34952 United States",Associate,Florida,Accredited,27.29585389,-80.30256891
FVI School of Nursing and Technology,"3520 Enterprise Way Miramar, Florida 33025 ",Associate,Florida,Accredited,25.9765497,-80.2887773
Galen College of Nursing - Gainesville,"7001 Southwest 24th Avenue Gainesville, Florida 32601 United States",Associate,Florida,Accredited,29.6304286,-82.4195969
Galen College of Nursing - Miami,"1200 Southwest 145th Avenue Pembroke Pines, Florida 33027 United States",Associate,Florida,Accredited,25.9971687,-80.33855
Galen College of Nursing - Tampa Bay,"10200 Dr. Martin Luther King Jr. St North St. Petersburg, Florida 33716 United States",Associate,Florida,Accredited,27.8655327,-82.6491565
Gulf Coast State College,"5230 West US Highway 98 Panama City, Florida 32401-1058 ",Associate,Florida,Accredited,30.18611965,-85.72543783
HCA Florida Mercy Hospital,"3663 South Miami Avenue Miami, Florida 33132 United States",Associate,Florida,Accredited,25.7404766,-80.216211
Herzing University - Orlando,"1865 SR 436 Winter Park, Florida 32792 ",Associate,Florida,Accredited,28.61572355,-81.31268328
Hillsborough Community College,"4001 West Tampa Bay Boulevard Tampa, Florida 33614 United States",Associate,Florida,Accredited,27.9754066,-82.5101102
Hodges University,"4501 Colonial Boulevard Fort Meyers, Florida 33966 ",Baccalaureate,Florida,Accredited,26.61136205,-81.8217408
Indian River State College,"500 NW California Boulevard Port St. Lucie, Florida 34986 United States",Baccalaureate,Florida,Accredited,27.13485415,-80.21956125
Indian River State College,"500 NW California Boulevard Port St. Lucie, Florida 34986 ",Associate,Florida,Accredited,27.3101394,-80.3992919
International College of Health Sciences,"1325 South Congress Avenue Boynton Beach, Florida 33426 ",Associate,Florida,Accredited,26.51602709,-80.09036915
International College of Health Sciences,"1325 South Congress Avenue Boynton Beach, Florida 33426 ",Baccalaureate,Florida,Accredited,26.51602709,-80.09036915
International College of Health Sciences,"1325 South Congress Avenue Boynton Beach, Florida 36695 United States",Master's,Florida,Accredited,26.5156189,-80.0937416
Jersey College - Fort Lauderdale,"7775 West Oakland Park Boulevard Sunrise, Florida 33351 ",Associate,Florida,Accredited,26.16693551,-80.254505
Jersey College - Jacksonville,"8131 Baymeadows Circle West Jacksonville, Florida 32256 ",Associate,Florida,Accredited,30.2223844,-81.5658639
Jersey College - Largo,"2025 Indian Rocks Road Largo, Florida 33774 ",Associate,Florida,Accredited,27.8974855,-82.82454882
Jersey College - Port Charlotte,"2450 Harbor Boulevard Port Charlotte, Florida 33952 ",Associate,Florida,Accredited,26.9909811,-82.0966536
Jersey College - Tampa,"3625 Queen Palm Drive Tampa, Florida 33619 ",Associate,Florida,Accredited,27.9747012,-82.3395636
Keiser University - Clearwater,"16120 US Highway 19 North Clearwater, Florida 33764 United States",Associate,Florida,Accredited,27.9194967,-82.7335132
Keiser University - Daytona Beach,"1800 Business Park Boulevard Daytona Beach, Florida 32114 ",Associate,Florida,Accredited,29.2045315,-81.07450737
Keiser University - Fort Lauderdale,"1500 NW 49th Street Fort Lauderdale, Florida 33309 ",Associate,Florida,Accredited,26.1863889,-80.1636111
Keiser University - Jacksonville,"6430 Southpoint Parkway Jacksonville, Florida 32216 ",Associate,Florida,Accredited,30.2592497,-81.6029802
Keiser University - Lakeland,"2400 Interstate Drive Lakeland, Florida 33805 ",Associate,Florida,Accredited,28.07477744,-81.9791361
Keiser University - Melbourne,"900 South Babock Street Melbourne, Florida 32901 ",Associate,Florida,Accredited,28.09482215,-80.62297717
Keiser University - Miami,"2101 N.W. 117th Avenue Miami, Florida 33172 ",Associate,Florida,Accredited,25.7934223,-80.3845118
Keiser University - New Port Richey,"6300 US Highway 19 North New Port Richey, Florida 34652 United States",Associate,Florida,Accredited,28.2492847,-82.72698509
Keiser University - Orlando,"5600 Lake Underhill Road Orlando, Florida 32807 ",Associate,Florida,Accredited,28.538915,-81.313027
Keiser University - Port St. Lucie,"9400 Southwest Discovery Way Port St. Lucie, Florida 34987 United States",Associate,Florida,Accredited,27.2550699,-80.4214172
Keiser University - Sarasota,"6151 Lake Osprey Drive Sarasota, Florida 34240 United States",Associate,Florida,Accredited,27.384532,-82.4457799
Keiser University - Tallahassee,"1700 Halstead Boulevard Tallahassee, Florida 32309 ",Associate,Florida,Accredited,30.503767,-84.248576
Keiser University - Tampa,"5002 West Waters Avenue Tampa, Florida 33634 ",Associate,Florida,Accredited,28.0253046,-82.4601898
Keiser University - West Palm Beach,"2085 Vista Parkway West Palm Beach, Florida 33411 United States",Associate,Florida,Accredited,26.7146194,-80.10655945
Lake-Sumter State College,"9501 US Highway 441 Leesburg, Florida 34788 ",Associate,Florida,Accredited,28.8274955,-81.797028
Lake-Sumter State College,"9501 US Highway 441 Leesburg, Florida 34788 United States",Baccalaureate,Florida,Accredited,28.8274955,-81.797028
Lincoln Memorial University - Tampa,"3102 East 138th Street Tampa, Florida 33613 ",Associate,Florida,Accredited,28.0739549,-82.4259565
Lincoln Memorial University - Tampa,"3102 East 138th Street Tampa, Florida 33613 ",Baccalaureate,Florida,Accredited,28.0739549,-82.4259565
