State,Old_County_Name,New_County_Name,FID
Arkansas,Jackson (County),Jackson,209
Arkansas,Jefferson (County),Jefferson,213
Arkansas,Grant (County),Grant,155
Arkansas,Johnson (County),Johnson,218
Arkansas,Lafayette (County),Lafayette,222
Arkansas,Lee (County),Lee,237
Arkansas,Lincoln (County),Lincoln,244
Arkansas,Little River (County),Little River,251
Arkansas,Lonoke (County),Lonoke,268
Arkansas,Madison (County),Madison,277
Arkansas,Marion (County),Marion,282
Arkansas,Miller (County),Miller,287
Arkansas,Mississippi (County),Mississippi,294
Arkansas,Logan (County),Logan,258
Arkansas,Monroe (County),Monroe,300
Arkansas,Montgomery (County),Montgomery,304
Arkansas,Nevada (County),Nevada,307
Arkansas,Ouachita (County),Ouachita,316
Arkansas,Perry (County),Perry,318
Arkansas,Pike (County),Pike,327
Arkansas,Poinsett (County),Poinsett,333
Arkansas,Newton (County),Newton,311
Arkansas,Polk (County),Polk,337
Arkansas,Pope (County),Pope,340
Arkansas,Prairie (County),Prairie,345
Arkansas,Pulaski (County),Pulaski,350
Arkansas,St. Francis (County),St. Francis,357
Arkansas,Saline (County),Saline,360
Arkansas,Scott (County),Scott,364
Arkansas,Searcy (County),Searcy,372
Arkansas,Sebastian (County),Sebastian,378
Arkansas,Sevier (County),Sevier,390
Arkansas,Stone (County),Stone,399
Arkansas,Union (County),Union,403
Arkansas,Van Buren (County),Van Buren,407
Arkansas,Washington (County),Washington,417
Arkansas,White (County),White,428
Arkansas,Woodruff (County),Woodruff,435
Arkansas,Yell (County),Yell,438
Arkansas,Arkansas (County),Arkansas,46
Oklahoma,Beckham (County),Beckham,2106
Oklahoma,Blaine (County),Blaine,2110
Oklahoma,Custer (County),Custer,2153
Oklahoma,Garfield (County),Garfield,2167
Oklahoma,Greer (County),Greer,2189
Oklahoma,Harmon (County),Harmon,2191
Oklahoma,Canadian (County),Canadian,2123
Oklahoma,Kay (County),Kay,2215
Oklahoma,Kingfisher (County),Kingfisher,2219
Oklahoma,Logan (County),Logan,2236
Oklahoma,Nowata (County),Nowata,2290
Oklahoma,Osage (County),Osage,2318
Oklahoma,Payne (County),Payne,2340
Oklahoma,Roger Mills (County),Roger Mills,2369
Oklahoma,Washita (County),Washita,2023
Oklahoma,Craig (County),Craig,2148
Oklahoma,Adair (County),Adair,2095
Oklahoma,Pawnee (County),Pawnee,2329
Oklahoma,Atoka (County),Atoka,2102
Oklahoma,Bryan (County),Bryan,2112
Oklahoma,Cherokee (County),Cherokee,2129
Oklahoma,Cleveland (County),Cleveland,2140
Oklahoma,Coal (County),Coal,2144
Oklahoma,Choctaw (County),Choctaw,2133
Oklahoma,Creek (County),Creek,2151
Oklahoma,Delaware (County),Delaware,2154
Oklahoma,Garvin (County),Garvin,2176
Oklahoma,Haskell (County),Haskell,2195
Oklahoma,Hughes (County),Hughes,2197
Oklahoma,Latimer (County),Latimer,2226
Oklahoma,Le Flore (County),Le Flore,2230
Oklahoma,Lincoln (County),Lincoln,2234
Oklahoma,Johnston (County),Johnston,2211
Oklahoma,Love (County),Love,2238
Oklahoma,McCurtain (County),McCurtain,2252
Oklahoma,McIntosh (County),McIntosh,2258
Oklahoma,Mayes (County),Mayes,2270
Oklahoma,Murray (County),Murray,2276
Oklahoma,Muskogee (County),Muskogee,2281
Oklahoma,Okfuskee (County),Okfuskee,2297
Oklahoma,Marshall (County),Marshall,2265
Oklahoma,Ottawa (County),Ottawa,2325
Oklahoma,Pittsburg (County),Pittsburg,2344
Oklahoma,Pontotoc (County),Pontotoc,2351
Oklahoma,Pottawatomie (County),Pottawatomie,2356
Oklahoma,Okmulgee (County),Okmulgee,2311
Oklahoma,Rogers (County),Rogers,2374
Oklahoma,Seminole (County),Seminole,2384
Oklahoma,Sequoyah (County),Sequoyah,2391
Oklahoma,Stephens (County),Stephens,2396
Oklahoma,Pushmataha (County),Pushmataha,2362
Oklahoma,Wagoner (County),Wagoner,2014
Oklahoma,Washington (County),Washington,2018
Texas,Armstrong (County),Armstrong,2172
Texas,Bailey (County),Bailey,2179
Texas,Briscoe (County),Briscoe,2269
Oklahoma,Tulsa (County),Tulsa,2008
Texas,Deaf Smith (County),Deaf Smith,2515
Texas,Floyd (County),Floyd,2630
Texas,Hall (County),Hall,2125
Texas,Hemphill (County),Hemphill,2171
Texas,Crosby (County),Crosby,2487
Texas,Oldham (County),Oldham,2210
Texas,Parmer (County),Parmer,2235
Texas,Nacogdoches (County),Nacogdoches,2701
Texas,San Augustine (County),San Augustine,2380
Texas,Shelby (County),Shelby,2448
Texas,Borden (County),Borden,2212
Texas,Randall (County),Randall,2274
Texas,Potter (County),Potter,2247
Texas,Carson (County),Carson,2377
Texas,Cherokee (County),Cherokee,2400
Texas,Cooke (County),Cooke,2463
Texas,Dawson (County),Dawson,2512
Texas,Delta (County),Delta,2524
Texas,Franklin (County),Franklin,2016
Texas,Gaines (County),Gaines,2032
Texas,Garza (County),Garza,2060
Texas,Gray (County),Gray,2088
Texas,Grayson (County),Grayson,2094
Texas,Harrison (County),Harrison,2157
Texas,Hopkins (County),Hopkins,2221
Texas,Hunt (County),Hunt,2246
Texas,Lynn (County),Lynn,2438
Texas,Marion (County),Marion,2547
Texas,Montague (County),Montague,2669
Texas,Gregg (County),Gregg,2101
Texas,Morris (County),Morris,2688
Texas,Panola (County),Panola,2227
Texas,Rusk (County),Rusk,2367
Texas,Smith (County),Smith,2465
Texas,Upshur (County),Upshur,2566
Texas,Wood (County),Wood,2644
Texas,Bowie (County),Bowie,2224
Texas,Rains (County),Rains,2268
Texas,Cass (County),Cass,2382
Texas,Fannin (County),Fannin,2621
Texas,Lamar (County),Lamar,2371
Texas,Red River (County),Red River,2295
Texas,Titus (County),Titus,2531
Louisiana,Bossier (Parish),Bossier,1076
Louisiana,Caddo (Parish),Caddo,1079
Florida,Baker (County),Baker,641
Florida,Bradford (County),Bradford,665
Florida,Brevard (County),Brevard,686
Florida,Charlotte (County),Charlotte,743
Florida,Citrus (County),Citrus,843
Florida,Clay (County),Clay,852
Florida,Columbia (County),Columbia,903
Florida,DeSoto (County),DeSoto,906
Florida,Dixie (County),Dixie,918
Florida,Duval (County),Duval,924
Florida,Flagler (County),Flagler,935
Florida,Gilchrist (County),Gilchrist,939
Florida,Glades (County),Glades,940
Florida,Hamilton (County),Hamilton,942
Florida,Hardee (County),Hardee,943
Florida,Hendry (County),Hendry,944
Florida,Hernando (County),Hernando,945
Florida,Highlands (County),Highlands,946
Florida,Hillsborough (County),Hillsborough,947
Florida,Indian River (County),Indian River,949
Florida,Lafayette (County),Lafayette,952
Florida,Lake (County),Lake,953
Florida,Lee (County),Lee,954
Florida,Levy (County),Levy,956
Florida,Manatee (County),Manatee,959
Florida,Marion (County),Marion,960
Florida,Martin (County),Martin,961
Florida,Nassau (County),Nassau,964
Florida,Okeechobee (County),Okeechobee,966
Florida,Orange (County),Orange,967
Florida,Osceola (County),Osceola,968
Florida,Palm Beach (County),Palm Beach,969
Florida,Pasco (County),Pasco,970
Florida,Pinellas (County),Pinellas,971
Florida,Polk (County),Polk,972
Florida,Putnam (County),Putnam,973
Florida,St. Johns (County),St. Johns,974
Florida,St. Lucie (County),St. Lucie,975
Florida,Sarasota (County),Sarasota,977
Florida,Seminole (County),Seminole,978
Florida,Sumter (County),Sumter,979
Florida,Suwannee (County),Suwannee,980
Florida,Union (County),Union,982
Florida,Volusia (County),Volusia,983
Mississippi,Alcorn (County),Alcorn,1538
Mississippi,Amite (County),Amite,1539
Mississippi,Bolivar (County),Bolivar,1547
Mississippi,Carroll (County),Carroll,1549
Florida,Alachua (County),Alachua,639
Mississippi,Coahoma (County),Coahoma,1562
Mississippi,Franklin (County),Franklin,1575
Mississippi,Chickasaw (County),Chickasaw,1550
Mississippi,Calhoun (County),Calhoun,1548
Mississippi,Grenada (County),Grenada,1581
Mississippi,Humphreys (County),Humphreys,1596
Mississippi,Itawamba (County),Itawamba,1601
Mississippi,Lafayette (County),Lafayette,1620
Mississippi,Madison (County),Madison,1651
Mississippi,Monroe (County),Monroe,1656
Mississippi,Neshoba (County),Neshoba,1661
Mississippi,Panola (County),Panola,1671
Mississippi,Quitman (County),Quitman,1685
Mississippi,Scott (County),Scott,1692
Mississippi,Pike (County),Pike,1680
Mississippi,Tate (County),Tate,1727
Mississippi,Tippah (County),Tippah,1730
Mississippi,Tishomingo (County),Tishomingo,1732
Mississippi,Sunflower (County),Sunflower,1721
Mississippi,Union (County),Union,1737
Mississippi,Washington (County),Washington,1750
Mississippi,Webster (County),Webster,1756
Mississippi,Wilkinson (County),Wilkinson,1757
Mississippi,Yalobusha (County),Yalobusha,1759
Mississippi,Attala (County),Attala,1541
Mississippi,Clay (County),Clay,1559
Mississippi,Forrest (County),Forrest,1572
Mississippi,Jones (County),Jones,1615
Mississippi,Choctaw (County),Choctaw,1552
Mississippi,Lee (County),Lee,1638
Mississippi,Leflore (County),Leflore,1643
Mississippi,Lincoln (County),Lincoln,1645
Mississippi,Lamar (County),Lamar,1623
Mississippi,Noxubee (County),Noxubee,1666
Mississippi,Pearl River (County),Pearl River,1676
Mississippi,Perry (County),Perry,1679
Mississippi,Pontotoc (County),Pontotoc,1682
Mississippi,Prentiss (County),Prentiss,1684
Mississippi,Tallahatchie (County),Tallahatchie,1725
Mississippi,Marion (County),Marion,1653
Mississippi,Winston (County),Winston,1758
Mississippi,Yazoo (County),Yazoo,1760
Mississippi,Holmes (County),Holmes,1593
Mississippi,Lowndes (County),Lowndes,1647
Mississippi,Oktibbeha (County),Oktibbeha,1668
Washington,Douglas (County),Douglas,2877
Washington,Walla Walla (County),Walla Walla,2970
Mississippi,Walthall (County),Walthall,1740
Washington,Clark (County),Clark,2865
Washington,Island (County),Island,2898
Washington,Benton (County),Benton,2847
Washington,Chelan (County),Chelan,2852
Washington,Jefferson (County),Jefferson,2905
Washington,Kittitas (County),Kittitas,2932
Washington,Skamania (County),Skamania,2959
Washington,Wahkiakum (County),Wahkiakum,2969
Washington,Yakima (County),Yakima,2974
Washington,Cowlitz (County),Cowlitz,2871
Washington,Grays Harbor (County),Grays Harbor,2894
Washington,Kitsap (County),Kitsap,2927
Washington,Lewis (County),Lewis,2940
Washington,Mason (County),Mason,2946
Washington,Pacific (County),Pacific,2949
Washington,Skagit (County),Skagit,2958
Washington,Snohomish (County),Snohomish,2960
Washington,Pierce (County),Pierce,2956
Washington,Thurston (County),Thurston,2967
Washington,Clallam (County),Clallam,2861
Washington,King (County),King,2913
Washington,Whatcom (County),Whatcom,2972
Alabama,Fayette (County),Fayette,134
Alabama,Blount (County),Blount,33
Alabama,Lamar (County),Lamar,174
Alabama,Walker (County),Walker,317
Arkansas,Craighead (County),Craighead,114
Massachusetts,Suffolk (County),Suffolk,1585
Mississippi,Leake (County),Leake,1636
Kansas,Barton (County),Barton,719
Iowa,Grundy (County),Grundy,460
Iowa,Lucas (County),Lucas,542
Iowa,Humboldt (County),Humboldt,487
Iowa,Palo Alto (County),Palo Alto,618
Iowa,Union (County),Union,675
Iowa,Buchanan (County),Buchanan,632
Iowa,Calhoun (County),Calhoun,365
Iowa,Henry (County),Henry,479
Iowa,Sac (County),Sac,647
Iowa,Pottawattamie (County),Pottawattamie,637
Iowa,Webster (County),Webster,694
Iowa,Allamakee (County),Allamakee,608
Iowa,Clayton (County),Clayton,402
Iowa,Des Moines (County),Des Moines,424
Iowa,Clinton (County),Clinton,404
Iowa,Jackson (County),Jackson,499
Iowa,Lee (County),Lee,531
Iowa,Dubuque (County),Dubuque,434
Iowa,Louisa (County),Louisa,539
Iowa,Muscatine (County),Muscatine,600
Iowa,Ringgold (County),Ringgold,642
Iowa,Wapello (County),Wapello,681
Illinois,Adams (County),Adams,650
Illinois,Calhoun (County),Calhoun,4
Illinois,Carroll (County),Carroll,6
Iowa,Scott (County),Scott,657
Illinois,Henderson (County),Henderson,117
Illinois,Jo Daviess (County),Jo Daviess,145
Illinois,Mercer (County),Mercer,216
Illinois,Pike (County),Pike,241
Illinois,Rock Island (County),Rock Island,265
Illinois,Whiteside (County),Whiteside,314
Illinois,Hancock (County),Hancock,111
Wisconsin,Clark (County),Clark,3119
Wisconsin,Dunn (County),Dunn,3135
Wisconsin,Chippewa (County),Chippewa,3117
Wisconsin,Portage (County),Portage,3192
Wisconsin,Wood (County),Wood,3014
Wisconsin,Taylor (County),Taylor,3208
Wisconsin,Waupaca (County),Waupaca,3009
Wisconsin,Waushara (County),Waushara,3010
Wisconsin,Bayfield (County),Bayfield,3108
Wisconsin,Buffalo (County),Buffalo,3113
Wisconsin,Calumet (County),Calumet,3116
Wisconsin,Douglas (County),Douglas,3134
Wisconsin,La Crosse (County),La Crosse,3161
Wisconsin,Outagamie (County),Outagamie,3185
Wisconsin,Pepin (County),Pepin,3188
Wisconsin,Pierce (County),Pierce,3189
Wisconsin,St. Croix (County),St. Croix,3200
Wisconsin,Winnebago (County),Winnebago,3012
Wisconsin,Trempealeau (County),Trempealeau,3210
Minnesota,Le Sueur (County),Le Sueur,1929
Minnesota,Marshall (County),Marshall,1937
Minnesota,Nobles (County),Nobles,1950
Minnesota,Isanti (County),Isanti,1916
Minnesota,Lake (County),Lake,1926
Minnesota,Anoka (County),Anoka,1877
Minnesota,Koochiching (County),Koochiching,1922
Minnesota,Olmsted (County),Olmsted,1953
Minnesota,Hennepin (County),Hennepin,1913
Minnesota,Rice (County),Rice,1973
Minnesota,Aitkin (County),Aitkin,1875
Minnesota,Beltrami (County),Beltrami,1880
Minnesota,Brown (County),Brown,1892
Minnesota,Carlton (County),Carlton,1893
Minnesota,Crow Wing (County),Crow Wing,1903
Minnesota,Douglas (County),Douglas,1907
Minnesota,Kanabec (County),Kanabec,1919
Minnesota,Kandiyohi (County),Kandiyohi,1920
Minnesota,Kittson (County),Kittson,1921
Minnesota,Lake of the Woods (County),Lake of the Woods,1927
Minnesota,Mille Lacs (County),Mille Lacs,1943
Minnesota,Nicollet (County),Nicollet,1948
Minnesota,Otter Tail (County),Otter Tail,1954
Minnesota,Pine (County),Pine,1957
Minnesota,Pope (County),Pope,1961
Minnesota,Sibley (County),Sibley,1982
Minnesota,Stearns (County),Stearns,1984
Minnesota,Wright (County),Wright,1999
Minnesota,Scott (County),Scott,1979
Minnesota,Benton (County),Benton,1881
Minnesota,Big Stone (County),Big Stone,1882
Minnesota,Carver (County),Carver,1894
Minnesota,Chisago (County),Chisago,1897
Minnesota,Goodhue (County),Goodhue,1911
Minnesota,Grant (County),Grant,1912
Minnesota,Lac qui Parle (County),Lac qui Parle,1923
Minnesota,McLeod (County),McLeod,1934
Minnesota,Meeker (County),Meeker,1941
Minnesota,Polk (County),Polk,1959
Minnesota,Morrison (County),Morrison,1944
Minnesota,Redwood (County),Redwood,1969
Minnesota,Renville (County),Renville,1971
Minnesota,St. Louis (County),St. Louis,1978
Minnesota,Stevens (County),Stevens,1987
Minnesota,Todd (County),Todd,1989
Minnesota,Swift (County),Swift,1988
Minnesota,Red Lake (County),Red Lake,1966
Minnesota,Wabasha (County),Wabasha,1991
Minnesota,Washington (County),Washington,1994
Minnesota,Wilkin (County),Wilkin,1997
Minnesota,Traverse (County),Traverse,1990
Maine,Penobscot (County),Penobscot,1846
Puerto Rico,Anasco (Municipio),Anasco,3069
Puerto Rico,Lares (Municipio),Lares,3142
Puerto Rico,Las Marias (Municipio),Las Marias,3144
Puerto Rico,Maricao (Municipio),Maricao,3155
Puerto Rico,Moca (Municipio),Moca,3162
Puerto Rico,Hormigueros (Municipio),Hormigueros,3128
Puerto Rico,Adjuntas (Municipio),Adjuntas,3060
Puerto Rico,Cabo Rojo (Municipio),Cabo Rojo,3081
Puerto Rico,Guayanilla (Municipio),Guayanilla,3121
Puerto Rico,Lajas (Municipio),Lajas,3139
Puerto Rico,Rincon (Municipio),Rincon,3182
Puerto Rico,Sabana Grande (Municipio),Sabana Grande,3187
Puerto Rico,Guanica (Municipio),Guanica,3114
Puerto Rico,San German (Municipio),San German,3193
Nebraska,Custer (County),Custer,1342
Puerto Rico,Yauco (Municipio),Yauco,3220
Nebraska,Dundy (County),Dundy,1360
Nebraska,Banner (County),Banner,1308
Nebraska,Blaine (County),Blaine,1309
Nebraska,Box Butte (County),Box Butte,1315
Nebraska,Brown (County),Brown,1319
Nebraska,Chase (County),Chase,1330
Nebraska,Cherry (County),Cherry,1333
Nebraska,Cheyenne (County),Cheyenne,1334
Nebraska,Deuel (County),Deuel,1351
Nebraska,Gage (County),Gage,1378
Nebraska,Hayes (County),Hayes,1411
Nebraska,Garden (County),Garden,1381
Nebraska,Hooker (County),Hooker,1418
Nebraska,Johnson (County),Johnson,1313
Nebraska,Keith (County),Keith,1316
Nebraska,Kimball (County),Kimball,1320
Nebraska,Logan (County),Logan,1328
Nebraska,McPherson (County),McPherson,1332
Nebraska,Morrill (County),Morrill,1339
Nebraska,Nuckolls (County),Nuckolls,1345
Nebraska,Rock (County),Rock,1366
Nebraska,Perkins (County),Perkins,1352
Nebraska,Keya Paha (County),Keya Paha,1318
Nebraska,Lincoln (County),Lincoln,1327
Nebraska,Saline (County),Saline,1367
Nebraska,Sioux (County),Sioux,1380
Nebraska,Thomas (County),Thomas,1384
Colorado,Baca (County),Baca,563
Colorado,Bent (County),Bent,564
Colorado,Cheyenne (County),Cheyenne,587
Colorado,Crowley (County),Crowley,605
Colorado,Kiowa (County),Kiowa,711
Colorado,Lincoln (County),Lincoln,747
Colorado,Morgan (County),Morgan,775
Colorado,Logan (County),Logan,749
Colorado,Phillips (County),Phillips,785
Colorado,Washington (County),Washington,377
Colorado,Weld (County),Weld,382
Colorado,Yuma (County),Yuma,385
South Dakota,Brown (County),Brown,2885
Colorado,Sedgwick (County),Sedgwick,366
Colorado,Prowers (County),Prowers,792
South Dakota,Buffalo (County),Buffalo,2891
South Dakota,Deuel (County),Deuel,2912
South Dakota,Edmunds (County),Edmunds,2917
South Dakota,Gregory (County),Gregory,2923
South Dakota,Day (County),Day,2911
South Dakota,Hanson (County),Hanson,2929
South Dakota,Jerauld (County),Jerauld,2941
South Dakota,Marshall (County),Marshall,2430
South Dakota,Moody (County),Moody,2485
South Dakota,Todd (County),Todd,2540
South Dakota,Turner (County),Turner,2550
South Dakota,Tripp (County),Tripp,2546
South Dakota,Beadle (County),Beadle,2874
South Dakota,Clark (County),Clark,2901
South Dakota,Codington (County),Codington,2906
South Dakota,Hamlin (County),Hamlin,2926
South Dakota,Grant (County),Grant,2922
South Dakota,Brookings (County),Brookings,2882
South Dakota,Kingsbury (County),Kingsbury,2945
South Dakota,Roberts (County),Roberts,2511
South Dakota,Sanborn (County),Sanborn,2514
South Dakota,Mellette (County),Mellette,2450
South Dakota,Spink (County),Spink,2523
North Dakota,Adams (County),Adams,1826
North Dakota,Grant (County),Grant,2051
West Virginia,Mingo (County),Mingo,3048
West Virginia,Summers (County),Summers,3080
West Virginia,Fayette (County),Fayette,3006
West Virginia,McDowell (County),McDowell,3037
West Virginia,Boone (County),Boone,2977
West Virginia,Clay (County),Clay,3000
West Virginia,Greenbrier (County),Greenbrier,3013
West Virginia,Logan (County),Logan,3034
West Virginia,Nicholas (County),Nicholas,3057
West Virginia,Raleigh (County),Raleigh,3073
West Virginia,Wayne (County),Wayne,3089
West Virginia,Wyoming (County),Wyoming,3099
Texas,Grimes (County),Grimes,2108
West Virginia,Mercer (County),Mercer,3044
Texas,Anderson (County),Anderson,2113
Texas,Angelina (County),Angelina,2124
Texas,Brazoria (County),Brazoria,2240
Texas,Chambers (County),Chambers,2395
Texas,Waller (County),Waller,2606
Texas,Galveston (County),Galveston,2059
Texas,Hardin (County),Hardin,2142
Texas,Harris (County),Harris,2149
Texas,Houston (County),Houston,2228
Texas,Jasper (County),Jasper,2271
Texas,Fort Bend (County),Fort Bend,2009
Texas,Jefferson (County),Jefferson,2285
Texas,Leon (County),Leon,2402
Texas,Liberty (County),Liberty,2404
Texas,Madison (County),Madison,2526
Texas,Montgomery (County),Montgomery,2682
Texas,Newton (County),Newton,2711
Texas,Orange (County),Orange,2214
Texas,Polk (County),Polk,2243
Texas,Sabine (County),Sabine,2370
Texas,San Jacinto (County),San Jacinto,2387
Texas,Trinity (County),Trinity,2553
Texas,Tyler (County),Tyler,2560
Texas,Walker (County),Walker,2603
Louisiana,Pointe Coupee (Parish),Pointe Coupee,1431
Louisiana,West Feliciana (Parish),West Feliciana,1524
Louisiana,St. Helena (Parish),St. Helena,1467
Louisiana,Beauregard (Parish),Beauregard,1066
Louisiana,West Baton Rouge (Parish),West Baton Rouge,1520
Louisiana,East Feliciana (Parish),East Feliciana,1115
Louisiana,Iberia (Parish),Iberia,1133
Louisiana,Jefferson (Parish),Jefferson,1147
Louisiana,Orleans (Parish),Orleans,1304
Louisiana,St. Bernard (Parish),St. Bernard,1463
Louisiana,St. Charles (Parish),St. Charles,1466
Louisiana,St. John the Baptist (Parish),St. John the Baptist,1469
Louisiana,St. James (Parish),St. James,1468
Louisiana,St. Mary (Parish),St. Mary,1474
Louisiana,St. Tammany (Parish),St. Tammany,1475
Louisiana,Tangipahoa (Parish),Tangipahoa,1476
Louisiana,Washington (Parish),Washington,1516
Louisiana,Ascension (Parish),Ascension,1055
Louisiana,Assumption (Parish),Assumption,1060
Louisiana,East Baton Rouge (Parish),East Baton Rouge,1108
Louisiana,Iberville (Parish),Iberville,1134
Louisiana,Lafayette (Parish),Lafayette,1161
Louisiana,Lafourche (Parish),Lafourche,1280
Louisiana,Livingston (Parish),Livingston,1295
Louisiana,St. Martin (Parish),St. Martin,1473
Louisiana,Vermilion (Parish),Vermilion,1510
Florida,Washington (County),Washington,986
Florida,Holmes (County),Holmes,948
Florida,Gadsden (County),Gadsden,938
Louisiana,Terrebonne (Parish),Terrebonne,1501
Florida,Liberty (County),Liberty,957
Mississippi,George (County),George,1577
Mississippi,Hancock (County),Hancock,1583
Mississippi,Harrison (County),Harrison,1587
Mississippi,Jackson (County),Jackson,1605
Pennsylvania,Bucks (County),Bucks,2336
Pennsylvania,Berks (County),Berks,2326
Pennsylvania,Montgomery (County),Montgomery,2528
Oklahoma,Alfalfa (County),Alfalfa,2099
Oklahoma,Beaver (County),Beaver,2104
Oklahoma,Cimarron (County),Cimarron,2135
Oklahoma,Dewey (County),Dewey,2158
Oklahoma,Harper (County),Harper,2193
Oklahoma,Ellis (County),Ellis,2165
Oklahoma,Major (County),Major,2260
Oklahoma,Texas (County),Texas,2003
Oklahoma,Woodward (County),Woodward,2035
Tennessee,Shelby (County),Shelby,2033
Tennessee,Carter (County),Carter,2654
Tennessee,Cocke (County),Cocke,2686
Tennessee,Greene (County),Greene,2750
Tennessee,Johnson (County),Johnson,2808
Tennessee,Union (County),Union,2073
Tennessee,Unicoi (County),Unicoi,2069
Kentucky,Clay (County),Clay,1056
Kentucky,Elliott (County),Elliott,1075
Kentucky,Estill (County),Estill,1077
Tennessee,Washington (County),Washington,2085
Kentucky,Menifee (County),Menifee,1222
Kentucky,Powell (County),Powell,1270
Kentucky,Rockcastle (County),Rockcastle,1276
Kentucky,Knott (County),Knott,1154
Kentucky,Letcher (County),Letcher,1178
Kentucky,Perry (County),Perry,1265
Ohio,Brown (County),Brown,2282
Kentucky,Pike (County),Pike,1267
Kentucky,Whitley (County),Whitley,1034
Kentucky,Floyd (County),Floyd,1085
Ohio,Clermont (County),Clermont,2306
Ohio,Hamilton (County),Hamilton,2411
Ohio,Butler (County),Butler,2286
New York,Broome (County),Broome,1683
New York,Cayuga (County),Cayuga,1689
New York,Chautauqua (County),Chautauqua,1694
New York,Chemung (County),Chemung,1696
New York,Clinton (County),Clinton,1702
New York,Cortland (County),Cortland,1706
New York,Franklin (County),Franklin,1731
New York,Fulton (County),Fulton,1734
New York,Genesee (County),Genesee,1736
New York,Hamilton (County),Hamilton,1742
New York,Jefferson (County),Jefferson,1782
New York,Monroe (County),Monroe,1804
New York,Ontario (County),Ontario,1856
New York,Oswego (County),Oswego,1864
New York,St. Lawrence (County),St. Lawrence,1883
New York,Saratoga (County),Saratoga,1885
New York,Seneca (County),Seneca,1890
New York,Schuyler (County),Schuyler,1889
New York,Washington (County),Washington,1942
New York,Wayne (County),Wayne,1952
New York,Wyoming (County),Wyoming,1962
New York,Warren (County),Warren,1938
New York,Nassau (County),Nassau,1839
New York,Orange (County),Orange,1859
New York,Putnam (County),Putnam,1870
New York,Delaware (County),Delaware,1707
New York,Rockland (County),Rockland,1879
New York,Suffolk (County),Suffolk,1924
New York,Westchester (County),Westchester,1960
New York,Bronx (County),Bronx,1681
New York,Kings (County),Kings,1788
New York,New York (County),New York,1847
New York,Queens (County),Queens,1872
New York,Richmond (County),Richmond,1876
Nebraska,Dakota (County),Dakota,1344
Puerto Rico,Aguas Buenas (Municipio),Aguas Buenas,3065
Puerto Rico,Vega Alta (Municipio),Vega Alta,3215
Puerto Rico,Orocovis (Municipio),Orocovis,3171
Puerto Rico,Barranquitas (Municipio),Barranquitas,3076
Puerto Rico,Bayamon (Municipio),Bayamon,3078
Puerto Rico,Corozal (Municipio),Corozal,3105
Puerto Rico,Jayuya (Municipio),Jayuya,3132
Puerto Rico,Juncos (Municipio),Juncos,3136
Puerto Rico,Morovis (Municipio),Morovis,3164
Puerto Rico,Naranjito (Municipio),Naranjito,3168
Puerto Rico,San Lorenzo (Municipio),San Lorenzo,3201
Puerto Rico,Utuado (Municipio),Utuado,3214
Puerto Rico,Ciales (Municipio),Ciales,3098
Mississippi,Benton (County),Benton,1544
Mississippi,Marshall (County),Marshall,1655
Mississippi,Sharkey (County),Sharkey,1695
Mississippi,DeSoto (County),DeSoto,1571
Mississippi,Hinds (County),Hinds,1591
Mississippi,Tunica (County),Tunica,1735
Alabama,Autauga (County),Autauga,5
Alabama,Calhoun (County),Calhoun,43
Alabama,Lawrence (County),Lawrence,181
Alabama,Madison (County),Madison,217
Alabama,Marion (County),Marion,224
Alabama,Clay (County),Clay,65
Alabama,Marshall (County),Marshall,231
Alabama,Talladega (County),Talladega,306
Alabama,Butler (County),Butler,39
Alabama,Winston (County),Winston,332
Arkansas,Ashley (County),Ashley,50
Arkansas,Clay (County),Clay,93
Oklahoma,Grant (County),Grant,2187
Oklahoma,Noble (County),Noble,2287
Oklahoma,Woods (County),Woods,2029
Kansas,Harper (County),Harper,807
Kansas,Comanche (County),Comanche,748
Kansas,Jefferson (County),Jefferson,821
Kansas,Cherokee (County),Cherokee,732
Kansas,Kiowa (County),Kiowa,829
Kansas,Leavenworth (County),Leavenworth,836
Kansas,Lyon (County),Lyon,844
Kansas,Kingman (County),Kingman,827
Kansas,Pratt (County),Pratt,878
Kansas,Sedgwick (County),Sedgwick,898
Kansas,Shawnee (County),Shawnee,902
Kansas,Anderson (County),Anderson,712
Kansas,Butler (County),Butler,726
Kansas,Barber (County),Barber,717
Kansas,Coffey (County),Coffey,745
Kansas,Chautauqua (County),Chautauqua,730
Kansas,Cowley (County),Cowley,752
Kansas,Douglas (County),Douglas,767
Kansas,Elk (County),Elk,773
Kansas,Franklin (County),Franklin,786
Kansas,Greenwood (County),Greenwood,803
Kansas,Johnson (County),Johnson,824
Kansas,Linn (County),Linn,840
Kansas,Miami (County),Miami,853
Kansas,Montgomery (County),Montgomery,856
Kansas,Sumner (County),Sumner,916
Kansas,Wilson (County),Wilson,925
Kansas,Woodson (County),Woodson,926
Kansas,Wyandotte (County),Wyandotte,927
Kansas,Osage (County),Osage,867
Missouri,Adair (County),Adair,1761
Kansas,Bourbon (County),Bourbon,722
Kansas,Allen (County),Allen,709
Missouri,Audrain (County),Audrain,1766
Missouri,Barton (County),Barton,1771
Missouri,Benton (County),Benton,1778
Missouri,Boone (County),Boone,1783
Missouri,Caldwell (County),Caldwell,1795
Missouri,Clark (County),Clark,1015
Missouri,Daviess (County),Daviess,1036
