State,County,LACCESS_POP10,FID
Indiana,Vanderburgh,35571.25845,543
Indiana,Vermillion,2245.47226,548
Indiana,Vigo,29115.96417,553
Indiana,Wabash,2760.24707,555
Indiana,Warren,265.5224908,567
Indiana,Warrick,16946.50616,575
Indiana,Washington,2752.815882,584
Indiana,Wayne,11682.99652,586
Indiana,Wells,2935.828953,590
Indiana,White,2458.380352,594
Indiana,Whitley,1687.948356,597
Iowa,Adair,605.0662874,598
Iowa,Adams,243.4612725,602
Iowa,Allamakee,2728.185104,608
Iowa,Appanoose,1858.72717,611
Iowa,Audubon,253.6937591,615
Iowa,Benton,3823.598597,619
Iowa,Black Hawk,31221.94421,623
Iowa,Boone,3422.044773,625
Iowa,Bremer,1847.953157,631
Iowa,Buchanan,2754.206725,632
Iowa,Buena Vista,2738.827615,633
Iowa,Butler,6747.822802,361
Iowa,Calhoun,4598.139338,365
Iowa,Carroll,949.2332628,369
Iowa,Cass,3557.693775,374
Iowa,Cedar,1953.272335,379
Iowa,Cerro Gordo,7338.96078,383
Iowa,Cherokee,878.9599373,388
Iowa,Chickasaw,1834.887234,393
Iowa,Clarke,735.2496192,397
Iowa,Clay,1579.510574,398
Iowa,Clayton,3343.596831,402
Iowa,Clinton,10206.52595,404
Iowa,Crawford,4551.524885,408
Iowa,Dallas,3413.603551,413
Iowa,Davis,1161.746827,416
Iowa,Decatur,919.4954215,419
Iowa,Delaware,1552.079289,421
Iowa,Des Moines,9843.70257,424
Iowa,Dickinson,3426.672881,427
Iowa,Dubuque,18161.02833,434
Iowa,Emmet,2855.782294,437
Iowa,Fayette,1167.722699,442
Iowa,Floyd,3026.617091,447
Iowa,Franklin,1929.921395,451
Iowa,Fremont,3370.505154,455
Iowa,Greene,2330.005753,458
Iowa,Grundy,1389.864865,460
Iowa,Guthrie,1228.955148,467
Iowa,Hamilton,3650.020207,469
Iowa,Hancock,1423.75077,470
Iowa,Hardin,2566.478098,475
Iowa,Harrison,2674.35726,478
Iowa,Henry,5845.825944,479
Iowa,Howard,3734.817799,481
Iowa,Humboldt,1715.163597,487
Iowa,Ida,75.2501586,491
Iowa,Iowa,2053.903924,495
Iowa,Jackson,4067.913246,499
Iowa,Jasper,6078.21036,505
Iowa,Jefferson,2305.947231,507
Iowa,Johnson,21904.4962,508
Iowa,Jones,2494.863452,516
Iowa,Keokuk,2671.3683,520
Iowa,Kossuth,7179.35646,523
Iowa,Lee,4919.817292,531
Iowa,Linn,54382.42215,535
Iowa,Louisa,137.0176494,539
Iowa,Lucas,1927.621792,542
Iowa,Lyon,1865.014214,546
Iowa,Madison,2840.184797,550
Iowa,Mahaska,5137.28892,554
Iowa,Marion,4677.589184,561
Iowa,Marshall,9546.755097,568
Iowa,Mills,1303.557801,569
Iowa,Mitchell,2222.425261,572
Iowa,Monona,1399.298735,576
Iowa,Monroe,1700.858495,580
Iowa,Montgomery,2142.830337,595
Iowa,Muscatine,10213.23788,600
Iowa,O'Brien,3105.009699,604
Iowa,Osceola,1177.982369,607
Iowa,Page,4586.749916,612
Iowa,Palo Alto,3178.297639,618
Iowa,Plymouth,1028.151871,622
Iowa,Pocahontas,1802.1662,624
Iowa,Polk,87817.672,629
Iowa,Pottawattamie,35079.34614,637
Iowa,Poweshiek,3582.339732,640
Iowa,Ringgold,593.0126699,642
Iowa,Sac,2045.005652,647
Iowa,Scott,19208.94497,657
Iowa,Shelby,3195.094797,660
Iowa,Sioux,1397.084105,663
Iowa,Story,16124.91384,668
Iowa,Tama,3204.282788,671
Iowa,Taylor,499.1522174,674
Iowa,Union,2442.46387,675
Iowa,Van Buren,6901.134881,678
Iowa,Wapello,9882.063843,681
Iowa,Warren,10136.16332,685
Iowa,Washington,1490.859424,687
Iowa,Wayne,2560.353481,691
Iowa,Webster,8414.218038,694
Iowa,Winnebago,1920.11219,696
Iowa,Winneshiek,2877.110715,698
Iowa,Woodbury,32231.24385,702
Iowa,Worth,610.4442171,703
Iowa,Wright,887.3718882,705
Kansas,Allen,5343.11947,709
Kansas,Anderson,1808.224076,712
Kansas,Atchison,3503.227544,715
Kansas,Barber,555.5888692,717
Kansas,Barton,6373.227849,719
Kansas,Bourbon,3178.736414,722
Kansas,Brown,578.8326573,723
Kansas,Butler,16179.30501,726
Kansas,Chase,2615.446593,729
Kansas,Chautauqua,1100.413591,730
Kansas,Cherokee,3500.929137,732
Kansas,Cheyenne,2675.801809,736
Kansas,Clark,2214.999995,738
Kansas,Clay,2243.219163,739
Kansas,Cloud,3219.987204,740
Kansas,Coffey,4619.720134,745
Kansas,Comanche,336.9887208,748
Kansas,Cowley,5905.564222,752
Kansas,Crawford,11857.9741,756
Kansas,Decatur,499.8395562,759
Kansas,Dickinson,3652.902883,762
Kansas,Doniphan,4873.646626,765
Kansas,Douglas,14766.11661,767
Kansas,Edwards,485.9001371,770
Kansas,Elk,2863.469059,773
Kansas,Ellis,5663.611755,774
Kansas,Ellsworth,2034.499576,776
Kansas,Finney,7497.90085,778
Kansas,Ford,10833.34618,784
Kansas,Franklin,12227.68641,786
Kansas,Geary,11538.75908,788
Kansas,Gove,2625.877777,790
Kansas,Graham,576.1008645,791
Kansas,Grant,742.5416104,794
Kansas,Gray,3183.68299,798
Kansas,Greeley,1246.999999,801
Kansas,Greenwood,2871.803723,803
Kansas,Hamilton,2690.000001,805
Kansas,Harper,1121.601958,807
Kansas,Harvey,7818.518339,812
Kansas,Haskell,4256.000002,815
Kansas,Hodgeman,1902.335279,818
Kansas,Jackson,2033.095748,819
Kansas,Jefferson,2889.499773,821
Kansas,Jewell,835.8951486,822
Kansas,Johnson,119670.5883,824
Kansas,Kearny,350.2137269,826
Kansas,Kingman,2622.203791,827
Kansas,Kiowa,2544.175266,829
Kansas,Labette,4221.951807,831
Kansas,Lane,1750.000003,833
Kansas,Leavenworth,14861.48804,836
Kansas,Lincoln,1028.058137,838
Kansas,Linn,3325.913762,840
Kansas,Logan,502.559402,842
Kansas,Lyon,3322.404097,844
Kansas,McPherson,8539.339841,846
Kansas,Marion,3065.455562,848
Kansas,Marshall,1423.012984,850
Kansas,Meade,2320.270793,851
Kansas,Miami,3481.972943,853
Kansas,Mitchell,1405.362288,854
Kansas,Montgomery,4025.501215,856
Kansas,Morris,1952.188875,858
Kansas,Morton,844.9548861,859
Kansas,Nemaha,1537.394372,861
Kansas,Neosho,4082.079702,862
Kansas,Ness,836.2531421,864
Kansas,Norton,1673.807619,866
Kansas,Osage,1906.272602,867
Kansas,Osborne,891.7577861,869
Kansas,Ottawa,1735.681659,870
Kansas,Pawnee,1180.231306,872
Kansas,Phillips,1994.556584,873
Kansas,Pottawatomie,4154.052643,876
Kansas,Pratt,2220.811148,878
Kansas,Rawlins,898.7936594,880
Kansas,Reno,17367.42586,882
Kansas,Republic,1274.504407,884
Kansas,Rice,1886.294663,886
Kansas,Riley,35861.64937,888
Kansas,Rooks,750.2111378,889
Kansas,Rush,3306.999993,891
Kansas,Russell,1732.618368,893
Kansas,Saline,11416.51696,895
Kansas,Scott,448.2388278,897
Kansas,Sedgwick,145050.5951,898
Kansas,Seward,9958.953041,900
Kansas,Shawnee,47825.40617,902
Kansas,Sheridan,2521.236889,904
Kansas,Sherman,4302.23129,907
Kansas,Smith,1493.985613,909
Kansas,Stafford,1354.190489,911
Kansas,Stanton,235.6184707,913
Kansas,Stevens,1043.911654,914
Kansas,Sumner,5940.240596,916
Kansas,Thomas,3715.435505,917
Kansas,Trego,538.9047239,919
Kansas,Wabaunsee,4694.68922,920
Kansas,Wallace,486.7327351,921
Kansas,Washington,2725.835144,922
Kansas,Wichita,2233.999998,923
Kansas,Wilson,1019.741827,925
Kansas,Woodson,67.44429895,926
Kansas,Wyandotte,48750.41908,927
Kentucky,Adair,1601.293408,928
Kentucky,Allen,246.2374709,929
Kentucky,Anderson,5585.740969,930
Kentucky,Ballard,498.5704928,932
Kentucky,Barren,3265.862951,933
Kentucky,Bath,15.52776955,934
Kentucky,Bell,5966.516063,936
Kentucky,Boone,40237.60628,1002
Kentucky,Bourbon,1505.057792,1005
Kentucky,Boyd,13021.58655,1008
Kentucky,Boyle,6698.463734,1010
Kentucky,Bracken,47.87093155,1013
Kentucky,Breathitt,926.1818855,1017
Kentucky,Breckinridge,1961.618828,1020
Kentucky,Bullitt,18937.81341,1024
Kentucky,Butler,1488.438826,1026
Kentucky,Caldwell,1496.802036,1031
Kentucky,Calloway,5753.843618,1033
Kentucky,Campbell,27899.75167,1035
Kentucky,Carlisle,344.3003983,1039
Kentucky,Carroll,4090.099033,1041
Kentucky,Carter,1216.261813,1044
Kentucky,Casey,967.8695221,1048
Kentucky,Christian,15170.96497,1050
Kentucky,Clark,3749.348502,1053
Kentucky,Clay,2898.126738,1056
Kentucky,Clinton,164.1310865,1059
Kentucky,Crittenden,0,1064
Kentucky,Cumberland,136.0079747,1067
Kentucky,Daviess,17360.73762,1071
Kentucky,Edmonson,262.4330838,1073
Kentucky,Elliott,15.67382,1075
Kentucky,Estill,1819.782604,1077
Kentucky,Fayette,45675.38907,1080
Kentucky,Fleming,846.4358179,1083
Kentucky,Floyd,1681.16468,1085
Kentucky,Franklin,11399.34265,1086
Kentucky,Fulton,3.124261004,1088
Kentucky,Gallatin,0,1090
Kentucky,Garrard,3837.395821,1092
Kentucky,Grant,4341.005187,1094
Kentucky,Graves,4577.58103,1097
Kentucky,Grayson,5882.731485,1100
Kentucky,Green,730.3113204,1102
Kentucky,Greenup,8861.498772,1105
Kentucky,Hancock,30.29283774,1107
Kentucky,Hardin,24451.14249,1110
Kentucky,Harlan,5086.445349,1114
Kentucky,Harrison,1478.587652,1119
Kentucky,Hart,1719.494306,1121
Kentucky,Henderson,4507.60493,1126
Kentucky,Henry,1281.53553,1129
Kentucky,Hickman,159.0037642,1130
Kentucky,Hopkins,7808.637597,1136
Kentucky,Jackson,25.6071464,1140
Kentucky,Jefferson,131566.3164,1143
Kentucky,Jessamine,4338.130917,1145
Kentucky,Johnson,2320.528457,1148
Kentucky,Kenton,52174.62871,1151
Kentucky,Knott,49.16382926,1154
Kentucky,Knox,1695.307674,1159
Kentucky,Larue,211.0982254,1162
Kentucky,Laurel,6536.972852,1166
Kentucky,Lawrence,1774.941528,1167
Kentucky,Lee,1.287777897,1171
Kentucky,Leslie,423.4308004,1175
Kentucky,Letcher,0,1178
Kentucky,Lewis,154.0618496,1180
Kentucky,Lincoln,1924.413359,1184
Kentucky,Livingston,134.7221561,1187
Kentucky,Logan,754.1605711,1190
Kentucky,Lyon,138.4104251,1193
Kentucky,McCracken,14443.11438,1196
Kentucky,McCreary,866.4058879,1198
Kentucky,McLean,2.874075834,1201
Kentucky,Madison,7958.205758,1204
Kentucky,Magoffin,106.7151347,1206
Kentucky,Marion,468.0282607,1210
Kentucky,Marshall,1059.390452,1213
Kentucky,Martin,38.60896944,1215
Kentucky,Mason,2176.132325,1217
Kentucky,Meade,4096.900732,1220
Kentucky,Menifee,0,1222
Kentucky,Mercer,3905.60711,1225
Kentucky,Metcalfe,80.42306298,1228
Kentucky,Monroe,444.6942275,1230
Kentucky,Montgomery,5750.694381,1233
Kentucky,Morgan,1410.584426,1235
Kentucky,Muhlenberg,1406.148911,1238
Kentucky,Nelson,6236.845021,1243
Kentucky,Nicholas,42.16582724,1246
Kentucky,Ohio,2458.859456,1249
Kentucky,Oldham,24579.25187,1252
Kentucky,Owen,752.7091445,1255
Kentucky,Owsley,69.12813062,1257
Kentucky,Pendleton,112.9304822,1260
Kentucky,Perry,1705.48775,1265
Kentucky,Pike,787.4473496,1267
Kentucky,Powell,244.2120037,1270
Kentucky,Pulaski,8830.777103,1272
Kentucky,Robertson,1705.338039,1273
Kentucky,Rockcastle,430.8295532,1276
Kentucky,Rowan,1623.865364,1279
Kentucky,Russell,427.5462844,1282
Kentucky,Scott,7942.121628,1283
Kentucky,Shelby,3811.276316,1285
Kentucky,Simpson,2266.162056,1287
Kentucky,Spencer,0,1000
Kentucky,Taylor,1779.89155,1003
Kentucky,Todd,895.8050331,1006
Kentucky,Trigg,1746.760358,1009
Kentucky,Trimble,2533.435339,1012
Kentucky,Union,896.9538144,1016
Kentucky,Warren,12034.18993,1019
Kentucky,Washington,1033.918215,1023
Kentucky,Wayne,2745.963514,1027
Kentucky,Webster,78.27769543,1029
Kentucky,Whitley,4566.630823,1034
Kentucky,Wolfe,454.7590225,1037
Kentucky,Woodford,6750.06557,1042
Louisiana,Acadia,1050.995445,1046
Louisiana,Allen,9454.418136,1051
Louisiana,Ascension,42579.12061,1055
Louisiana,Assumption,9127.743976,1060
Louisiana,Avoyelles,8824.901293,1062
Louisiana,Beauregard,14669.20229,1066
Louisiana,Bienville,4133.456168,1069
Louisiana,Bossier,29629.75717,1076
Louisiana,Caddo,84385.29832,1079
Louisiana,Calcasieu,42272.87893,1081
Louisiana,Caldwell,1134.788315,1084
Louisiana,Cameron,1681.441226,1089
Louisiana,Catahoula,2110.268013,1093
Louisiana,Claiborne,1457.671413,1095
Louisiana,Concordia,4718.764512,1098
Louisiana,De Soto,6742.657778,1103
Louisiana,East Baton Rouge,124309.4412,1108
Louisiana,East Carroll,944.5034143,1111
Louisiana,East Feliciana,3071.174591,1115
Louisiana,Evangeline,5506.304656,1118
Louisiana,Franklin,2199.522104,1123
Louisiana,Grant,5050.626107,1127
Louisiana,Iberia,11815.06057,1133
Louisiana,Iberville,5138.990246,1134
Louisiana,Jackson,3734.177774,1138
Louisiana,Jefferson,52281.08189,1147
Louisiana,Jefferson Davis,2290.734354,1155
Louisiana,Lafayette,57406.60259,1161
Louisiana,Lafourche,26625.52536,1280
Louisiana,La Salle,1475.387433,1289
Louisiana,Lincoln,14858.84137,1291
Louisiana,Livingston,24584.56753,1295
Louisiana,Madison,1179.984509,1297
Louisiana,Morehouse,6896.431864,1299
Louisiana,Natchitoches,10794.11508,1301
Louisiana,Orleans,87617.32242,1304
Louisiana,Ouachita,63891.76575,1306
Louisiana,Plaquemines,7259.251065,1427
Louisiana,Pointe Coupee,3162.102264,1431
Louisiana,Rapides,47703.044,1434
Louisiana,Red River,1698.450901,1436
Louisiana,Richland,2235.656198,1439
Louisiana,Sabine,6385.138306,1441
Louisiana,St. Bernard,15392.14388,1463
Louisiana,St. Charles,29519.96676,1466
Louisiana,St. Helena,1009.687778,1467
Louisiana,St. James,4398.702751,1468
Louisiana,St. John the Baptist,20008.84676,1469
Louisiana,St. Landry,11479.43652,1471
Louisiana,St. Martin,3989.056544,1473
Louisiana,St. Mary,13658.47963,1474
Louisiana,St. Tammany,59880.14257,1475
Louisiana,Tangipahoa,33649.19197,1476
Louisiana,Tensas,2922.838954,1479
Louisiana,Terrebonne,33016.62026,1501
Louisiana,Union,4114.074418,1507
Louisiana,Vermilion,3425.89435,1510
Louisiana,Vernon,20484.66283,1513
Louisiana,Washington,7913.983267,1516
Louisiana,Webster,8322.694596,1518
Louisiana,West Baton Rouge,3923.393127,1520
Louisiana,West Carroll,564.7614681,1522
Louisiana,West Feliciana,6606.731528,1524
Louisiana,Winn,4246.840307,1529
Maine,Androscoggin,12164.62749,1532
Maine,Aroostook,7550.53982,1535
Maine,Cumberland,61015.11347,1608
Maine,Franklin,468.1171834,1619
Maine,Hancock,3364.161072,1748
Maine,Kennebec,11244.33822,1755
Maine,Knox,4460.168383,1774
Maine,Lincoln,1483.438243,1835
Maine,Oxford,4950.874051,1842
Maine,Penobscot,24923.41353,1846
Maine,Piscataquis,747.1355895,1851
Maine,Sagadahoc,3514.870363,1855
Maine,Somerset,4097.827186,1860
Maine,Waldo,3518.634446,1865
Maine,Washington,3870.561561,1884
Maine,York,33631.19142,1901
Maryland,Allegany,29069.44994,1905
Maryland,Anne Arundel,154300.8275,1925
Maryland,Calvert,29795.76605,1946
Maryland,Caroline,2126.863962,1949
Maryland,Carroll,42952.53557,1955
Maryland,Cecil,20177.45564,1963
Maryland,Charles,46914.42143,1294
Maryland,Dorchester,3786.995855,1346
Maryland,Frederick,48429.94185,1357
Maryland,Garrett,1294.428666,1361
Maryland,Harford,59244.07625,1372
Maryland,Howard,61595.7652,1379
Maryland,Kent,18.82849129,1394
Maryland,Montgomery,152763.3051,1398
Maryland,Prince George's,230853.8364,1403
Maryland,Queen Anne's,10966.90221,1413
Maryland,St. Mary's,13701.97703,1421
Maryland,Somerset,7267.593915,1430
Maryland,Talbot,4181.282052,1438
Maryland,Washington,35617.23747,1445
Maryland,Wicomico,26326.18589,1446
Maryland,Worcester,10320.92706,1456
Massachusetts,Barnstable,108706.0721,1478
Massachusetts,Berkshire,31188.85222,1480
Massachusetts,Bristol,170345.8663,1486
Massachusetts,Dukes,2789.793437,1491
Massachusetts,Essex,238892.0763,1519
Massachusetts,Franklin,12347.57673,1523
Massachusetts,Hampden,120695.7104,1526
Massachusetts,Hampshire,52126.85683,1527
Massachusetts,Middlesex,402117.4177,1533
Massachusetts,Nantucket,1558.694459,1537
Massachusetts,Norfolk,232759.3281,1543
Massachusetts,Plymouth,222807.9204,1569
Massachusetts,Suffolk,20450.08629,1585
Massachusetts,Worcester,244033.4104,1599
Michigan,Alcona,1302.905976,1603
Michigan,Alger,3335.69165,1609
Michigan,Allegan,6393.636496,1611
Michigan,Alpena,2016.458367,1614
Michigan,Antrim,71.46243672,1617
Michigan,Arenac,30.11195091,1621
Michigan,Baraga,1320.476202,1624
Michigan,Barry,1673.083305,1627
Michigan,Bay,20214.58714,1631
Michigan,Benzie,0,1634
Michigan,Berrien,38516.1287,1635
Michigan,Branch,6527.077879,1640
Michigan,Calhoun,32176.53238,1641
Michigan,Cass,3126.613043,1644
Michigan,Charlevoix,1523.473433,1648
Michigan,Cheboygan,3174.87857,1649
Michigan,Chippewa,10696.16746,1660
Michigan,Clare,1905.617847,1665
Michigan,Clinton,13342.1338,1669
Michigan,Crawford,2414.632456,1672
Michigan,Delta,8177.118091,1675
Michigan,Dickinson,8337.270225,1677
Michigan,Eaton,21806.21206,1678
Michigan,Emmet,5769.01843,1686
Michigan,Genesee,127082.0317,1688
Michigan,Gladwin,2361.910388,1691
Michigan,Gogebic,3471.419677,1693
Michigan,Grand Traverse,15290.30136,1697
Michigan,Gratiot,2836.04763,1700
Michigan,Hillsdale,2664.948387,1701
Michigan,Houghton,3693.055094,1705
Michigan,Huron,9801.220059,1708
Michigan,Ingham,92266.67623,1710
Michigan,Ionia,3946.195906,1713
Michigan,Iosco,6667.215923,1715
Michigan,Iron,1797.214756,1716
Michigan,Isabella,5721.565859,1717
Michigan,Jackson,42431.21132,1719
Michigan,Kalamazoo,64960.89809,1720
Michigan,Kalkaska,1253.333828,1722
Michigan,Kent,134217.6787,1726
Michigan,Keweenaw,587.9569764,1743
Michigan,Lake,1848.305085,1749
Michigan,Lapeer,8964.296533,1752
Michigan,Leelanau,3869.431234,1765
Michigan,Lenawee,22040.86274,1768
Michigan,Livingston,54312.23743,1770
Michigan,Luce,783.2788303,1773
Michigan,Mackinac,3422.248844,1779
Michigan,Macomb,195209.2175,1785
Michigan,Manistee,3056.231427,1787
Michigan,Marquette,10895.56296,1793
Michigan,Mason,1656.178866,1797
Michigan,Mecosta,7573.341919,1800
Michigan,Menominee,1345.51397,1802
Michigan,Midland,21895.48325,1806
Michigan,Missaukee,1311.629403,1810
Michigan,Monroe,31287.24078,1812
Michigan,Montcalm,3775.023421,1815
Michigan,Montmorency,364.5259163,1816
Michigan,Muskegon,60457.09914,1818
Michigan,Newaygo,1590.008311,1820
Michigan,Oakland,360770.757,1824
Michigan,Oceana,980.3842008,1825
Michigan,Ogemaw,9.42323796,1827
Michigan,Ontonagon,2155.412588,1829
Michigan,Osceola,3706.9075,1830
Michigan,Oscoda,6.21220385,1832
Michigan,Otsego,2960.495459,1834
Michigan,Ottawa,86740.14536,1837
Michigan,Presque Isle,3852.243864,1840
Michigan,Roscommon,4650.713819,1843
Michigan,Saginaw,41372.92501,1845
Michigan,St. Clair,53236.19838,1854
Michigan,St. Joseph,6833.011911,1857
Michigan,Sanilac,2680.76593,1858
Michigan,Schoolcraft,2197.502076,1861
Michigan,Shiawassee,11237.71181,1863
Michigan,Tuscola,3716.154894,1866
Michigan,Van Buren,4526.958895,1867
Michigan,Washtenaw,88436.90572,1869
Michigan,Wayne,274016.5429,1871
Michigan,Wexford,3181.857161,1873
Minnesota,Aitkin,4916.416544,1875
Minnesota,Anoka,127023.3481,1877
Minnesota,Becker,11715.88843,1878
Minnesota,Beltrami,8067.176195,1880
Minnesota,Benton,9168.502848,1881
Minnesota,Big Stone,2490.287502,1882
Minnesota,Blue Earth,22329.24173,1886
Minnesota,Brown,8354.187377,1892
Minnesota,Carlton,7936.39449,1893
Minnesota,Carver,25217.26263,1894
Minnesota,Cass,4771.38262,1895
Minnesota,Chippewa,1420.162876,1896
Minnesota,Chisago,4105.849208,1897
Minnesota,Clay,11770.61619,1898
Minnesota,Clearwater,3352.245193,1899
Minnesota,Cook,1468.751918,1900
Minnesota,Cottonwood,5029.786566,1902
Minnesota,Crow Wing,4925.269093,1903
Minnesota,Dakota,147686.3634,1904
Minnesota,Dodge,2110.889654,1906
Minnesota,Douglas,13332.32165,1907
Minnesota,Faribault,2219.671169,1908
Minnesota,Fillmore,537.7033046,1909
Minnesota,Freeborn,9083.081713,1910
Minnesota,Goodhue,11089.82296,1911
Minnesota,Grant,2693.586651,1912
Minnesota,Hennepin,341806.0341,1913
Minnesota,Houston,2021.247231,1914
Minnesota,Hubbard,4389.121714,1915
Minnesota,Isanti,4414.847249,1916
Minnesota,Itasca,7565.659998,1917
Minnesota,Jackson,2890.465354,1918
Minnesota,Kanabec,463.8655888,1919
Minnesota,Kandiyohi,11394.97849,1920
Minnesota,Kittson,1192.493022,1921
Minnesota,Koochiching,6026.039573,1922
Minnesota,Lac qui Parle,962.5416832,1923
Minnesota,Lake,927.4729313,1926
Minnesota,Lake of the Woods,1665.974721,1927
Minnesota,Le Sueur,960.8177982,1929
Minnesota,Lincoln,5686.605512,1931
Minnesota,Lyon,6710.341948,1932
Minnesota,McLeod,7364.971243,1934
Minnesota,Mahnomen,1904.716095,1936
Minnesota,Marshall,6071.745779,1937
Minnesota,Martin,8987.069756,1940
Minnesota,Meeker,3380.507935,1941
Minnesota,Mille Lacs,1708.366097,1943
Minnesota,Morrison,10976.11193,1944
Minnesota,Mower,13281.35385,1945
Minnesota,Murray,3254.343691,1947
Minnesota,Nicollet,10465.21206,1948
Minnesota,Nobles,8835.517484,1950
Minnesota,Norman,1780.064382,1951
Minnesota,Olmsted,31004.25412,1953
Minnesota,Otter Tail,9952.798301,1954
Minnesota,Pennington,2407.687843,1956
Minnesota,Pine,4768.177742,1957
Minnesota,Pipestone,3196.910385,1958
Minnesota,Polk,8692.485631,1959
Minnesota,Pope,1381.69035,1961
Minnesota,Ramsey,124480.139,1964
Minnesota,Red Lake,1606.584938,1966
Minnesota,Redwood,7076.759183,1969
Minnesota,Renville,8064.431263,1971
Minnesota,Rice,14635.74393,1973
Minnesota,Rock,2155.506379,1974
Minnesota,Roseau,4623.5412,1976
Minnesota,St. Louis,54577.13077,1978
Minnesota,Scott,28969.7636,1979
Minnesota,Sherburne,14406.66306,1980
Minnesota,Sibley,498.1778557,1982
Minnesota,Stearns,26988.50164,1984
Minnesota,Steele,9595.774798,1985
Minnesota,Stevens,1557.254384,1987
Minnesota,Swift,4573.325674,1988
Minnesota,Todd,8515.82463,1989
Minnesota,Traverse,1386.2991,1990
Minnesota,Wabasha,2232.961564,1991
Minnesota,Wadena,6490.218607,1992
Minnesota,Waseca,5686.913873,1993
Minnesota,Washington,94325.93313,1994
Minnesota,Watonwan,523.0907885,1996
Minnesota,Wilkin,1979.684036,1997
Minnesota,Winona,7809.055221,1998
Minnesota,Wright,17187.69237,1999
Minnesota,Yellow Medicine,3381.005414,1531
Mississippi,Adams,7940.917777,1534
Mississippi,Alcorn,3794.764711,1538
Mississippi,Amite,2391.52459,1539
Mississippi,Attala,1988.080381,1541
Mississippi,Benton,3094.872327,1544
Mississippi,Bolivar,14126.80696,1547
Mississippi,Calhoun,1164.806481,1548
Mississippi,Carroll,4839.785069,1549
Mississippi,Chickasaw,884.517417,1550
Mississippi,Choctaw,287.916408,1552
Mississippi,Claiborne,1448.969242,1555
Mississippi,Clarke,2306.323441,1557
Mississippi,Clay,3298.142666,1559
Mississippi,Coahoma,6385.695013,1562
Mississippi,Copiah,9131.946349,1564
Mississippi,Covington,0,1567
Mississippi,DeSoto,44656.26379,1571
Mississippi,Forrest,9746.495826,1572
Mississippi,Franklin,2578.131234,1575
Mississippi,George,2299.506213,1577
Mississippi,Greene,2217.651313,1579
Mississippi,Grenada,4414.156274,1581
Mississippi,Hancock,19685.62435,1583
Mississippi,Harrison,77395.56094,1587
Mississippi,Hinds,67857.83356,1591
Mississippi,Holmes,5049.544494,1593
Mississippi,Humphreys,1835.857242,1596
Mississippi,Issaquena,351.3067803,1598
Mississippi,Itawamba,2649.197522,1601
Mississippi,Jackson,35135.10626,1605
Mississippi,Jasper,2222.411353,1607
Mississippi,Jefferson,800.6803331,1610
Mississippi,Jefferson Davis,284.5230765,1612
Mississippi,Jones,8910.962406,1615
Mississippi,Kemper,3848.359145,1616
Mississippi,Lafayette,14271.20031,1620
Mississippi,Lamar,7993.846805,1623
Mississippi,Lauderdale,14016.51824,1628
Mississippi,Lawrence,2636.692548,1632
Mississippi,Leake,2836.963979,1636
Mississippi,Lee,16806.36426,1638
Mississippi,Leflore,10041.23746,1643
Mississippi,Lincoln,7914.861941,1645
Mississippi,Lowndes,13205.9953,1647
Mississippi,Madison,19995.40278,1651
Mississippi,Marion,4518.121432,1653
Mississippi,Marshall,6299.597863,1655
Mississippi,Monroe,2729.784878,1656
Mississippi,Montgomery,6618.803956,1658
Mississippi,Neshoba,1712.170774,1661
Mississippi,Newton,2474.981319,1663
Mississippi,Noxubee,1837.372552,1666
Mississippi,Oktibbeha,13337.47987,1668
Mississippi,Panola,7890.995339,1671
Mississippi,Pearl River,7872.293152,1676
Mississippi,Perry,770.6878689,1679
Mississippi,Pike,3475.992149,1680
Mississippi,Pontotoc,3035.071759,1682
Mississippi,Prentiss,1242.777164,1684
Mississippi,Quitman,2632.803837,1685
Mississippi,Rankin,36058.7903,1690
Mississippi,Scott,4355.859954,1692
Mississippi,Sharkey,323.2890001,1695
Mississippi,Simpson,2084.942674,1698
Mississippi,Smith,2319.399406,1709
Mississippi,Stone,4362.297625,1712
Mississippi,Sunflower,6608.867539,1721
Mississippi,Tallahatchie,7963.474219,1725
Mississippi,Tate,9748.627209,1727
Mississippi,Tippah,1470.980536,1730
Mississippi,Tishomingo,0,1732
Mississippi,Tunica,2985.883032,1735
Mississippi,Union,3542.358189,1737
Mississippi,Walthall,4311.625814,1740
Mississippi,Warren,14085.58146,1746
Mississippi,Washington,8342.674331,1750
Mississippi,Wayne,1023.658931,1753
Mississippi,Webster,1332.491663,1756
Mississippi,Wilkinson,1542.108468,1757
Mississippi,Winston,2883.054292,1758
Mississippi,Yalobusha,2747.092985,1759
Mississippi,Yazoo,9551.621673,1760
Missouri,Adair,4815.458663,1761
Missouri,Andrew,2733.463165,1762
Missouri,Atchison,297.7280279,1763
Missouri,Audrain,5191.444462,1766
Missouri,Barry,2786.654735,1767
Missouri,Barton,2855.21844,1771
Missouri,Bates,810.6977192,1776
Missouri,Benton,1199.074469,1778
Missouri,Bollinger,3577.503393,1781
Missouri,Boone,52313.1797,1783
Missouri,Buchanan,18717.15768,1789
Missouri,Butler,7743.629429,1792
Missouri,Caldwell,1759.108024,1795
Missouri,Callaway,6532.677341,1799
Missouri,Camden,3148.508823,1803
Missouri,Cape Girardeau,20052.88048,1808
Missouri,Carroll,2044.375769,1822
Missouri,Carter,3073.494561,1001
Missouri,Cass,32185.46844,1004
Missouri,Cedar,1116.395084,1007
