State,County,PCT_WIC17,FID,FID
Indiana,Benton,2.159568478,179,179
Indiana,Blackford,2.159568478,183,183
Indiana,Boone,2.159568478,185,185
Indiana,Brown,2.159568478,188,188
Indiana,Carroll,2.159568478,195,195
Indiana,Cass,2.159568478,211,211
Indiana,Clark,2.159568478,215,215
Indiana,Clay,2.159568478,221,221
Indiana,Clinton,2.159568478,226,226
Indiana,Crawford,2.159568478,232,232
Indiana,Daviess,2.159568478,239,239
Indiana,Dearborn,2.159568478,242,242
Indiana,Decatur,2.159568478,246,246
Indiana,DeKalb,2.159568478,249,249
Indiana,Delaware,2.159568478,252,252
Indiana,Dubois,2.159568478,254,254
Indiana,Elkhart,2.159568478,260,260
Indiana,Fayette,2.159568478,263,263
Indiana,Floyd,2.159568478,267,267
Indiana,Fountain,2.159568478,270,270
Indiana,Franklin,2.159568478,272,272
Indiana,Fulton,2.159568478,276,276
Indiana,Gibson,2.159568478,286,286
Indiana,Grant,2.159568478,297,297
Indiana,Greene,2.159568478,309,309
Indiana,Hamilton,2.159568478,321,321
Indiana,Hancock,2.159568478,329,329
Indiana,Harrison,2.159568478,334,334
Indiana,Hendricks,2.159568478,341,341
Indiana,Henry,2.159568478,344,344
Indiana,Howard,2.159568478,348,348
Indiana,Huntington,2.159568478,352,352
Indiana,Jackson,2.159568478,355,355
Indiana,Jasper,2.159568478,356,356
Indiana,Jay,2.159568478,358,358
Indiana,Jefferson,2.159568478,363,363
Indiana,Jennings,2.159568478,367,367
Indiana,Johnson,2.159568478,370,370
Indiana,Knox,2.159568478,376,376
Indiana,Kosciusko,2.159568478,384,384
Indiana,LaGrange,2.159568478,386,386
Indiana,Lake,2.159568478,389,389
Indiana,LaPorte,2.159568478,392,392
Indiana,Lawrence,2.159568478,396,396
Indiana,Madison,2.159568478,401,401
Indiana,Marion,2.159568478,409,409
Indiana,Marshall,2.159568478,412,412
Indiana,Martin,2.159568478,418,418
Indiana,Miami,2.159568478,420,420
Indiana,Monroe,2.159568478,422,422
Indiana,Montgomery,2.159568478,425,425
Indiana,Morgan,2.159568478,430,430
Indiana,Newton,2.159568478,433,433
Indiana,Noble,2.159568478,436,436
Indiana,Ohio,2.159568478,440,440
Indiana,Orange,2.159568478,444,444
Indiana,Owen,2.159568478,448,448
Indiana,Parke,2.159568478,452,452
Indiana,Perry,2.159568478,459,459
Indiana,Pike,2.159568478,465,465
Indiana,Porter,2.159568478,468,468
Indiana,Posey,2.159568478,471,471
Indiana,Pulaski,2.159568478,477,477
Indiana,Putnam,2.159568478,480,480
Indiana,Randolph,2.159568478,485,485
Indiana,Ripley,2.159568478,488,488
Indiana,Rush,2.159568478,493,493
Indiana,St. Joseph,2.159568478,496,496
Indiana,Scott,2.159568478,504,504
Indiana,Shelby,2.159568478,506,506
Indiana,Spencer,2.159568478,509,509
Indiana,Starke,2.159568478,512,512
Indiana,Steuben,2.159568478,515,515
Indiana,Sullivan,2.159568478,518,518
Indiana,Switzerland,2.159568478,526,526
Indiana,Tippecanoe,2.159568478,530,530
Indiana,Tipton,2.159568478,534,534
Indiana,Union,2.159568478,538,538
Indiana,Vanderburgh,2.159568478,543,543
Indiana,Vermillion,2.159568478,548,548
Indiana,Vigo,2.159568478,553,553
Indiana,Wabash,2.159568478,555,555
Indiana,Warren,2.159568478,567,567
Indiana,Warrick,2.159568478,575,575
Indiana,Washington,2.159568478,584,584
Indiana,Wayne,2.159568478,586,586
Indiana,Wells,2.159568478,590,590
Indiana,White,2.159568478,594,594
Indiana,Whitley,2.159568478,597,597
Iowa,Adair,1.970807767,598,598
Iowa,Adams,1.970807767,602,602
Iowa,Allamakee,1.970807767,608,608
Iowa,Appanoose,1.970807767,611,611
Iowa,Audubon,1.970807767,615,615
Iowa,Benton,1.970807767,619,619
Iowa,Black Hawk,1.970807767,623,623
Iowa,Boone,1.970807767,625,625
Iowa,Bremer,1.970807767,631,631
Iowa,Buchanan,1.970807767,632,632
Iowa,Buena Vista,1.970807767,633,633
Iowa,Butler,1.970807767,361,361
Iowa,Calhoun,1.970807767,365,365
Iowa,Carroll,1.970807767,369,369
Iowa,Cass,1.970807767,374,374
Iowa,Cedar,1.970807767,379,379
Iowa,Cerro Gordo,1.970807767,383,383
Iowa,Cherokee,1.970807767,388,388
Iowa,Chickasaw,1.970807767,393,393
Iowa,Clarke,1.970807767,397,397
Iowa,Clay,1.970807767,398,398
Iowa,Clayton,1.970807767,402,402
Iowa,Clinton,1.970807767,404,404
Iowa,Crawford,1.970807767,408,408
Iowa,Dallas,1.970807767,413,413
Iowa,Davis,1.970807767,416,416
Iowa,Decatur,1.970807767,419,419
Iowa,Delaware,1.970807767,421,421
Iowa,Des Moines,1.970807767,424,424
Iowa,Dickinson,1.970807767,427,427
Iowa,Dubuque,1.970807767,434,434
Iowa,Emmet,1.970807767,437,437
Iowa,Fayette,1.970807767,442,442
Iowa,Floyd,1.970807767,447,447
Iowa,Franklin,1.970807767,451,451
Iowa,Fremont,1.970807767,455,455
Iowa,Greene,1.970807767,458,458
Iowa,Grundy,1.970807767,460,460
Iowa,Guthrie,1.970807767,467,467
Iowa,Hamilton,1.970807767,469,469
Iowa,Hancock,1.970807767,470,470
Iowa,Hardin,1.970807767,475,475
Iowa,Harrison,1.970807767,478,478
Iowa,Henry,1.970807767,479,479
Iowa,Howard,1.970807767,481,481
Iowa,Humboldt,1.970807767,487,487
Iowa,Ida,1.970807767,491,491
Iowa,Iowa,1.970807767,495,495
Iowa,Jackson,1.970807767,499,499
Iowa,Jasper,1.970807767,505,505
Iowa,Jefferson,1.970807767,507,507
Iowa,Johnson,1.970807767,508,508
Iowa,Jones,1.970807767,516,516
Iowa,Keokuk,1.970807767,520,520
Iowa,Kossuth,1.970807767,523,523
Iowa,Lee,1.970807767,531,531
Iowa,Linn,1.970807767,535,535
Iowa,Louisa,1.970807767,539,539
Iowa,Lucas,1.970807767,542,542
Iowa,Lyon,1.970807767,546,546
Iowa,Madison,1.970807767,550,550
Iowa,Mahaska,1.970807767,554,554
Iowa,Marion,1.970807767,561,561
Iowa,Marshall,1.970807767,568,568
Iowa,Mills,1.970807767,569,569
Iowa,Mitchell,1.970807767,572,572
Iowa,Monona,1.970807767,576,576
Iowa,Monroe,1.970807767,580,580
Iowa,Montgomery,1.970807767,595,595
Iowa,Muscatine,1.970807767,600,600
Iowa,O'Brien,1.970807767,604,604
Iowa,Osceola,1.970807767,607,607
Iowa,Page,1.970807767,612,612
Iowa,Palo Alto,1.970807767,618,618
Iowa,Plymouth,1.970807767,622,622
Iowa,Pocahontas,1.970807767,624,624
Iowa,Polk,1.970807767,629,629
Iowa,Pottawattamie,1.970807767,637,637
Iowa,Poweshiek,1.970807767,640,640
Iowa,Ringgold,1.970807767,642,642
Iowa,Sac,1.970807767,647,647
Iowa,Scott,1.970807767,657,657
Iowa,Shelby,1.970807767,660,660
Iowa,Sioux,1.970807767,663,663
Iowa,Story,1.970807767,668,668
Iowa,Tama,1.970807767,671,671
Iowa,Taylor,1.970807767,674,674
Iowa,Union,1.970807767,675,675
Iowa,Van Buren,1.970807767,678,678
Iowa,Wapello,1.970807767,681,681
Iowa,Warren,1.970807767,685,685
Iowa,Washington,1.970807767,687,687
Iowa,Wayne,1.970807767,691,691
Iowa,Webster,1.970807767,694,694
Iowa,Winnebago,1.970807767,696,696
Iowa,Winneshiek,1.970807767,698,698
Iowa,Woodbury,1.970807767,702,702
Iowa,Worth,1.970807767,703,703
Iowa,Wright,1.970807767,705,705
Kansas,Allen,1.858326384,709,709
Kansas,Anderson,1.858326384,712,712
Kansas,Atchison,1.858326384,715,715
Kansas,Barber,1.858326384,717,717
Kansas,Barton,1.858326384,719,719
Kansas,Bourbon,1.858326384,722,722
Kansas,Brown,1.858326384,723,723
Kansas,Butler,1.858326384,726,726
Kansas,Chase,1.858326384,729,729
Kansas,Chautauqua,1.858326384,730,730
Kansas,Cherokee,1.858326384,732,732
Kansas,Cheyenne,1.858326384,736,736
Kansas,Clark,1.858326384,738,738
Kansas,Clay,1.858326384,739,739
Kansas,Cloud,1.858326384,740,740
Kansas,Coffey,1.858326384,745,745
Kansas,Comanche,1.858326384,748,748
Kansas,Cowley,1.858326384,752,752
Kansas,Crawford,1.858326384,756,756
Kansas,Decatur,1.858326384,759,759
Kansas,Dickinson,1.858326384,762,762
Kansas,Doniphan,1.858326384,765,765
Kansas,Douglas,1.858326384,767,767
Kansas,Edwards,1.858326384,770,770
Kansas,Elk,1.858326384,773,773
Kansas,Ellis,1.858326384,774,774
Kansas,Ellsworth,1.858326384,776,776
Kansas,Finney,1.858326384,778,778
Kansas,Ford,1.858326384,784,784
Kansas,Franklin,1.858326384,786,786
Kansas,Geary,1.858326384,788,788
Kansas,Gove,1.858326384,790,790
Kansas,Graham,1.858326384,791,791
Kansas,Grant,1.858326384,794,794
Kansas,Gray,1.858326384,798,798
Kansas,Greeley,1.858326384,801,801
Kansas,Greenwood,1.858326384,803,803
Kansas,Hamilton,1.858326384,805,805
Kansas,Harper,1.858326384,807,807
Kansas,Harvey,1.858326384,812,812
Kansas,Haskell,1.858326384,815,815
Kansas,Hodgeman,1.858326384,818,818
Kansas,Jackson,1.858326384,819,819
Kansas,Jefferson,1.858326384,821,821
Kansas,Jewell,1.858326384,822,822
Kansas,Johnson,1.858326384,824,824
Kansas,Kearny,1.858326384,826,826
Kansas,Kingman,1.858326384,827,827
Kansas,Kiowa,1.858326384,829,829
Kansas,Labette,1.858326384,831,831
Kansas,Lane,1.858326384,833,833
Kansas,Leavenworth,1.858326384,836,836
Kansas,Lincoln,1.858326384,838,838
Kansas,Linn,1.858326384,840,840
Kansas,Logan,1.858326384,842,842
Kansas,Lyon,1.858326384,844,844
Kansas,McPherson,1.858326384,846,846
Kansas,Marion,1.858326384,848,848
Kansas,Marshall,1.858326384,850,850
Kansas,Meade,1.858326384,851,851
Kansas,Miami,1.858326384,853,853
Kansas,Mitchell,1.858326384,854,854
Kansas,Montgomery,1.858326384,856,856
Kansas,Morris,1.858326384,858,858
Kansas,Morton,1.858326384,859,859
Kansas,Nemaha,1.858326384,861,861
Kansas,Neosho,1.858326384,862,862
Kansas,Ness,1.858326384,864,864
Kansas,Norton,1.858326384,866,866
Kansas,Osage,1.858326384,867,867
Kansas,Osborne,1.858326384,869,869
Kansas,Ottawa,1.858326384,870,870
Kansas,Pawnee,1.858326384,872,872
Kansas,Phillips,1.858326384,873,873
Kansas,Pottawatomie,1.858326384,876,876
Kansas,Pratt,1.858326384,878,878
Kansas,Rawlins,1.858326384,880,880
Kansas,Reno,1.858326384,882,882
Kansas,Republic,1.858326384,884,884
Kansas,Rice,1.858326384,886,886
Kansas,Riley,1.858326384,888,888
Kansas,Rooks,1.858326384,889,889
Kansas,Rush,1.858326384,891,891
Kansas,Russell,1.858326384,893,893
Kansas,Saline,1.858326384,895,895
Kansas,Scott,1.858326384,897,897
Kansas,Sedgwick,1.858326384,898,898
Kansas,Seward,1.858326384,900,900
Kansas,Shawnee,1.858326384,902,902
Kansas,Sheridan,1.858326384,904,904
Kansas,Sherman,1.858326384,907,907
Kansas,Smith,1.858326384,909,909
Kansas,Stafford,1.858326384,911,911
Kansas,Stanton,1.858326384,913,913
Kansas,Stevens,1.858326384,914,914
Kansas,Sumner,1.858326384,916,916
Kansas,Thomas,1.858326384,917,917
Kansas,Trego,1.858326384,919,919
Kansas,Wabaunsee,1.858326384,920,920
Kansas,Wallace,1.858326384,921,921
Kansas,Washington,1.858326384,922,922
Kansas,Wichita,1.858326384,923,923
Kansas,Wilson,1.858326384,925,925
Kansas,Woodson,1.858326384,926,926
Kansas,Wyandotte,1.858326384,927,927
Kentucky,Adair,2.422094498,928,928
Kentucky,Allen,2.422094498,929,929
Kentucky,Anderson,2.422094498,930,930
Kentucky,Ballard,2.422094498,932,932
Kentucky,Barren,2.422094498,933,933
Kentucky,Bath,2.422094498,934,934
Kentucky,Bell,2.422094498,936,936
Kentucky,Boone,2.422094498,1002,1002
Kentucky,Bourbon,2.422094498,1005,1005
Kentucky,Boyd,2.422094498,1008,1008
Kentucky,Boyle,2.422094498,1010,1010
Kentucky,Bracken,2.422094498,1013,1013
Kentucky,Breathitt,2.422094498,1017,1017
Kentucky,Breckinridge,2.422094498,1020,1020
Kentucky,Bullitt,2.422094498,1024,1024
Kentucky,Butler,2.422094498,1026,1026
Kentucky,Caldwell,2.422094498,1031,1031
Kentucky,Calloway,2.422094498,1033,1033
Kentucky,Campbell,2.422094498,1035,1035
Kentucky,Carlisle,2.422094498,1039,1039
Kentucky,Carroll,2.422094498,1041,1041
Kentucky,Carter,2.422094498,1044,1044
Kentucky,Casey,2.422094498,1048,1048
Kentucky,Christian,2.422094498,1050,1050
Kentucky,Clark,2.422094498,1053,1053
Kentucky,Clay,2.422094498,1056,1056
Kentucky,Clinton,2.422094498,1059,1059
Kentucky,Crittenden,2.422094498,1064,1064
Kentucky,Cumberland,2.422094498,1067,1067
Kentucky,Daviess,2.422094498,1071,1071
Kentucky,Edmonson,2.422094498,1073,1073
Kentucky,Elliott,2.422094498,1075,1075
Kentucky,Estill,2.422094498,1077,1077
Kentucky,Fayette,2.422094498,1080,1080
Kentucky,Fleming,2.422094498,1083,1083
Kentucky,Floyd,2.422094498,1085,1085
Kentucky,Franklin,2.422094498,1086,1086
Kentucky,Fulton,2.422094498,1088,1088
Kentucky,Gallatin,2.422094498,1090,1090
Kentucky,Garrard,2.422094498,1092,1092
Kentucky,Grant,2.422094498,1094,1094
Kentucky,Graves,2.422094498,1097,1097
Kentucky,Grayson,2.422094498,1100,1100
Kentucky,Green,2.422094498,1102,1102
Kentucky,Greenup,2.422094498,1105,1105
Kentucky,Hancock,2.422094498,1107,1107
Kentucky,Hardin,2.422094498,1110,1110
Kentucky,Harlan,2.422094498,1114,1114
Kentucky,Harrison,2.422094498,1119,1119
Kentucky,Hart,2.422094498,1121,1121
Kentucky,Henderson,2.422094498,1126,1126
Kentucky,Henry,2.422094498,1129,1129
Kentucky,Hickman,2.422094498,1130,1130
Kentucky,Hopkins,2.422094498,1136,1136
Kentucky,Jackson,2.422094498,1140,1140
Kentucky,Jefferson,2.422094498,1143,1143
Kentucky,Jessamine,2.422094498,1145,1145
Kentucky,Johnson,2.422094498,1148,1148
Kentucky,Kenton,2.422094498,1151,1151
Kentucky,Knott,2.422094498,1154,1154
Kentucky,Knox,2.422094498,1159,1159
Kentucky,Larue,2.422094498,1162,1162
Kentucky,Laurel,2.422094498,1166,1166
Kentucky,Lawrence,2.422094498,1167,1167
Kentucky,Lee,2.422094498,1171,1171
Kentucky,Leslie,2.422094498,1175,1175
Kentucky,Letcher,2.422094498,1178,1178
Kentucky,Lewis,2.422094498,1180,1180
Kentucky,Lincoln,2.422094498,1184,1184
Kentucky,Livingston,2.422094498,1187,1187
Kentucky,Logan,2.422094498,1190,1190
Kentucky,Lyon,2.422094498,1193,1193
Kentucky,McCracken,2.422094498,1196,1196
Kentucky,McCreary,2.422094498,1198,1198
Kentucky,McLean,2.422094498,1201,1201
Kentucky,Madison,2.422094498,1204,1204
Kentucky,Magoffin,2.422094498,1206,1206
Kentucky,Marion,2.422094498,1210,1210
Kentucky,Marshall,2.422094498,1213,1213
Kentucky,Martin,2.422094498,1215,1215
Kentucky,Mason,2.422094498,1217,1217
Kentucky,Meade,2.422094498,1220,1220
Kentucky,Menifee,2.422094498,1222,1222
Kentucky,Mercer,2.422094498,1225,1225
Kentucky,Metcalfe,2.422094498,1228,1228
Kentucky,Monroe,2.422094498,1230,1230
Kentucky,Montgomery,2.422094498,1233,1233
Kentucky,Morgan,2.422094498,1235,1235
Kentucky,Muhlenberg,2.422094498,1238,1238
Kentucky,Nelson,2.422094498,1243,1243
Kentucky,Nicholas,2.422094498,1246,1246
Kentucky,Ohio,2.422094498,1249,1249
Kentucky,Oldham,2.422094498,1252,1252
Kentucky,Owen,2.422094498,1255,1255
Kentucky,Owsley,2.422094498,1257,1257
Kentucky,Pendleton,2.422094498,1260,1260
Kentucky,Perry,2.422094498,1265,1265
Kentucky,Pike,2.422094498,1267,1267
Kentucky,Powell,2.422094498,1270,1270
Kentucky,Pulaski,2.422094498,1272,1272
Kentucky,Robertson,2.422094498,1273,1273
Kentucky,Rockcastle,2.422094498,1276,1276
Kentucky,Rowan,2.422094498,1279,1279
Kentucky,Russell,2.422094498,1282,1282
Kentucky,Scott,2.422094498,1283,1283
Kentucky,Shelby,2.422094498,1285,1285
Kentucky,Simpson,2.422094498,1287,1287
Kentucky,Spencer,2.422094498,1000,1000
Kentucky,Taylor,2.422094498,1003,1003
Kentucky,Todd,2.422094498,1006,1006
Kentucky,Trigg,2.422094498,1009,1009
Kentucky,Trimble,2.422094498,1012,1012
Kentucky,Union,2.422094498,1016,1016
Kentucky,Warren,2.422094498,1019,1019
Kentucky,Washington,2.422094498,1023,1023
Kentucky,Wayne,2.422094498,1027,1027
Kentucky,Webster,2.422094498,1029,1029
Kentucky,Whitley,2.422094498,1034,1034
Kentucky,Wolfe,2.422094498,1037,1037
Kentucky,Woodford,2.422094498,1042,1042
Louisiana,Acadia,2.556320896,1046,1046
Louisiana,Allen,2.556320896,1051,1051
Louisiana,Ascension,2.556320896,1055,1055
Louisiana,Assumption,2.556320896,1060,1060
Louisiana,Avoyelles,2.556320896,1062,1062
Louisiana,Beauregard,2.556320896,1066,1066
Louisiana,Bienville,2.556320896,1069,1069
Louisiana,Bossier,2.556320896,1076,1076
Louisiana,Caddo,2.556320896,1079,1079
Louisiana,Calcasieu,2.556320896,1081,1081
Louisiana,Caldwell,2.556320896,1084,1084
Louisiana,Cameron,2.556320896,1089,1089
Louisiana,Catahoula,2.556320896,1093,1093
Louisiana,Claiborne,2.556320896,1095,1095
Louisiana,Concordia,2.556320896,1098,1098
Louisiana,De Soto,2.556320896,1103,1103
Louisiana,East Baton Rouge,2.556320896,1108,1108
Louisiana,East Carroll,2.556320896,1111,1111
Louisiana,East Feliciana,2.556320896,1115,1115
Louisiana,Evangeline,2.556320896,1118,1118
Louisiana,Franklin,2.556320896,1123,1123
Louisiana,Grant,2.556320896,1127,1127
Louisiana,Iberia,2.556320896,1133,1133
Louisiana,Iberville,2.556320896,1134,1134
Louisiana,Jackson,2.556320896,1138,1138
Louisiana,Jefferson,2.556320896,1147,1147
Louisiana,Jefferson Davis,2.556320896,1155,1155
Louisiana,Lafayette,2.556320896,1161,1161
Louisiana,Lafourche,2.556320896,1280,1280
Louisiana,La Salle,2.556320896,1289,1289
Louisiana,Lincoln,2.556320896,1291,1291
Louisiana,Livingston,2.556320896,1295,1295
Louisiana,Madison,2.556320896,1297,1297
Louisiana,Morehouse,2.556320896,1299,1299
Louisiana,Natchitoches,2.556320896,1301,1301
Louisiana,Orleans,2.556320896,1304,1304
Louisiana,Ouachita,2.556320896,1306,1306
Louisiana,Plaquemines,2.556320896,1427,1427
Louisiana,Pointe Coupee,2.556320896,1431,1431
Louisiana,Rapides,2.556320896,1434,1434
Louisiana,Red River,2.556320896,1436,1436
Louisiana,Richland,2.556320896,1439,1439
Louisiana,Sabine,2.556320896,1441,1441
Louisiana,St. Bernard,2.556320896,1463,1463
Louisiana,St. Charles,2.556320896,1466,1466
Louisiana,St. Helena,2.556320896,1467,1467
Louisiana,St. James,2.556320896,1468,1468
Louisiana,St. John the Baptist,2.556320896,1469,1469
Louisiana,St. Landry,2.556320896,1471,1471
Louisiana,St. Martin,2.556320896,1473,1473
Louisiana,St. Mary,2.556320896,1474,1474
Louisiana,St. Tammany,2.556320896,1475,1475
Louisiana,Tangipahoa,2.556320896,1476,1476
Louisiana,Tensas,2.556320896,1479,1479
Louisiana,Terrebonne,2.556320896,1501,1501
Louisiana,Union,2.556320896,1507,1507
Louisiana,Vermilion,2.556320896,1510,1510
Louisiana,Vernon,2.556320896,1513,1513
Louisiana,Washington,2.556320896,1516,1516
Louisiana,Webster,2.556320896,1518,1518
Louisiana,West Baton Rouge,2.556320896,1520,1520
Louisiana,West Carroll,2.556320896,1522,1522
Louisiana,West Feliciana,2.556320896,1524,1524
Louisiana,Winn,2.556320896,1529,1529
Maine,Androscoggin,1.449489628,1532,1532
Maine,Aroostook,1.449489628,1535,1535
Maine,Cumberland,1.449489628,1608,1608
Maine,Franklin,1.449489628,1619,1619
Maine,Hancock,1.449489628,1748,1748
Maine,Kennebec,1.449489628,1755,1755
Maine,Knox,1.449489628,1774,1774
Maine,Lincoln,1.449489628,1835,1835
Maine,Oxford,1.449489628,1842,1842
Maine,Penobscot,1.449489628,1846,1846
Maine,Piscataquis,1.449489628,1851,1851
Maine,Sagadahoc,1.449489628,1855,1855
Maine,Somerset,1.449489628,1860,1860
Maine,Waldo,1.449489628,1865,1865
Maine,Washington,1.449489628,1884,1884
Maine,York,1.449489628,1901,1901
Maryland,Allegany,2.194953981,1905,1905
Maryland,Anne Arundel,2.194953981,1925,1925
Maryland,Calvert,2.194953981,1946,1946
Maryland,Caroline,2.194953981,1949,1949
Maryland,Carroll,2.194953981,1955,1955
Maryland,Cecil,2.194953981,1963,1963
Maryland,Charles,2.194953981,1294,1294
Maryland,Dorchester,2.194953981,1346,1346
Maryland,Frederick,2.194953981,1357,1357
Maryland,Garrett,2.194953981,1361,1361
Maryland,Harford,2.194953981,1372,1372
Maryland,Howard,2.194953981,1379,1379
Maryland,Kent,2.194953981,1394,1394
Maryland,Montgomery,2.194953981,1398,1398
Maryland,Prince George's,2.194953981,1403,1403
Maryland,Queen Anne's,2.194953981,1413,1413
Maryland,St. Mary's,2.194953981,1421,1421
Maryland,Somerset,2.194953981,1430,1430
Maryland,Talbot,2.194953981,1438,1438
Maryland,Washington,2.194953981,1445,1445
Maryland,Wicomico,2.194953981,1446,1446
Maryland,Worcester,2.194953981,1456,1456
Massachusetts,Barnstable,1.643824957,1478,1478
Massachusetts,Berkshire,1.643824957,1480,1480
Massachusetts,Bristol,1.643824957,1486,1486
Massachusetts,Dukes,1.643824957,1491,1491
Massachusetts,Essex,1.643824957,1519,1519
Massachusetts,Franklin,1.643824957,1523,1523
Massachusetts,Hampden,1.643824957,1526,1526
Massachusetts,Hampshire,1.643824957,1527,1527
Massachusetts,Middlesex,1.643824957,1533,1533
Massachusetts,Nantucket,1.643824957,1537,1537
Massachusetts,Norfolk,1.643824957,1543,1543
Massachusetts,Plymouth,1.643824957,1569,1569
Massachusetts,Suffolk,1.643824957,1585,1585
Massachusetts,Worcester,1.643824957,1599,1599
Michigan,Alcona,2.249534102,1603,1603
Michigan,Alger,2.249534102,1609,1609
Michigan,Allegan,2.249534102,1611,1611
Michigan,Alpena,2.249534102,1614,1614
Michigan,Antrim,2.249534102,1617,1617
Michigan,Arenac,2.249534102,1621,1621
Michigan,Baraga,2.249534102,1624,1624
Michigan,Barry,2.249534102,1627,1627
Michigan,Bay,2.249534102,1631,1631
Michigan,Benzie,2.249534102,1634,1634
Michigan,Berrien,2.249534102,1635,1635
Michigan,Branch,2.249534102,1640,1640
Michigan,Calhoun,2.249534102,1641,1641
Michigan,Cass,2.249534102,1644,1644
Michigan,Charlevoix,2.249534102,1648,1648
Michigan,Cheboygan,2.249534102,1649,1649
Michigan,Chippewa,2.249534102,1660,1660
Michigan,Clare,2.249534102,1665,1665
Michigan,Clinton,2.249534102,1669,1669
Michigan,Crawford,2.249534102,1672,1672
Michigan,Delta,2.249534102,1675,1675
Michigan,Dickinson,2.249534102,1677,1677
Michigan,Eaton,2.249534102,1678,1678
Michigan,Emmet,2.249534102,1686,1686
Michigan,Genesee,2.249534102,1688,1688
Michigan,Gladwin,2.249534102,1691,1691
Michigan,Gogebic,2.249534102,1693,1693
Michigan,Grand Traverse,2.249534102,1697,1697
Michigan,Gratiot,2.249534102,1700,1700
Michigan,Hillsdale,2.249534102,1701,1701
Michigan,Houghton,2.249534102,1705,1705
Michigan,Huron,2.249534102,1708,1708
Michigan,Ingham,2.249534102,1710,1710
Michigan,Ionia,2.249534102,1713,1713
Michigan,Iosco,2.249534102,1715,1715
Michigan,Iron,2.249534102,1716,1716
Michigan,Isabella,2.249534102,1717,1717
Michigan,Jackson,2.249534102,1719,1719
Michigan,Kalamazoo,2.249534102,1720,1720
Michigan,Kalkaska,2.249534102,1722,1722
Michigan,Kent,2.249534102,1726,1726
Michigan,Keweenaw,2.249534102,1743,1743
Michigan,Lake,2.249534102,1749,1749
Michigan,Lapeer,2.249534102,1752,1752
Michigan,Leelanau,2.249534102,1765,1765
Michigan,Lenawee,2.249534102,1768,1768
Michigan,Livingston,2.249534102,1770,1770
Michigan,Luce,2.249534102,1773,1773
Michigan,Mackinac,2.249534102,1779,1779
Michigan,Macomb,2.249534102,1785,1785
Michigan,Manistee,2.249534102,1787,1787
Michigan,Marquette,2.249534102,1793,1793
Michigan,Mason,2.249534102,1797,1797
Michigan,Mecosta,2.249534102,1800,1800
Michigan,Menominee,2.249534102,1802,1802
Michigan,Midland,2.249534102,1806,1806
Michigan,Missaukee,2.249534102,1810,1810
Michigan,Monroe,2.249534102,1812,1812
Michigan,Montcalm,2.249534102,1815,1815
Michigan,Montmorency,2.249534102,1816,1816
Michigan,Muskegon,2.249534102,1818,1818
Michigan,Newaygo,2.249534102,1820,1820
Michigan,Oakland,2.249534102,1824,1824
Michigan,Oceana,2.249534102,1825,1825
Michigan,Ogemaw,2.249534102,1827,1827
Michigan,Ontonagon,2.249534102,1829,1829
Michigan,Osceola,2.249534102,1830,1830
Michigan,Oscoda,2.249534102,1832,1832
Michigan,Otsego,2.249534102,1834,1834
Michigan,Ottawa,2.249534102,1837,1837
Michigan,Presque Isle,2.249534102,1840,1840
Michigan,Roscommon,2.249534102,1843,1843
Michigan,Saginaw,2.249534102,1845,1845
Michigan,St. Clair,2.249534102,1854,1854
Michigan,St. Joseph,2.249534102,1857,1857
Michigan,Sanilac,2.249534102,1858,1858
Michigan,Schoolcraft,2.249534102,1861,1861
Michigan,Shiawassee,2.249534102,1863,1863
Michigan,Tuscola,2.249534102,1866,1866
Michigan,Van Buren,2.249534102,1867,1867
Michigan,Washtenaw,2.249534102,1869,1869
Michigan,Wayne,2.249534102,1871,1871
Michigan,Wexford,2.249534102,1873,1873
Minnesota,Aitkin,1.992630763,1875,1875
Minnesota,Anoka,1.992630763,1877,1877
Minnesota,Becker,1.992630763,1878,1878
Minnesota,Beltrami,1.992630763,1880,1880
Minnesota,Benton,1.992630763,1881,1881
Minnesota,Big Stone,1.992630763,1882,1882
Minnesota,Blue Earth,1.992630763,1886,1886
Minnesota,Brown,1.992630763,1892,1892
Minnesota,Carlton,1.992630763,1893,1893
Minnesota,Carver,1.992630763,1894,1894
Minnesota,Cass,1.992630763,1895,1895
Minnesota,Chippewa,1.992630763,1896,1896
Minnesota,Chisago,1.992630763,1897,1897
Minnesota,Clay,1.992630763,1898,1898
Minnesota,Clearwater,1.992630763,1899,1899
Minnesota,Cook,1.992630763,1900,1900
Minnesota,Cottonwood,1.992630763,1902,1902
Minnesota,Crow Wing,1.992630763,1903,1903
Minnesota,Dakota,1.992630763,1904,1904
Minnesota,Dodge,1.992630763,1906,1906
Minnesota,Douglas,1.992630763,1907,1907
Minnesota,Faribault,1.992630763,1908,1908
Minnesota,Fillmore,1.992630763,1909,1909
Minnesota,Freeborn,1.992630763,1910,1910
Minnesota,Goodhue,1.992630763,1911,1911
Minnesota,Grant,1.992630763,1912,1912
Minnesota,Hennepin,1.992630763,1913,1913
Minnesota,Houston,1.992630763,1914,1914
Minnesota,Hubbard,1.992630763,1915,1915
Minnesota,Isanti,1.992630763,1916,1916
Minnesota,Itasca,1.992630763,1917,1917
Minnesota,Jackson,1.992630763,1918,1918
Minnesota,Kanabec,1.992630763,1919,1919
Minnesota,Kandiyohi,1.992630763,1920,1920
Minnesota,Kittson,1.992630763,1921,1921
