State,County,LACCESS_SENIORS15,FID,FID
Indiana,Boone,569.059154,185,185
Indiana,Brown,62.19488467,188,188
Indiana,Carroll,171.6880532,195,195
Indiana,Cass,267.5581047,211,211
Indiana,Clark,3165.057249,215,215
Indiana,Clay,154.1652552,221,221
Indiana,Clinton,112.6468061,226,226
Indiana,Crawford,296.1716821,232,232
Indiana,Daviess,328.1226717,239,239
Indiana,Dearborn,1782.947404,242,242
Indiana,Decatur,654.0814268,246,246
Indiana,DeKalb,1274.751373,249,249
Indiana,Delaware,4597.961971,252,252
Indiana,Dubois,286.3462884,254,254
Indiana,Elkhart,4472.790291,260,260
Indiana,Fayette,983.1323396,263,263
Indiana,Floyd,2665.56632,267,267
Indiana,Fountain,635.844941,270,270
Indiana,Franklin,229.9585175,272,272
Indiana,Fulton,515.6702533,276,276
Indiana,Gibson,234.9801134,286,286
Indiana,Grant,1734.480638,297,297
Indiana,Greene,498.5322675,309,309
Indiana,Hamilton,7792.996439,321,321
Indiana,Hancock,2408.45686,329,329
Indiana,Harrison,289.5063167,334,334
Indiana,Hendricks,4459.340218,341,341
Indiana,Henry,448.5683415,344,344
Indiana,Howard,3588.683179,348,348
Indiana,Huntington,1338.43447,352,352
Indiana,Jackson,907.6254395,355,355
Indiana,Jasper,347.3577814,356,356
Indiana,Jay,653.4136577,358,358
Indiana,Jefferson,912.6651129,363,363
Indiana,Jennings,981.0849126,367,367
Indiana,Johnson,5103.010247,370,370
Indiana,Knox,2005.173152,376,376
Indiana,Kosciusko,1818.269557,384,384
Indiana,LaGrange,16.42349615,386,386
Indiana,Lake,18913.20692,389,389
Indiana,LaPorte,3797.664612,392,392
Indiana,Lawrence,848.1867653,396,396
Indiana,Madison,5554.051307,401,401
Indiana,Marion,21654.39368,409,409
Indiana,Marshall,1091.31281,412,412
Indiana,Martin,33.03771517,418,418
Indiana,Miami,1134.968488,420,420
Indiana,Monroe,1907.027522,422,422
Indiana,Montgomery,921.241671,425,425
Indiana,Morgan,1288.090925,430,430
Indiana,Newton,408.20924,433,433
Indiana,Noble,222.5601028,436,436
Indiana,Ohio,,440,440
Indiana,Orange,386.8950028,444,444
Indiana,Owen,19.96973425,448,448
Indiana,Parke,435.2462958,452,452
Indiana,Perry,648.8839843,459,459
Indiana,Pike,183.7253632,465,465
Indiana,Porter,6206.859077,468,468
Indiana,Posey,925.3193336,471,471
Indiana,Pulaski,57.66437873,477,477
Indiana,Putnam,208.3064237,480,480
Indiana,Randolph,653.6033192,485,485
Indiana,Ripley,100.4142102,488,488
Indiana,Rush,105.7197147,493,493
Indiana,St. Joseph,11897.08319,496,496
Indiana,Scott,142.5141472,504,504
Indiana,Shelby,1000.622246,506,506
Indiana,Spencer,0,509,509
Indiana,Starke,152.4435295,512,512
Indiana,Steuben,848.237647,515,515
Indiana,Sullivan,177.5688636,518,518
Indiana,Switzerland,70.06007476,526,526
Indiana,Tippecanoe,2722.229626,530,530
Indiana,Tipton,520.6505141,534,534
Indiana,Union,,538,538
Indiana,Vanderburgh,5176.366682,543,543
Indiana,Vermillion,440.1506349,548,548
Indiana,Vigo,5035.285015,553,553
Indiana,Wabash,348.7973375,555,555
Indiana,Warren,67.70966398,567,567
Indiana,Warrick,2283.542268,575,575
Indiana,Washington,372.9747688,584,584
Indiana,Wayne,1716.226095,586,586
Indiana,Wells,526.7812909,590,590
Indiana,White,750.0016684,594,594
Indiana,Whitley,186.3056408,597,597
Iowa,Adair,104.0146239,598,598
Iowa,Adams,59.68859984,602,602
Iowa,Allamakee,255.120874,608,608
Iowa,Appanoose,371.4629381,611,611
Iowa,Audubon,121.8568558,615,615
Iowa,Benton,591.7183461,619,619
Iowa,Black Hawk,4187.767008,623,623
Iowa,Boone,570.1675145,625,625
Iowa,Bremer,355.4604637,631,631
Iowa,Buchanan,775.4074361,632,632
Iowa,Buena Vista,356.4794264,633,633
Iowa,Butler,1456.727482,361,361
Iowa,Calhoun,74.60271145,365,365
Iowa,Carroll,273.508601,369,369
Iowa,Cass,809.5024974,374,374
Iowa,Cedar,667.2307329,379,379
Iowa,Cerro Gordo,1251.444051,383,383
Iowa,Cherokee,183.8263229,388,388
Iowa,Chickasaw,368.2861172,393,393
Iowa,Clarke,126.7239908,397,397
Iowa,Clay,381.4089454,398,398
Iowa,Clayton,142.6674838,402,402
Iowa,Clinton,1845.071303,404,404
Iowa,Crawford,772.6581826,408,408
Iowa,Dallas,353.5358965,413,413
Iowa,Davis,176.1310357,416,416
Iowa,Decatur,184.1671609,419,419
Iowa,Delaware,359.4287057,421,421
Iowa,Des Moines,2030.375991,424,424
Iowa,Dickinson,845.1580264,427,427
Iowa,Dubuque,3485.386141,434,434
Iowa,Emmet,621.4571423,437,437
Iowa,Fayette,251.3419903,442,442
Iowa,Floyd,545.329374,447,447
Iowa,Franklin,411.5025764,451,451
Iowa,Fremont,1088.846642,455,455
Iowa,Greene,353.8271141,458,458
Iowa,Grundy,291.8776198,460,460
Iowa,Guthrie,233.4283807,467,467
Iowa,Hamilton,627.0816946,469,469
Iowa,Hancock,352.7421764,470,470
Iowa,Hardin,579.3995072,475,475
Iowa,Harrison,539.8317476,478,478
Iowa,Henry,1019.259609,479,479
Iowa,Howard,704.8128601,481,481
Iowa,Humboldt,299.2582499,487,487
Iowa,Ida,10.73876622,491,491
Iowa,Iowa,506.7478695,495,495
Iowa,Jackson,784.6186239,499,499
Iowa,Jasper,1053.260933,505,505
Iowa,Jefferson,304.12256,507,507
Iowa,Johnson,2143.548966,508,508
Iowa,Jones,736.1799566,516,516
Iowa,Keokuk,481.7889311,520,520
Iowa,Kossuth,2006.859022,523,523
Iowa,Lee,1096.272146,531,531
Iowa,Linn,5870.261135,535,535
Iowa,Louisa,13.20454977,539,539
Iowa,Lucas,419.4523914,542,542
Iowa,Lyon,333.8723254,546,546
Iowa,Madison,329.629731,550,550
Iowa,Mahaska,941.048461,554,554
Iowa,Marion,667.2635706,561,561
Iowa,Marshall,1291.883273,568,568
Iowa,Mills,252.0365383,569,569
Iowa,Mitchell,434.6077238,572,572
Iowa,Monona,291.415663,576,576
Iowa,Monroe,440.2283175,580,580
Iowa,Montgomery,449.0721792,595,595
Iowa,Muscatine,1254.135804,600,600
Iowa,O'Brien,801.5404972,604,604
Iowa,Osceola,213.8465752,607,607
Iowa,Page,546.5473491,612,612
Iowa,Palo Alto,457.784021,618,618
Iowa,Plymouth,98.38007671,622,622
Iowa,Pocahontas,246.1877631,624,624
Iowa,Polk,6466.300476,629,629
Iowa,Pottawattamie,4353.434842,637,637
Iowa,Poweshiek,676.5004912,640,640
Iowa,Ringgold,167.8465705,642,642
Iowa,Sac,787.8604711,647,647
Iowa,Scott,2451.034294,657,657
Iowa,Shelby,673.0009906,660,660
Iowa,Sioux,168.4056983,663,663
Iowa,Story,1538.748129,668,668
Iowa,Tama,575.2785764,671,671
Iowa,Taylor,42.5578479,674,674
Iowa,Union,525.7675219,675,675
Iowa,Van Buren,739.5364998,678,678
Iowa,Wapello,2071.199565,681,681
Iowa,Warren,924.817624,685,685
Iowa,Washington,298.6344019,687,687
Iowa,Wayne,569.1942984,691,691
Iowa,Webster,1413.549798,694,694
Iowa,Winnebago,486.9837683,696,696
Iowa,Winneshiek,480.8469606,698,698
Iowa,Woodbury,3654.847257,702,702
Iowa,Worth,99.61106125,703,703
Iowa,Wright,218.5364967,705,705
Kansas,Allen,951.4015349,709,709
Kansas,Anderson,331.2959937,712,712
Kansas,Atchison,466.6242441,715,715
Kansas,Barber,126.4512087,717,717
Kansas,Barton,1006.931432,719,719
Kansas,Bourbon,644.8937325,722,722
Kansas,Brown,163.1765881,723,723
Kansas,Butler,2372.306027,726,726
Kansas,Chase,553.5533037,729,729
Kansas,Chautauqua,308.2526731,730,730
Kansas,Cherokee,454.880813,732,732
Kansas,Cheyenne,46.31055162,736,736
Kansas,Clark,486.9999973,738,738
Kansas,Clay,381.8964332,739,739
Kansas,Cloud,709.2387099,740,740
Kansas,Coffey,589.3410152,745,745
Kansas,Comanche,78.48506627,748,748
Kansas,Cowley,1818.475919,752,752
Kansas,Crawford,1463.398508,756,756
Kansas,Decatur,197.5409607,759,759
Kansas,Dickinson,218.9238764,762,762
Kansas,Doniphan,778.7386684,765,765
Kansas,Douglas,1333.291143,767,767
Kansas,Edwards,90.92936931,770,770
Kansas,Elk,697.1458612,773,773
Kansas,Ellis,398.2824868,774,774
Kansas,Ellsworth,446.7874673,776,776
Kansas,Finney,380.4315039,778,778
Kansas,Ford,856.5209751,784,784
Kansas,Franklin,1550.009133,786,786
Kansas,Geary,927.3976716,788,788
Kansas,Gove,273.2783172,790,790
Kansas,Graham,163.5300694,791,791
Kansas,Grant,52.76336443,794,794
Kansas,Gray,400.8364012,798,798
Kansas,Greeley,260.9999998,801,801
Kansas,Greenwood,708.9522127,803,803
Kansas,Hamilton,365.9999997,805,805
Kansas,Harper,344.8590378,807,807
Kansas,Harvey,937.3023508,812,812
Kansas,Haskell,456.0000014,815,815
Kansas,Hodgeman,125.4101881,818,818
Kansas,Jackson,252.6903699,819,819
Kansas,Jefferson,26.1121329,821,821
Kansas,Jewell,240.1856354,822,822
Kansas,Johnson,9491.852486,824,824
Kansas,Kearny,534.9999989,826,826
Kansas,Kingman,587.0900768,827,827
Kansas,Kiowa,479.9380963,829,829
Kansas,Labette,777.1604604,831,831
Kansas,Lane,65.83149314,833,833
Kansas,Leavenworth,1737.36227,836,836
Kansas,Lincoln,196.9672783,838,838
Kansas,Linn,232.8126884,840,840
Kansas,Logan,89.25882685,842,842
Kansas,Lyon,807.7557861,844,844
Kansas,McPherson,1291.832066,846,846
Kansas,Marion,576.0757342,848,848
Kansas,Marshall,289.9286962,850,850
Kansas,Meade,341.1096173,851,851
Kansas,Miami,353.9140005,853,853
Kansas,Mitchell,282.8955429,854,854
Kansas,Montgomery,1716.753437,856,856
Kansas,Morris,363.7169155,858,858
Kansas,Morton,126.2128224,859,859
Kansas,Nemaha,196.9115727,861,861
Kansas,Neosho,169.4278819,862,862
Kansas,Ness,182.4788872,864,864
Kansas,Norton,316.2811804,866,866
Kansas,Osage,315.0674499,867,867
Kansas,Osborne,230.5039349,869,869
Kansas,Ottawa,301.5325063,870,870
Kansas,Pawnee,228.6842119,872,872
Kansas,Phillips,384.3842787,873,873
Kansas,Pottawatomie,71.92874312,876,876
Kansas,Pratt,381.7408222,878,878
Kansas,Rawlins,160.5885942,880,880
Kansas,Reno,3277.673713,882,882
Kansas,Republic,302.9626587,884,884
Kansas,Rice,352.8355657,886,886
Kansas,Riley,1845.357477,888,888
Kansas,Rooks,142.6631961,889,889
Kansas,Rush,159.3581133,891,891
Kansas,Russell,431.900179,893,893
Kansas,Saline,1679.707633,895,895
Kansas,Scott,67.83937174,897,897
Kansas,Sedgwick,13554.77139,898,898
Kansas,Seward,115.3025495,900,900
Kansas,Shawnee,5472.037928,902,902
Kansas,Sheridan,147.4653213,904,904
Kansas,Sherman,848.8107617,907,907
Kansas,Smith,383.6147998,909,909
Kansas,Stafford,222.3046731,911,911
Kansas,Stanton,45.59547697,913,913
Kansas,Stevens,124.1028344,914,914
Kansas,Sumner,1081.816947,916,916
Kansas,Thomas,547.9868725,917,917
Kansas,Trego,54.76994822,919,919
Kansas,Wabaunsee,498.9092213,920,920
Kansas,Wallace,302.9999996,921,921
Kansas,Washington,615.9997149,922,922
Kansas,Wichita,400.9999995,923,923
Kansas,Wilson,244.2618073,925,925
Kansas,Woodson,172.7339877,926,926
Kansas,Wyandotte,5114.986416,927,927
Kentucky,Adair,273.4959043,928,928
Kentucky,Allen,27.31152307,929,929
Kentucky,Anderson,438.2911914,930,930
Kentucky,Ballard,73.52297117,932,932
Kentucky,Barren,517.8144521,933,933
Kentucky,Bath,3.422414312,934,934
Kentucky,Bell,857.3438494,936,936
Kentucky,Boone,3504.755815,1002,1002
Kentucky,Bourbon,412.8046803,1005,1005
Kentucky,Boyd,1826.631057,1008,1008
Kentucky,Boyle,1323.687411,1010,1010
Kentucky,Bracken,9.370372821,1013,1013
Kentucky,Breathitt,312.2973939,1017,1017
Kentucky,Breckinridge,282.933681,1020,1020
Kentucky,Bullitt,2723.038365,1024,1024
Kentucky,Butler,143.519587,1026,1026
Kentucky,Caldwell,274.8290073,1031,1031
Kentucky,Calloway,955.8813678,1033,1033
Kentucky,Campbell,3526.114511,1035,1035
Kentucky,Carlisle,8.624145748,1039,1039
Kentucky,Carroll,605.4162662,1041,1041
Kentucky,Carter,320.8126393,1044,1044
Kentucky,Casey,111.4620121,1048,1048
Kentucky,Christian,1228.288117,1050,1050
Kentucky,Clark,439.3985611,1053,1053
Kentucky,Clay,161.6411501,1056,1056
Kentucky,Clinton,0.716740016,1059,1059
Kentucky,Crittenden,65.04640684,1064,1064
Kentucky,Cumberland,22.91079975,1067,1067
Kentucky,Daviess,2068.382675,1071,1071
Kentucky,Edmonson,64.54997052,1073,1073
Kentucky,Elliott,0.617984748,1075,1075
Kentucky,Estill,258.891808,1077,1077
Kentucky,Fayette,3993.492578,1080,1080
Kentucky,Fleming,114.6748,1083,1083
Kentucky,Floyd,377.6793036,1085,1085
Kentucky,Franklin,779.7514168,1086,1086
Kentucky,Fulton,1.425806411,1088,1088
Kentucky,Gallatin,,1090,1090
Kentucky,Garrard,24.953547,1092,1092
Kentucky,Grant,334.015026,1094,1094
Kentucky,Graves,756.6229501,1097,1097
Kentucky,Grayson,934.3103417,1100,1100
Kentucky,Green,174.519016,1102,1102
Kentucky,Greenup,1682.136367,1105,1105
Kentucky,Hancock,37.23646752,1107,1107
Kentucky,Hardin,2432.546693,1110,1110
Kentucky,Harlan,824.4993597,1114,1114
Kentucky,Harrison,113.8174162,1119,1119
Kentucky,Hart,337.3241157,1121,1121
Kentucky,Henderson,532.397487,1126,1126
Kentucky,Henry,52.20011941,1129,1129
Kentucky,Hickman,0,1130,1130
Kentucky,Hopkins,1595.45158,1136,1136
Kentucky,Jackson,3.643835439,1140,1140
Kentucky,Jefferson,16619.83396,1143,1143
Kentucky,Jessamine,948.4379763,1145,1145
Kentucky,Johnson,686.8041336,1148,1148
Kentucky,Kenton,5050.180197,1151,1151
Kentucky,Knott,16.12170264,1154,1154
Kentucky,Knox,375.9737397,1159,1159
Kentucky,Larue,33.14476169,1162,1162
Kentucky,Laurel,830.1177941,1166,1166
Kentucky,Lawrence,368.7687528,1167,1167
Kentucky,Lee,0.000132101,1171,1171
Kentucky,Leslie,46.46783216,1175,1175
Kentucky,Letcher,,1178,1178
Kentucky,Lewis,17.80438232,1180,1180
Kentucky,Lincoln,673.7657898,1184,1184
Kentucky,Livingston,231.1333486,1187,1187
Kentucky,Logan,694.2650386,1190,1190
Kentucky,Lyon,90.10213208,1193,1193
Kentucky,McCracken,2571.278703,1196,1196
Kentucky,McCreary,40.29590313,1198,1198
Kentucky,McLean,3.141523382,1201,1201
Kentucky,Madison,2117.530485,1204,1204
Kentucky,Magoffin,20.41872009,1206,1206
Kentucky,Marion,47.63504241,1210,1210
Kentucky,Marshall,245.5507104,1213,1213
Kentucky,Martin,0.527900934,1215,1215
Kentucky,Mason,446.2976135,1217,1217
Kentucky,Meade,186.2414252,1220,1220
Kentucky,Menifee,18.45815744,1222,1222
Kentucky,Mercer,700.1899629,1225,1225
Kentucky,Metcalfe,16.52597192,1228,1228
Kentucky,Monroe,75.4113987,1230,1230
Kentucky,Montgomery,532.7036555,1233,1233
Kentucky,Morgan,383.8130944,1235,1235
Kentucky,Muhlenberg,264.3918269,1238,1238
Kentucky,Nelson,813.1506761,1243,1243
Kentucky,Nicholas,1.441961967,1246,1246
Kentucky,Ohio,720.9266427,1249,1249
Kentucky,Oldham,2148.015461,1252,1252
Kentucky,Owen,117.7727311,1255,1255
Kentucky,Owsley,7.267155177,1257,1257
Kentucky,Pendleton,16.08031675,1260,1260
Kentucky,Perry,99.2743911,1265,1265
Kentucky,Pike,173.9170624,1267,1267
Kentucky,Powell,70.15244446,1270,1270
Kentucky,Pulaski,1800.501155,1272,1272
Kentucky,Robertson,287.3462545,1273,1273
Kentucky,Rockcastle,39.40756395,1276,1276
Kentucky,Rowan,245.8083162,1279,1279
Kentucky,Russell,25.40683374,1282,1282
Kentucky,Scott,1137.480927,1283,1283
Kentucky,Shelby,618.8346969,1285,1285
Kentucky,Simpson,283.6652313,1287,1287
Kentucky,Spencer,,1000,1000
Kentucky,Taylor,609.583787,1003,1003
Kentucky,Todd,5.50572673,1006,1006
Kentucky,Trigg,284.0081457,1009,1009
Kentucky,Trimble,89.53482824,1012,1012
Kentucky,Union,76.98137386,1016,1016
Kentucky,Warren,1372.703391,1019,1019
Kentucky,Washington,250.6803265,1023,1023
Kentucky,Wayne,419.0544745,1027,1027
Kentucky,Webster,48.23049754,1029,1029
Kentucky,Whitley,668.5251981,1034,1034
Kentucky,Wolfe,21.19347852,1037,1037
Kentucky,Woodford,928.9974619,1042,1042
Louisiana,Acadia,140.5594643,1046,1046
Louisiana,Allen,865.9822794,1051,1051
Louisiana,Ascension,2804.598355,1055,1055
Louisiana,Assumption,1243.03533,1060,1060
Louisiana,Avoyelles,1028.00771,1062,1062
Louisiana,Beauregard,1713.534107,1066,1066
Louisiana,Bienville,637.3726499,1069,1069
Louisiana,Bossier,2592.774678,1076,1076
Louisiana,Caddo,11574.57212,1079,1079
Louisiana,Calcasieu,4414.531948,1081,1081
Louisiana,Caldwell,175.6424646,1084,1084
Louisiana,Cameron,230.9058926,1089,1089
Louisiana,Catahoula,340.1427798,1093,1093
Louisiana,Claiborne,340.7855491,1095,1095
Louisiana,Concordia,829.1656242,1098,1098
Louisiana,De Soto,875.2841047,1103,1103
Louisiana,East Baton Rouge,10614.7324,1108,1108
Louisiana,East Carroll,246.3070746,1111,1111
Louisiana,East Feliciana,165.029378,1115,1115
Louisiana,Evangeline,1205.758403,1118,1118
Louisiana,Franklin,383.2206787,1123,1123
Louisiana,Grant,666.5509351,1127,1127
Louisiana,Iberia,1792.357806,1133,1133
Louisiana,Iberville,470.1274778,1134,1134
Louisiana,Jackson,696.5087628,1138,1138
Louisiana,Jefferson,5648.763563,1147,1147
Louisiana,Jefferson Davis,338.1105695,1155,1155
Louisiana,Lafayette,4066.581732,1161,1161
Louisiana,Lafourche,2888.862384,1280,1280
Louisiana,La Salle,308.7677712,1289,1289
Louisiana,Lincoln,1465.097056,1291,1291
Louisiana,Livingston,1828.074607,1295,1295
Louisiana,Madison,159.5517114,1297,1297
Louisiana,Morehouse,1089.757078,1299,1299
Louisiana,Natchitoches,1559.576255,1301,1301
Louisiana,Orleans,5971.840399,1304,1304
Louisiana,Ouachita,5197.37435,1306,1306
Louisiana,Plaquemines,803.4515908,1427,1427
Louisiana,Pointe Coupee,412.7681887,1431,1431
Louisiana,Rapides,5954.144252,1434,1434
Louisiana,Red River,348.2187428,1436,1436
Louisiana,Richland,277.9740919,1439,1439
Louisiana,Sabine,1158.679629,1441,1441
Louisiana,St. Bernard,1466.544064,1463,1463
Louisiana,St. Charles,2955.258614,1466,1466
Louisiana,St. Helena,120.6374249,1467,1467
Louisiana,St. James,850.9575367,1468,1468
Louisiana,St. John the Baptist,1417.286552,1469,1469
Louisiana,St. Landry,2044.545916,1471,1471
Louisiana,St. Martin,285.9168142,1473,1473
Louisiana,St. Mary,2361.178337,1474,1474
Louisiana,St. Tammany,7036.404975,1475,1475
Louisiana,Tangipahoa,3268.448164,1476,1476
Louisiana,Tensas,230.8328127,1479,1479
Louisiana,Terrebonne,3950.031241,1501,1501
Louisiana,Union,700.5867366,1507,1507
Louisiana,Vermilion,605.1928366,1510,1510
Louisiana,Vernon,2019.265073,1513,1513
Louisiana,Washington,742.6043514,1516,1516
Louisiana,Webster,1683.308039,1518,1518
Louisiana,West Baton Rouge,574.2736104,1520,1520
Louisiana,West Carroll,92.83802741,1522,1522
Louisiana,West Feliciana,364.4355831,1524,1524
Louisiana,Winn,714.86904,1529,1529
Maine,Androscoggin,2274.171842,1532,1532
Maine,Aroostook,1694.809585,1535,1535
Maine,Cumberland,9515.52474,1608,1608
Maine,Franklin,192.6756399,1619,1619
Maine,Hancock,297.6273155,1748,1748
Maine,Kennebec,1733.807396,1755,1755
Maine,Knox,1136.264311,1774,1774
Maine,Lincoln,209.1397147,1835,1835
Maine,Oxford,737.189015,1842,1842
Maine,Penobscot,3139.378341,1846,1846
Maine,Piscataquis,204.3951497,1851,1851
Maine,Sagadahoc,713.6460781,1855,1855
Maine,Somerset,1452.780978,1860,1860
Maine,Waldo,448.8106771,1865,1865
Maine,Washington,748.5097584,1884,1884
Maine,York,5870.79784,1901,1901
Maryland,Allegany,4055.112621,1905,1905
Maryland,Anne Arundel,23443.78169,1925,1925
Maryland,Calvert,2668.488403,1946,1946
Maryland,Caroline,272.5414371,1949,1949
Maryland,Carroll,5575.006805,1955,1955
Maryland,Cecil,2753.259666,1963,1963
Maryland,Charles,3554.088543,1294,1294
Maryland,Dorchester,1381.382079,1346,1346
Maryland,Frederick,5305.643771,1357,1357
Maryland,Garrett,171.8818027,1361,1361
Maryland,Harford,5917.402424,1372,1372
Maryland,Howard,4890.78185,1379,1379
Maryland,Kent,0.643072752,1394,1394
Maryland,Montgomery,23746.31947,1398,1398
Maryland,Prince George's,19743.92597,1403,1403
Maryland,Queen Anne's,1351.193063,1413,1413
Maryland,St. Mary's,1779.064252,1421,1421
Maryland,Somerset,496.3230035,1430,1430
Maryland,Talbot,759.3631884,1438,1438
Maryland,Washington,4968.242867,1445,1445
Maryland,Wicomico,3929.012923,1446,1446
Maryland,Worcester,2968.910105,1456,1456
Massachusetts,Barnstable,24762.3445,1478,1478
Massachusetts,Berkshire,6208.65744,1480,1480
Massachusetts,Bristol,21607.2446,1486,1486
Massachusetts,Dukes,206.445799,1491,1491
Massachusetts,Essex,32048.43524,1519,1519
Massachusetts,Franklin,1501.333772,1523,1523
Massachusetts,Hampden,17452.9422,1526,1526
Massachusetts,Hampshire,7362.898363,1527,1527
Massachusetts,Middlesex,50145.96009,1533,1533
Massachusetts,Nantucket,72.79706622,1537,1537
Massachusetts,Norfolk,29005.72124,1543,1543
Massachusetts,Plymouth,28188.3601,1569,1569
Massachusetts,Suffolk,840.4952649,1585,1585
Massachusetts,Worcester,30416.01837,1599,1599
Michigan,Alcona,400.6199755,1603,1603
Michigan,Alger,796.2291688,1609,1609
Michigan,Allegan,622.1622695,1611,1611
Michigan,Alpena,359.8821695,1614,1614
Michigan,Antrim,4.663773728,1617,1617
Michigan,Arenac,1142.569545,1621,1621
Michigan,Baraga,390.8162379,1624,1624
Michigan,Barry,275.886106,1627,1627
Michigan,Bay,4050.560774,1631,1631
Michigan,Benzie,,1634,1634
Michigan,Berrien,6339.915559,1635,1635
Michigan,Branch,261.5924341,1640,1640
Michigan,Calhoun,4803.220556,1641,1641
Michigan,Cass,739.9835469,1644,1644
Michigan,Charlevoix,221.7281744,1648,1648
Michigan,Cheboygan,572.5674712,1649,1649
Michigan,Chippewa,1396.324379,1660,1660
Michigan,Clare,146.9133336,1665,1665
Michigan,Clinton,1931.646866,1669,1669
Michigan,Crawford,573.3618345,1672,1672
Michigan,Delta,1973.705045,1675,1675
Michigan,Dickinson,1730.072244,1677,1677
Michigan,Eaton,3699.323095,1678,1678
Michigan,Emmet,548.8844515,1686,1686
Michigan,Genesee,18342.08707,1688,1688
Michigan,Gladwin,41.59475558,1691,1691
Michigan,Gogebic,288.4340577,1693,1693
Michigan,Grand Traverse,2284.607991,1697,1697
Michigan,Gratiot,1419.805868,1700,1700
Michigan,Hillsdale,659.1173756,1701,1701
Michigan,Houghton,632.9575251,1705,1705
Michigan,Huron,2091.650092,1708,1708
Michigan,Ingham,7942.832808,1710,1710
Michigan,Ionia,490.6148809,1713,1713
Michigan,Iosco,1496.424069,1715,1715
Michigan,Iron,322.0743908,1716,1716
Michigan,Isabella,438.4394939,1717,1717
Michigan,Jackson,5082.334865,1719,1719
Michigan,Kalamazoo,7593.815193,1720,1720
Michigan,Kalkaska,307.1737902,1722,1722
Michigan,Kent,16022.20579,1726,1726
Michigan,Keweenaw,231.8887991,1743,1743
Michigan,Lake,411.1273728,1749,1749
Michigan,Lapeer,1352.560499,1752,1752
Michigan,Leelanau,125.8371712,1765,1765
Michigan,Lenawee,2582.083758,1768,1768
Michigan,Livingston,6755.909343,1770,1770
Michigan,Luce,238.6146924,1773,1773
Michigan,Mackinac,895.8646537,1779,1779
Michigan,Macomb,23683.33232,1785,1785
Michigan,Manistee,403.9072663,1787,1787
Michigan,Marquette,2021.507263,1793,1793
Michigan,Mason,376.0800805,1797,1797
Michigan,Mecosta,873.3016849,1800,1800
Michigan,Menominee,2027.270067,1802,1802
Michigan,Midland,2246.877761,1806,1806
Michigan,Missaukee,152.8103456,1810,1810
Michigan,Monroe,3646.618692,1812,1812
Michigan,Montcalm,628.2538113,1815,1815
Michigan,Montmorency,161.6941683,1816,1816
Michigan,Muskegon,7920.832002,1818,1818
Michigan,Newaygo,539.1141909,1820,1820
Michigan,Oakland,46943.65733,1824,1824
Michigan,Oceana,168.526698,1825,1825
Michigan,Ogemaw,7.079435218,1827,1827
Michigan,Ontonagon,624.9009972,1829,1829
Michigan,Osceola,575.3963825,1830,1830
Michigan,Oscoda,44.29609992,1832,1832
Michigan,Otsego,550.333431,1834,1834
Michigan,Ottawa,9380.763095,1837,1837
Michigan,Presque Isle,1144.853222,1840,1840
Michigan,Roscommon,1452.933508,1843,1843
Michigan,Saginaw,7222.447749,1845,1845
Michigan,St. Clair,8368.901477,1854,1854
Michigan,St. Joseph,1168.576569,1857,1857
Michigan,Sanilac,640.7115385,1858,1858
Michigan,Schoolcraft,516.6867133,1861,1861
Michigan,Shiawassee,1425.975266,1863,1863
Michigan,Tuscola,371.5399919,1866,1866
Michigan,Van Buren,473.0143645,1867,1867
Michigan,Washtenaw,7645.951569,1869,1869
Michigan,Wayne,31505.29556,1871,1871
Michigan,Wexford,607.7773256,1873,1873
Minnesota,Aitkin,1377.688945,1875,1875
Minnesota,Anoka,10041.58779,1877,1877
Minnesota,Becker,1756.38635,1878,1878
Minnesota,Beltrami,1154.494374,1880,1880
Minnesota,Benton,1105.083343,1881,1881
Minnesota,Big Stone,527.1643508,1882,1882
Minnesota,Blue Earth,1739.80611,1886,1886
Minnesota,Brown,1138.841555,1892,1892
Minnesota,Carlton,1494.597977,1893,1893
Minnesota,Carver,1335.581977,1894,1894
Minnesota,Cass,706.052209,1895,1895
Minnesota,Chippewa,163.3648274,1896,1896
Minnesota,Chisago,883.6946424,1897,1897
Minnesota,Clay,815.9514357,1898,1898
Minnesota,Clearwater,704.9341603,1899,1899
Minnesota,Cook,280.7606165,1900,1900
Minnesota,Cottonwood,847.2368495,1902,1902
Minnesota,Crow Wing,642.3436124,1903,1903
Minnesota,Dakota,10681.15606,1904,1904
Minnesota,Dodge,186.5873057,1906,1906
Minnesota,Douglas,1905.337909,1907,1907
Minnesota,Faribault,465.1599393,1908,1908
Minnesota,Fillmore,71.1783233,1909,1909
Minnesota,Freeborn,1782.62013,1910,1910
Minnesota,Goodhue,1521.293511,1911,1911
Minnesota,Grant,611.8865016,1912,1912
Minnesota,Hennepin,38064.45905,1913,1913
Minnesota,Houston,239.6257968,1914,1914
Minnesota,Hubbard,898.2138842,1915,1915
Minnesota,Isanti,480.1641271,1916,1916
Minnesota,Itasca,1517.723061,1917,1917
Minnesota,Jackson,279.0618953,1918,1918
Minnesota,Kanabec,181.0029278,1919,1919
Minnesota,Kandiyohi,1867.114308,1920,1920
Minnesota,Kittson,737.7536815,1921,1921
Minnesota,Koochiching,1136.534923,1922,1922
Minnesota,Lac qui Parle,177.3585992,1923,1923
Minnesota,Lake,196.2831678,1926,1926
Minnesota,Lake of the Woods,325.7243215,1927,1927
