State,County,LACCESS_SENIORS10,FID
Indiana,Wabash,302.6938388,555
Indiana,Warren,47.91608536,567
Indiana,Warrick,2117.912352,575
Indiana,Washington,374.9430977,584
Indiana,Wayne,2045.327018,586
Indiana,Wells,631.0500814,590
Indiana,White,494.3540585,594
Indiana,Whitley,186.3056408,597
Iowa,Adair,118.8623988,598
Iowa,Adams,58.69865213,602
Iowa,Allamakee,586.0824443,608
Iowa,Appanoose,416.9496144,611
Iowa,Audubon,47.94147997,615
Iowa,Benton,627.5130041,619
Iowa,Black Hawk,4028.738374,623
Iowa,Boone,631.2761063,625
Iowa,Bremer,324.6480648,631
Iowa,Buchanan,538.3520968,632
Iowa,Buena Vista,485.5890593,633
Iowa,Butler,1466.914765,361
Iowa,Calhoun,1182.966371,365
Iowa,Carroll,163.2926082,369
Iowa,Cass,809.5024974,374
Iowa,Cedar,366.5781077,379
Iowa,Cerro Gordo,1259.121874,383
Iowa,Cherokee,168.5329578,388
Iowa,Chickasaw,361.0591703,393
Iowa,Clarke,126.7239908,397
Iowa,Clay,347.9525095,398
Iowa,Clayton,615.3629043,402
Iowa,Clinton,1836.092407,404
Iowa,Crawford,774.6199975,408
Iowa,Dallas,281.5722705,413
Iowa,Davis,197.4262275,416
Iowa,Decatur,191.4619608,419
Iowa,Delaware,315.5615646,421
Iowa,Des Moines,1957.377574,424
Iowa,Dickinson,892.7854996,427
Iowa,Dubuque,3752.952461,434
Iowa,Emmet,621.4571423,437
Iowa,Fayette,239.6970726,442
Iowa,Floyd,545.329374,447
Iowa,Franklin,469.0000935,451
Iowa,Fremont,690.5594014,455
Iowa,Greene,684.766343,458
Iowa,Grundy,292.676985,460
Iowa,Guthrie,230.8710899,467
Iowa,Hamilton,782.3642536,469
Iowa,Hancock,352.7421764,470
Iowa,Hardin,584.3397858,475
Iowa,Harrison,540.2601033,478
Iowa,Henry,982.3459667,479
Iowa,Howard,757.0589962,481
Iowa,Humboldt,340.0770857,487
Iowa,Ida,10.73876622,491
Iowa,Iowa,337.6904653,495
Iowa,Jackson,659.0704428,499
Iowa,Jasper,1043.895099,505
Iowa,Jefferson,344.083093,507
Iowa,Johnson,2335.038244,508
Iowa,Jones,482.2890738,516
Iowa,Keokuk,481.7889311,520
Iowa,Kossuth,1646.679633,523
Iowa,Lee,782.4554032,531
Iowa,Linn,6254.234901,535
Iowa,Louisa,14.49973481,539
Iowa,Lucas,419.4523914,542
Iowa,Lyon,420.0666415,546
Iowa,Madison,378.7887733,550
Iowa,Mahaska,941.0778032,554
Iowa,Marion,741.5796368,561
Iowa,Marshall,1459.953195,568
Iowa,Mills,211.0780705,569
Iowa,Mitchell,434.6077238,572
Iowa,Monona,291.415663,576
Iowa,Monroe,373.9638022,580
Iowa,Montgomery,447.8927946,595
Iowa,Muscatine,1359.062819,600
Iowa,O'Brien,681.7761625,604
Iowa,Osceola,209.9058523,607
Iowa,Page,716.6018154,612
Iowa,Palo Alto,761.9239302,618
Iowa,Plymouth,134.2640502,622
Iowa,Pocahontas,308.7445883,624
Iowa,Polk,9044.003024,629
Iowa,Pottawattamie,4838.483981,637
Iowa,Poweshiek,676.5004912,640
Iowa,Ringgold,176.069584,642
Iowa,Sac,357.8591721,647
Iowa,Scott,2559.683651,657
Iowa,Shelby,678.8721872,660
Iowa,Sioux,167.12909,663
Iowa,Story,1396.946597,668
Iowa,Tama,615.8682297,671
Iowa,Taylor,98.6346858,674
Iowa,Union,524.9088644,675
Iowa,Van Buren,1365.291017,678
Iowa,Wapello,1451.27942,681
Iowa,Warren,1394.719274,685
Iowa,Washington,288.4576444,687
Iowa,Wayne,569.1942984,691
Iowa,Webster,1308.317827,694
Iowa,Winnebago,487.2397567,696
Iowa,Winneshiek,569.8473549,698
Iowa,Woodbury,4625.037991,702
Iowa,Worth,97.21145812,703
Iowa,Wright,217.8600057,705
Kansas,Allen,951.4015349,709
Kansas,Anderson,331.2959937,712
Kansas,Atchison,635.333279,715
Kansas,Barber,129.7530738,717
Kansas,Barton,1006.931432,719
Kansas,Bourbon,646.6313968,722
Kansas,Brown,136.7911857,723
Kansas,Butler,2129.062183,726
Kansas,Chase,553.5533037,729
Kansas,Chautauqua,260.2311672,730
Kansas,Cherokee,662.1921475,732
Kansas,Cheyenne,709.6730986,736
Kansas,Clark,486.9999973,738
Kansas,Clay,378.7675912,739
Kansas,Cloud,709.2387099,740
Kansas,Coffey,786.0345255,745
Kansas,Comanche,78.48506627,748
Kansas,Cowley,966.9259202,752
Kansas,Crawford,1486.667758,756
Kansas,Decatur,89.30388958,759
Kansas,Dickinson,553.1285035,762
Kansas,Doniphan,775.9843176,765
Kansas,Douglas,1275.19672,767
Kansas,Edwards,90.92936931,770
Kansas,Elk,697.1458612,773
Kansas,Ellis,747.3734824,774
Kansas,Ellsworth,462.5647044,776
Kansas,Finney,414.8627271,778
Kansas,Ford,1146.567876,784
Kansas,Franklin,1550.009133,786
Kansas,Geary,1014.422191,788
Kansas,Gove,635.0000003,790
Kansas,Graham,166.0537491,791
Kansas,Grant,52.76336443,794
Kansas,Gray,440.1000381,798
Kansas,Greeley,260.9999998,801
Kansas,Greenwood,655.7147236,803
Kansas,Hamilton,365.9999997,805
Kansas,Harper,276.4456032,807
Kansas,Harvey,1436.536352,812
Kansas,Haskell,456.0000014,815
Kansas,Hodgeman,392.606072,818
Kansas,Jackson,288.6977703,819
Kansas,Jefferson,524.7554689,821
Kansas,Jewell,239.8821549,822
Kansas,Johnson,11298.0433,824
Kansas,Kearny,43.86931069,826
Kansas,Kingman,575.3530817,827
Kansas,Kiowa,479.9380963,829
Kansas,Labette,777.8802639,831
Kansas,Lane,369.0000008,833
Kansas,Leavenworth,1500.259124,836
Kansas,Lincoln,200.0271453,838
Kansas,Linn,549.3329302,840
Kansas,Logan,89.25882685,842
Kansas,Lyon,529.5028035,844
Kansas,McPherson,1491.584153,846
Kansas,Marion,622.4365396,848
Kansas,Marshall,298.4721825,850
Kansas,Meade,341.1096173,851
Kansas,Miami,432.9316135,853
Kansas,Mitchell,320.0910037,854
Kansas,Montgomery,880.3416659,856
Kansas,Morris,363.7169155,858
Kansas,Morton,126.2128224,859
Kansas,Nemaha,235.5463113,861
Kansas,Neosho,767.263353,862
Kansas,Ness,181.8911465,864
Kansas,Norton,246.1544716,866
Kansas,Osage,303.0156695,867
Kansas,Osborne,230.5039349,869
Kansas,Ottawa,301.5325063,870
Kansas,Pawnee,228.6842119,872
Kansas,Phillips,384.3842787,873
Kansas,Pottawatomie,728.0948745,876
Kansas,Pratt,380.331696,878
Kansas,Rawlins,213.8113606,880
Kansas,Reno,3576.583138,882
Kansas,Republic,302.9626587,884
Kansas,Rice,351.6197314,886
Kansas,Riley,2374.986625,888
Kansas,Rooks,142.6631961,889
Kansas,Rush,795.9999964,891
Kansas,Russell,431.900179,893
Kansas,Saline,1975.663186,895
Kansas,Scott,58.69483658,897
Kansas,Sedgwick,15399.21588,898
Kansas,Seward,753.5032249,900
Kansas,Shawnee,5945.109956,902
Kansas,Sheridan,554.152919,904
Kansas,Sherman,848.8107617,907
Kansas,Smith,393.1041323,909
Kansas,Stafford,222.3046731,911
Kansas,Stanton,45.59547697,913
Kansas,Stevens,137.3543352,914
Kansas,Sumner,877.1504631,916
Kansas,Thomas,547.9868725,917
Kansas,Trego,112.6745013,919
Kansas,Wabaunsee,784.9088783,920
Kansas,Wallace,63.21157142,921
Kansas,Washington,574.0620898,922
Kansas,Wichita,400.9999995,923
Kansas,Wilson,214.8086781,925
Kansas,Woodson,11.59682249,926
Kansas,Wyandotte,5906.281488,927
Kentucky,Adair,258.1672638,928
Kentucky,Allen,48.37841731,929
Kentucky,Anderson,577.1045429,930
Kentucky,Ballard,95.36298391,932
Kentucky,Barren,553.3571153,933
Kentucky,Bath,3.857552324,934
Kentucky,Bell,1044.001787,936
Kentucky,Boone,3224.934754,1002
Kentucky,Bourbon,175.3046063,1005
Kentucky,Boyd,2051.889054,1008
Kentucky,Boyle,940.1263712,1010
Kentucky,Bracken,9.370372821,1013
Kentucky,Breathitt,129.7465763,1017
Kentucky,Breckinridge,318.2861232,1020
Kentucky,Bullitt,2066.221876,1024
Kentucky,Butler,213.3410569,1026
Kentucky,Caldwell,292.4470204,1031
Kentucky,Calloway,1034.268947,1033
Kentucky,Campbell,3743.904757,1035
Kentucky,Carlisle,40.04999664,1039
Kentucky,Carroll,605.4162662,1041
Kentucky,Carter,262.4970796,1044
Kentucky,Casey,144.8190231,1048
Kentucky,Christian,865.4524272,1050
Kentucky,Clark,451.2015923,1053
Kentucky,Clay,215.4319354,1056
Kentucky,Clinton,23.77235316,1059
Kentucky,Crittenden,0,1064
Kentucky,Cumberland,30.41851529,1067
Kentucky,Daviess,2303.393033,1071
Kentucky,Edmonson,55.76050295,1073
Kentucky,Elliott,1.981747352,1075
Kentucky,Estill,331.2115784,1077
Kentucky,Fayette,3946.352836,1080
Kentucky,Fleming,110.9293947,1083
Kentucky,Floyd,315.2564163,1085
Kentucky,Franklin,1423.735587,1086
Kentucky,Fulton,0.68008427,1088
Kentucky,Gallatin,0,1090
Kentucky,Garrard,674.0916066,1092
Kentucky,Grant,315.5396496,1094
Kentucky,Graves,922.4477862,1097
Kentucky,Grayson,970.2750079,1100
Kentucky,Green,93.68083988,1102
Kentucky,Greenup,1675.557972,1105
Kentucky,Hancock,3.956699911,1107
Kentucky,Hardin,2287.143919,1110
Kentucky,Harlan,766.4119444,1114
Kentucky,Harrison,179.1939419,1119
Kentucky,Hart,326.8729233,1121
Kentucky,Henderson,596.4096797,1126
Kentucky,Henry,171.392211,1129
Kentucky,Hickman,35.58560359,1130
Kentucky,Hopkins,1211.357615,1136
Kentucky,Jackson,3.876187392,1140
Kentucky,Jefferson,17038.69052,1143
Kentucky,Jessamine,598.9430711,1145
Kentucky,Johnson,334.2755759,1148
Kentucky,Kenton,5369.270667,1151
Kentucky,Knott,5.214718382,1154
Kentucky,Knox,219.0131738,1159
Kentucky,Larue,36.93802103,1162
Kentucky,Laurel,940.1466883,1166
Kentucky,Lawrence,257.4644624,1167
Kentucky,Lee,0.000132101,1171
Kentucky,Leslie,52.70730132,1175
Kentucky,Letcher,0,1178
Kentucky,Lewis,16.47693574,1180
Kentucky,Lincoln,273.4508448,1184
Kentucky,Livingston,23.33926097,1187
Kentucky,Logan,108.4614827,1190
Kentucky,Lyon,41.32821285,1193
Kentucky,McCracken,2367.747324,1196
Kentucky,McCreary,100.4547148,1198
Kentucky,McLean,0.061822228,1201
Kentucky,Madison,811.3423618,1204
Kentucky,Magoffin,11.0317344,1206
Kentucky,Marion,94.58308931,1210
Kentucky,Marshall,245.5507104,1213
Kentucky,Martin,2.181504843,1215
Kentucky,Mason,325.7425688,1217
Kentucky,Meade,191.2133585,1220
Kentucky,Menifee,0,1222
Kentucky,Mercer,639.561981,1225
Kentucky,Metcalfe,16.97266749,1228
Kentucky,Monroe,83.69738299,1230
Kentucky,Montgomery,885.2216082,1233
Kentucky,Morgan,242.2161371,1235
Kentucky,Muhlenberg,239.1809268,1238
Kentucky,Nelson,935.5002281,1243
Kentucky,Nicholas,2.317158016,1246
Kentucky,Ohio,354.3613887,1249
Kentucky,Oldham,2048.519525,1252
Kentucky,Owen,79.9517419,1255
Kentucky,Owsley,12.04417522,1257
Kentucky,Pendleton,14.91515106,1260
Kentucky,Perry,187.4262441,1265
Kentucky,Pike,93.19406429,1267
Kentucky,Powell,46.39680527,1270
Kentucky,Pulaski,1380.134307,1272
Kentucky,Robertson,307.2113605,1273
Kentucky,Rockcastle,91.24023629,1276
Kentucky,Rowan,209.4523581,1279
Kentucky,Russell,77.88893147,1282
Kentucky,Scott,567.9079338,1283
Kentucky,Shelby,512.981949,1285
Kentucky,Simpson,283.6526138,1287
Kentucky,Spencer,0,1000
Kentucky,Taylor,309.4852627,1003
Kentucky,Todd,142.8189106,1006
Kentucky,Trigg,278.22456,1009
Kentucky,Trimble,319.868894,1012
Kentucky,Union,70.63459739,1016
Kentucky,Warren,1232.07355,1019
Kentucky,Washington,131.964309,1023
Kentucky,Wayne,447.2078186,1027
Kentucky,Webster,9.93132734,1029
Kentucky,Whitley,700.2366442,1034
Kentucky,Wolfe,67.14053669,1037
Kentucky,Woodford,656.6954477,1042
Louisiana,Acadia,138.4957045,1046
Louisiana,Allen,1030.685064,1051
Louisiana,Ascension,3797.707706,1055
Louisiana,Assumption,1247.458845,1060
Louisiana,Avoyelles,1129.500704,1062
Louisiana,Beauregard,1894.005054,1066
Louisiana,Bienville,637.3726499,1069
Louisiana,Bossier,3069.391746,1076
Louisiana,Caddo,11905.57079,1079
Louisiana,Calcasieu,4268.869613,1081
Louisiana,Caldwell,215.9264692,1084
Louisiana,Cameron,225.9101031,1089
Louisiana,Catahoula,329.9468955,1093
Louisiana,Claiborne,249.2464658,1095
Louisiana,Concordia,680.1042356,1098
Louisiana,De Soto,884.9448316,1103
Louisiana,East Baton Rouge,12179.70782,1108
Louisiana,East Carroll,157.3866193,1111
Louisiana,East Feliciana,254.5933114,1115
Louisiana,Evangeline,776.240448,1118
Louisiana,Franklin,323.6362617,1123
Louisiana,Grant,783.4524897,1127
Louisiana,Iberia,1477.51499,1133
Louisiana,Iberville,429.4263285,1134
Louisiana,Jackson,696.5087628,1138
Louisiana,Jefferson,5210.663891,1147
Louisiana,Jefferson Davis,346.8238257,1155
Louisiana,Lafayette,5142.654559,1161
Louisiana,Lafourche,3208.700328,1280
Louisiana,La Salle,263.5704747,1289
Louisiana,Lincoln,1465.830082,1291
Louisiana,Livingston,2409.672805,1295
Louisiana,Madison,159.2890252,1297
Louisiana,Morehouse,1035.606703,1299
Louisiana,Natchitoches,1527.424308,1301
Louisiana,Orleans,8530.181531,1304
Louisiana,Ouachita,6897.236603,1306
Louisiana,Plaquemines,864.6800768,1427
Louisiana,Pointe Coupee,446.2227133,1431
Louisiana,Rapides,6136.014477,1434
Louisiana,Red River,313.5796046,1436
Louisiana,Richland,291.0650098,1439
Louisiana,Sabine,1206.400119,1441
Louisiana,St. Bernard,1337.254381,1463
Louisiana,St. Charles,2882.642326,1466
Louisiana,St. Helena,122.4960271,1467
Louisiana,St. James,467.0670694,1468
Louisiana,St. John the Baptist,1575.828342,1469
Louisiana,St. Landry,1822.917495,1471
Louisiana,St. Martin,604.3106208,1473
Louisiana,St. Mary,1867.449889,1474
Louisiana,St. Tammany,6921.577236,1475
Louisiana,Tangipahoa,3578.995387,1476
Louisiana,Tensas,500.1091385,1479
Louisiana,Terrebonne,3701.850632,1501
Louisiana,Union,672.2492411,1507
Louisiana,Vermilion,602.060485,1510
Louisiana,Vernon,1980.849451,1513
Louisiana,Washington,1134.629464,1516
Louisiana,Webster,1300.884292,1518
Louisiana,West Baton Rouge,494.5074173,1520
Louisiana,West Carroll,92.83802741,1522
Louisiana,West Feliciana,367.3704508,1524
Louisiana,Winn,732.3846149,1529
Maine,Androscoggin,2178.562892,1532
Maine,Aroostook,1641.411405,1535
Maine,Cumberland,9647.710826,1608
Maine,Franklin,140.4974533,1619
Maine,Hancock,447.503816,1748
Maine,Kennebec,2150.082533,1755
Maine,Knox,916.1036211,1774
Maine,Lincoln,230.9989804,1835
Maine,Oxford,893.4964194,1842
Maine,Penobscot,4113.259713,1846
Maine,Piscataquis,197.7683395,1851
Maine,Sagadahoc,685.0925254,1855
Maine,Somerset,789.4454114,1860
Maine,Waldo,599.4673471,1865
Maine,Washington,765.070999,1884
Maine,York,6650.573002,1901
Maryland,Allegany,4455.689092,1905
Maryland,Anne Arundel,20217.8424,1925
Maryland,Calvert,2521.937113,1946
Maryland,Caroline,310.269637,1949
Maryland,Carroll,5850.413814,1955
Maryland,Cecil,2302.170841,1963
Maryland,Charles,3564.709625,1294
Maryland,Dorchester,934.9578169,1346
Maryland,Frederick,4604.834125,1357
Maryland,Garrett,243.1648501,1361
Maryland,Harford,6498.635364,1372
Maryland,Howard,5579.323734,1379
Maryland,Kent,4.22949505,1394
Maryland,Montgomery,19938.47625,1398
Maryland,Prince George's,23643.19946,1403
Maryland,Queen Anne's,1344.414592,1413
Maryland,St. Mary's,1443.636641,1421
Maryland,Somerset,538.8778332,1430
Maryland,Talbot,759.3631884,1438
Maryland,Washington,4804.816139,1445
Maryland,Wicomico,3804.925862,1446
Maryland,Worcester,2947.927933,1456
Massachusetts,Barnstable,25981.15213,1478
Massachusetts,Berkshire,6057.34168,1480
Massachusetts,Bristol,22917.94402,1486
Massachusetts,Dukes,509.7088425,1491
Massachusetts,Essex,34497.15687,1519
Massachusetts,Franklin,1857.345599,1523
Massachusetts,Hampden,19832.26853,1526
Massachusetts,Hampshire,6575.513699,1527
Massachusetts,Middlesex,53708.24338,1533
Massachusetts,Nantucket,110.495084,1537
Massachusetts,Norfolk,32395.19943,1543
Massachusetts,Plymouth,31263.04853,1569
Massachusetts,Suffolk,3267.822716,1585
Massachusetts,Worcester,33072.73469,1599
Michigan,Alcona,427.8714152,1603
Michigan,Alger,795.577336,1609
Michigan,Allegan,833.3449837,1611
Michigan,Alpena,396.6286933,1614
Michigan,Antrim,6.054874883,1617
Michigan,Arenac,5.61706069,1621
Michigan,Baraga,368.75669,1624
Michigan,Barry,264.8227984,1627
Michigan,Bay,3600.523665,1631
Michigan,Benzie,0,1634
Michigan,Berrien,6135.532833,1635
Michigan,Branch,903.4012162,1640
Michigan,Calhoun,4503.677167,1641
Michigan,Cass,590.0818121,1644
Michigan,Charlevoix,233.4769068,1648
Michigan,Cheboygan,612.8579996,1649
Michigan,Chippewa,2146.098094,1660
Michigan,Clare,340.0404405,1665
Michigan,Clinton,1405.929844,1669
Michigan,Crawford,480.0017959,1672
Michigan,Delta,1736.722396,1675
Michigan,Dickinson,1757.66166,1677
Michigan,Eaton,2976.540044,1678
Michigan,Emmet,910.6382845,1686
Michigan,Genesee,17257.77218,1688
Michigan,Gladwin,742.5939997,1691
Michigan,Gogebic,658.7605617,1693
Michigan,Grand Traverse,2428.469041,1697
Michigan,Gratiot,436.7705702,1700
Michigan,Hillsdale,544.0592759,1701
Michigan,Houghton,586.4742669,1705
Michigan,Huron,2349.401473,1708
Michigan,Ingham,8715.539346,1710
Michigan,Ionia,267.7468779,1713
Michigan,Iosco,1700.845993,1715
Michigan,Iron,399.1267646,1716
Michigan,Isabella,529.3433998,1717
Michigan,Jackson,5277.722616,1719
Michigan,Kalamazoo,7077.990562,1720
Michigan,Kalkaska,326.5929012,1722
Michigan,Kent,16414.88054,1726
Michigan,Keweenaw,218.7889981,1743
Michigan,Lake,411.4507385,1749
Michigan,Lapeer,1435.540521,1752
Michigan,Leelanau,1040.722068,1765
Michigan,Lenawee,2853.43339,1768
Michigan,Livingston,6608.35865,1770
Michigan,Luce,237.2044065,1773
Michigan,Mackinac,845.8165483,1779
Michigan,Macomb,25226.97153,1785
Michigan,Manistee,538.2884241,1787
Michigan,Marquette,1788.498548,1793
Michigan,Mason,354.3264278,1797
Michigan,Mecosta,862.8371924,1800
Michigan,Menominee,289.1311009,1802
Michigan,Midland,3071.597252,1806
Michigan,Missaukee,285.7339166,1810
Michigan,Monroe,4179.245892,1812
Michigan,Montcalm,531.051122,1815
Michigan,Montmorency,158.7968507,1816
Michigan,Muskegon,7818.683208,1818
Michigan,Newaygo,261.7740017,1820
Michigan,Oakland,46523.24594,1824
Michigan,Oceana,170.622308,1825
Michigan,Ogemaw,4.857804564,1827
Michigan,Ontonagon,610.0514804,1829
Michigan,Osceola,576.9306026,1830
Michigan,Oscoda,5.562607974,1832
Michigan,Otsego,500.2496462,1834
Michigan,Ottawa,9538.781511,1837
Michigan,Presque Isle,1185.818133,1840
Michigan,Roscommon,1330.450797,1843
Michigan,Saginaw,6180.484134,1845
Michigan,St. Clair,8045.977155,1854
Michigan,St. Joseph,884.1846872,1857
Michigan,Sanilac,623.4281843,1858
Michigan,Schoolcraft,523.6961305,1861
Michigan,Shiawassee,1465.185798,1863
Michigan,Tuscola,640.8232294,1866
Michigan,Van Buren,547.841897,1867
Michigan,Washtenaw,7961.012609,1869
Michigan,Wayne,34753.75071,1871
Michigan,Wexford,592.9674475,1873
Minnesota,Aitkin,1320.00829,1875
Minnesota,Anoka,12311.0822,1877
Minnesota,Becker,1869.759621,1878
Minnesota,Beltrami,1123.897912,1880
Minnesota,Benton,1637.552004,1881
Minnesota,Big Stone,587.2692842,1882
Minnesota,Blue Earth,1865.533236,1886
Minnesota,Brown,1419.857545,1892
Minnesota,Carlton,1258.679227,1893
Minnesota,Carver,1564.855129,1894
Minnesota,Cass,998.6280907,1895
Minnesota,Chippewa,258.0163063,1896
Minnesota,Chisago,749.4455848,1897
Minnesota,Clay,1419.5223,1898
Minnesota,Clearwater,719.501018,1899
Minnesota,Cook,279.6966826,1900
Minnesota,Cottonwood,1087.414291,1902
Minnesota,Crow Wing,673.3557795,1903
Minnesota,Dakota,12018.70323,1904
Minnesota,Dodge,221.5162477,1906
Minnesota,Douglas,2770.72145,1907
Minnesota,Faribault,522.5888249,1908
Minnesota,Fillmore,87.02310184,1909
Minnesota,Freeborn,1821.993108,1910
Minnesota,Goodhue,2068.917039,1911
Minnesota,Grant,626.9888759,1912
Minnesota,Hennepin,40469.55164,1913
Minnesota,Houston,239.6257968,1914
Minnesota,Hubbard,926.4961767,1915
Minnesota,Isanti,600.3984077,1916
Minnesota,Itasca,1605.138244,1917
Minnesota,Jackson,539.917936,1918
Minnesota,Kanabec,76.5644861,1919
Minnesota,Kandiyohi,1653.392363,1920
Minnesota,Kittson,230.3631427,1921
Minnesota,Koochiching,1139.33288,1922
Minnesota,Lac qui Parle,198.8409221,1923
Minnesota,Lake,202.291942,1926
Minnesota,Lake of the Woods,325.7243215,1927
Minnesota,Le Sueur,101.0082317,1929
Minnesota,Lincoln,1413.564364,1931
Minnesota,Lyon,1126.636176,1932
Minnesota,McLeod,1160.876127,1934
Minnesota,Mahnomen,229.1849756,1936
Minnesota,Marshall,1142.020496,1937
Minnesota,Martin,2140.002114,1940
Minnesota,Meeker,522.873943,1941
Minnesota,Mille Lacs,249.9512694,1943
Minnesota,Morrison,1794.381416,1944
Minnesota,Mower,2335.755562,1945
Minnesota,Murray,691.0102401,1947
Minnesota,Nicollet,1192.129074,1948
Minnesota,Nobles,1784.066638,1950
Minnesota,Norman,361.3058695,1951
Minnesota,Olmsted,3883.667102,1953
Minnesota,Otter Tail,2333.011716,1954
Minnesota,Pennington,296.7081305,1956
Minnesota,Pine,851.1924203,1957
Minnesota,Pipestone,738.019297,1958
Minnesota,Polk,1564.606857,1959
Minnesota,Pope,261.3163873,1961
Minnesota,Ramsey,16331.77396,1964
Minnesota,Red Lake,263.1201178,1966
Minnesota,Redwood,1464.188478,1969
Minnesota,Renville,1700.684923,1971
Minnesota,Rice,1697.505246,1973
Minnesota,Rock,495.9464353,1974
Minnesota,Roseau,815.3615352,1976
Minnesota,St. Louis,8785.963104,1978
Minnesota,Scott,2536.761904,1979
Minnesota,Sherburne,1639.718884,1980
Minnesota,Sibley,78.16470722,1982
Minnesota,Stearns,3236.756796,1984
Minnesota,Steele,1080.026788,1985
Minnesota,Stevens,361.5685841,1987
Minnesota,Swift,958.2344371,1988
Minnesota,Todd,1603.777447,1989
Minnesota,Traverse,329.3641461,1990
Minnesota,Wabasha,317.9705588,1991
Minnesota,Wadena,1399.883756,1992
Minnesota,Waseca,910.8567339,1993
Minnesota,Washington,9026.832776,1994
Minnesota,Watonwan,128.2218585,1996
Minnesota,Wilkin,303.66559,1997
Minnesota,Winona,1131.113298,1998
Minnesota,Wright,1159.585863,1999
Minnesota,Yellow Medicine,619.551627,1531
Mississippi,Adams,1300.713054,1534
Mississippi,Alcorn,734.7992299,1538
Mississippi,Amite,418.3082062,1539
Mississippi,Attala,375.825891,1541
Mississippi,Benton,397.1109617,1544
Mississippi,Bolivar,1635.118718,1547
Mississippi,Calhoun,276.0413707,1548
Mississippi,Carroll,858.1931062,1549
Mississippi,Chickasaw,106.6100757,1550
Mississippi,Choctaw,40.31353805,1552
Mississippi,Claiborne,199.7509343,1555
Mississippi,Clarke,386.9239363,1557
Mississippi,Clay,473.6830015,1559
Mississippi,Coahoma,807.5223254,1562
Mississippi,Copiah,1146.48612,1564
Mississippi,Covington,0,1567
Mississippi,DeSoto,4419.399912,1571
Mississippi,Forrest,1071.976858,1572
Mississippi,Franklin,408.5723891,1575
Mississippi,George,265.0407002,1577
Mississippi,Greene,272.7355882,1579
Mississippi,Grenada,690.3024617,1581
Mississippi,Hancock,3036.440916,1583
Mississippi,Harrison,8815.948468,1587
Mississippi,Hinds,7713.764547,1591
Mississippi,Holmes,598.9119422,1593
Mississippi,Humphreys,272.1805742,1596
Mississippi,Issaquena,59.08927601,1598
Mississippi,Itawamba,369.5767568,1601
Mississippi,Jackson,4608.551562,1605
Mississippi,Jasper,421.9356711,1607
Mississippi,Jefferson,134.4131602,1610
Mississippi,Jefferson Davis,52.38127176,1612
Mississippi,Jones,1086.469377,1615
Mississippi,Kemper,558.9337312,1616
Mississippi,Lafayette,1837.75763,1620
Mississippi,Lamar,794.0378183,1623
Mississippi,Lauderdale,2263.465308,1628
Mississippi,Lawrence,399.6074225,1632
Mississippi,Leake,440.3002388,1636
Mississippi,Lee,2223.224854,1638
Mississippi,Leflore,1095.932688,1643
Mississippi,Lincoln,1040.956115,1645
Mississippi,Lowndes,1515.861887,1647
Mississippi,Madison,2263.132242,1651
Mississippi,Marion,643.9752598,1653
Mississippi,Marshall,782.118786,1655
Mississippi,Monroe,443.664615,1656
Mississippi,Montgomery,1078.191303,1658
Mississippi,Neshoba,174.4620987,1661
Mississippi,Newton,426.6541695,1663
Mississippi,Noxubee,306.7946895,1666
Mississippi,Oktibbeha,1113.412566,1668
Mississippi,Panola,1041.242817,1671
Mississippi,Pearl River,1339.453923,1676
Mississippi,Perry,121.8181346,1679
Mississippi,Pike,443.5370499,1680
Mississippi,Pontotoc,430.447489,1682
Mississippi,Prentiss,166.3503205,1684
Mississippi,Quitman,263.0518943,1685
Mississippi,Rankin,3961.876538,1690
Mississippi,Scott,500.9070428,1692
Mississippi,Sharkey,57.59257881,1695
Mississippi,Simpson,268.3136745,1698
Mississippi,Smith,364.1094926,1709
Mississippi,Stone,487.2438507,1712
Mississippi,Sunflower,543.8591821,1721
Mississippi,Tallahatchie,722.2282262,1725
Mississippi,Tate,1028.070093,1727
Mississippi,Tippah,191.3336805,1730
Mississippi,Tishomingo,0,1732
Mississippi,Tunica,227.3676066,1735
Mississippi,Union,493.9210418,1737
Mississippi,Walthall,684.8251082,1740
Mississippi,Warren,1774.548889,1746
Mississippi,Washington,1021.812868,1750
Mississippi,Wayne,165.0548414,1753
Mississippi,Webster,231.4185196,1756
Mississippi,Wilkinson,253.1900558,1757
Mississippi,Winston,468.7845047,1758
Mississippi,Yalobusha,436.0442396,1759
Mississippi,Yazoo,1060.574185,1760
Missouri,Adair,664.7766475,1761
Missouri,Andrew,376.5432651,1762
Missouri,Atchison,76.46834085,1763
Missouri,Audrain,650.2644163,1766
Missouri,Barry,521.908188,1767
Missouri,Barton,517.0443683,1771
Missouri,Bates,159.2971375,1776
Missouri,Benton,319.0135814,1778
Missouri,Bollinger,598.5581476,1781
Missouri,Boone,4087.274121,1783
Missouri,Buchanan,2789.751052,1789
Missouri,Butler,1202.525379,1792
Missouri,Caldwell,310.2059222,1795
Missouri,Callaway,850.0878125,1799
Missouri,Camden,564.1607462,1803
Missouri,Cape Girardeau,3287.455559,1808
Missouri,Carroll,404.4674622,1822
Missouri,Carter,439.9122763,1001
Missouri,Cass,4209.212159,1004
Missouri,Cedar,216.5177894,1007
Missouri,Chariton,606.5361419,1011
Missouri,Christian,1408.070117,1014
Missouri,Clark,200.9968482,1015
Missouri,Clay,6158.009162,1018
