State,County,SNAPS17,FID,FID
Indiana,Martin,7.666666667,418,418
Indiana,Miami,30.66666667,420,420
Indiana,Monroe,71.66666667,422,422
Indiana,Montgomery,33.41666667,425,425
Indiana,Morgan,49.25,430,430
Indiana,Newton,13.58333333,433,433
Indiana,Noble,35.91666667,436,436
Indiana,Ohio,4,440,440
Indiana,Orange,17.41666667,444,444
Indiana,Owen,17.83333333,448,448
Indiana,Parke,12,452,452
Indiana,Perry,11.33333333,459,459
Indiana,Pike,8.916666667,465,465
Indiana,Porter,95.91666667,468,468
Indiana,Posey,14.66666667,471,471
Indiana,Pulaski,13,477,477
Indiana,Putnam,29.58333333,480,480
Indiana,Randolph,22.41666667,485,485
Indiana,Ripley,22.08333333,488,488
Indiana,Rush,12.41666667,493,493
Indiana,St. Joseph,199.4166667,496,496
Indiana,Scott,21.75,504,504
Indiana,Shelby,25.08333333,506,506
Indiana,Spencer,7.5,509,509
Indiana,Starke,19.5,512,512
Indiana,Steuben,29,515,515
Indiana,Sullivan,17,518,518
Indiana,Switzerland,11,526,526
Indiana,Tippecanoe,103.3333333,530,530
Indiana,Tipton,8.583333333,534,534
Indiana,Union,7,538,538
Indiana,Vanderburgh,140.6666667,543,543
Indiana,Vermillion,16.75,548,548
Indiana,Vigo,90.83333333,553,553
Indiana,Wabash,27.58333333,555,555
Indiana,Warren,3,567,567
Indiana,Warrick,27,575,575
Indiana,Washington,18,584,584
Indiana,Wayne,64,586,586
Indiana,Wells,15,590,590
Indiana,White,19.66666667,594,594
Indiana,Whitley,21.33333333,597,597
Iowa,Adair,7,598,598
Iowa,Adams,3.333333333,602,602
Iowa,Allamakee,16.25,608,608
Iowa,Appanoose,14.5,611,611
Iowa,Audubon,6.083333333,615,615
Iowa,Benton,17.83333333,619,619
Iowa,Black Hawk,125.8333333,623,623
Iowa,Boone,20,625,625
Iowa,Bremer,20.75,631,631
Iowa,Buchanan,17,632,632
Iowa,Buena Vista,18.16666667,633,633
Iowa,Butler,15.41666667,361,361
Iowa,Calhoun,10,365,365
Iowa,Carroll,16.41666667,369,369
Iowa,Cass,11.75,374,374
Iowa,Cedar,18.16666667,379,379
Iowa,Cerro Gordo,40,383,383
Iowa,Cherokee,10.25,388,388
Iowa,Chickasaw,11.16666667,393,393
Iowa,Clarke,12.66666667,397,397
Iowa,Clay,12,398,398
Iowa,Clayton,18.66666667,402,402
Iowa,Clinton,38.5,404,404
Iowa,Crawford,11.25,408,408
Iowa,Dallas,49.5,413,413
Iowa,Davis,7.333333333,416,416
Iowa,Decatur,8.833333333,419,419
Iowa,Delaware,7,421,421
Iowa,Des Moines,38.58333333,424,424
Iowa,Dickinson,14.5,427,427
Iowa,Dubuque,69.58333333,434,434
Iowa,Emmet,9,437,437
Iowa,Fayette,17.75,442,442
Iowa,Floyd,14.91666667,447,447
Iowa,Franklin,12.41666667,451,451
Iowa,Fremont,6.666666667,455,455
Iowa,Greene,8,458,458
Iowa,Grundy,10.91666667,460,460
Iowa,Guthrie,9.5,467,467
Iowa,Hamilton,14.66666667,469,469
Iowa,Hancock,8,470,470
Iowa,Hardin,21.5,475,475
Iowa,Harrison,12.58333333,478,478
Iowa,Henry,15.16666667,479,479
Iowa,Howard,10.91666667,481,481
Iowa,Humboldt,10.5,487,487
Iowa,Ida,9.5,491,491
Iowa,Iowa,14.91666667,495,495
Iowa,Jackson,14.66666667,499,499
Iowa,Jasper,27.08333333,505,505
Iowa,Jefferson,13.16666667,507,507
Iowa,Johnson,79,508,508
Iowa,Jones,15,516,516
Iowa,Keokuk,10.33333333,520,520
Iowa,Kossuth,14,523,523
Iowa,Lee,30.08333333,531,531
Iowa,Linn,160.3333333,535,535
Iowa,Louisa,12.41666667,539,539
Iowa,Lucas,10,542,542
Iowa,Lyon,7,546,546
Iowa,Madison,11,550,550
Iowa,Mahaska,20,554,554
Iowa,Marion,28.16666667,561,561
Iowa,Marshall,38.16666667,568,568
Iowa,Mills,10.16666667,569,569
Iowa,Mitchell,12.25,572,572
Iowa,Monona,8,576,576
Iowa,Monroe,7,580,580
Iowa,Montgomery,11.16666667,595,595
Iowa,Muscatine,34.33333333,600,600
Iowa,O'Brien,15.58333333,604,604
Iowa,Osceola,3.583333333,607,607
Iowa,Page,14,612,612
Iowa,Palo Alto,5.833333333,618,618
Iowa,Plymouth,11.25,622,622
Iowa,Pocahontas,8.5,624,624
Iowa,Polk,376,629,629
Iowa,Pottawattamie,65.08333333,637,637
Iowa,Poweshiek,19.83333333,640,640
Iowa,Ringgold,5.666666667,642,642
Iowa,Sac,7.416666667,647,647
Iowa,Scott,148.5,657,657
Iowa,Shelby,11,660,660
Iowa,Sioux,16.83333333,663,663
Iowa,Story,55.91666667,668,668
Iowa,Tama,17.25,671,671
Iowa,Taylor,6.416666667,674,674
Iowa,Union,12,675,675
Iowa,Van Buren,11,678,678
Iowa,Wapello,36.33333333,681,681
Iowa,Warren,35.08333333,685,685
Iowa,Washington,18,687,687
Iowa,Wayne,7.583333333,691,691
Iowa,Webster,32.75,694,694
Iowa,Winnebago,11.5,696,696
Iowa,Winneshiek,12.16666667,698,698
Iowa,Woodbury,83.83333333,702,702
Iowa,Worth,6.833333333,703,703
Iowa,Wright,19.83333333,705,705
Kansas,Allen,15.41666667,709,709
Kansas,Anderson,5,712,712
Kansas,Atchison,10.25,715,715
Kansas,Barber,4.166666667,717,717
Kansas,Barton,25.41666667,719,719
Kansas,Bourbon,10.08333333,722,722
Kansas,Brown,7.833333333,723,723
Kansas,Butler,36.25,726,726
Kansas,Chase,2,729,729
Kansas,Chautauqua,5.583333333,730,730
Kansas,Cherokee,14.58333333,732,732
Kansas,Cheyenne,3,736,736
Kansas,Clark,2,738,738
Kansas,Clay,9,739,739
Kansas,Cloud,9,740,740
Kansas,Coffey,10,745,745
Kansas,Comanche,3,748,748
Kansas,Cowley,25,752,752
Kansas,Crawford,30.41666667,756,756
Kansas,Decatur,2,759,759
Kansas,Dickinson,16.16666667,762,762
Kansas,Doniphan,5.583333333,765,765
Kansas,Douglas,51.5,767,767
Kansas,Edwards,2,770,770
Kansas,Elk,3,773,773
Kansas,Ellis,19,774,774
Kansas,Ellsworth,5.583333333,776,776
Kansas,Finney,25.83333333,778,778
Kansas,Ford,23.16666667,784,784
Kansas,Franklin,18.33333333,786,786
Kansas,Geary,22.25,788,788
Kansas,Gove,3,790,790
Kansas,Graham,3,791,791
Kansas,Grant,5,794,794
Kansas,Gray,5,798,798
Kansas,Greeley,1,801,801
Kansas,Greenwood,7,803,803
Kansas,Hamilton,4,805,805
Kansas,Harper,8,807,807
Kansas,Harvey,23.91666667,812,812
Kansas,Haskell,5,815,815
Kansas,Hodgeman,2,818,818
Kansas,Jackson,8.75,819,819
Kansas,Jefferson,13.08333333,821,821
Kansas,Jewell,3,822,822
Kansas,Johnson,250.5,824,824
Kansas,Kearny,5,826,826
Kansas,Kingman,5.916666667,827,827
Kansas,Kiowa,3,829,829
Kansas,Labette,22.25,831,831
Kansas,Lane,4,833,833
Kansas,Leavenworth,32.75,836,836
Kansas,Lincoln,2,838,838
Kansas,Linn,8.75,840,840
Kansas,Logan,2,842,842
Kansas,Lyon,25,844,844
Kansas,McPherson,22.58333333,846,846
Kansas,Marion,9.416666667,848,848
Kansas,Marshall,8.333333333,850,850
Kansas,Meade,5.5,851,851
Kansas,Miami,13.91666667,853,853
Kansas,Mitchell,6.75,854,854
Kansas,Montgomery,29.16666667,856,856
Kansas,Morris,3,858,858
Kansas,Morton,3,859,859
Kansas,Nemaha,7.75,861,861
Kansas,Neosho,15.91666667,862,862
Kansas,Ness,4,864,864
Kansas,Norton,7,866,866
Kansas,Osage,15.16666667,867,867
Kansas,Osborne,5,869,869
Kansas,Ottawa,3,870,870
Kansas,Pawnee,6,872,872
Kansas,Phillips,6,873,873
Kansas,Pottawatomie,8,876,876
Kansas,Pratt,6.75,878,878
Kansas,Rawlins,3,880,880
Kansas,Reno,39.41666667,882,882
Kansas,Republic,5,884,884
Kansas,Rice,9.083333333,886,886
Kansas,Riley,29.5,888,888
Kansas,Rooks,6,889,889
Kansas,Rush,4,891,891
Kansas,Russell,6.5,893,893
Kansas,Saline,43.75,895,895
Kansas,Scott,6.583333333,897,897
Kansas,Sedgwick,308.75,898,898
Kansas,Seward,17.16666667,900,900
Kansas,Shawnee,102.5,902,902
Kansas,Sheridan,2.75,904,904
Kansas,Sherman,6,907,907
Kansas,Smith,5.666666667,909,909
Kansas,Stafford,2.083333333,911,911
Kansas,Stanton,2,913,913
Kansas,Stevens,2.5,914,914
Kansas,Sumner,16.66666667,916,916
Kansas,Thomas,10,917,917
Kansas,Trego,3.833333333,919,919
Kansas,Wabaunsee,4.666666667,920,920
Kansas,Wallace,1,921,921
Kansas,Washington,8,922,922
Kansas,Wichita,3,923,923
Kansas,Wilson,12,925,925
Kansas,Woodson,6,926,926
Kansas,Wyandotte,129.75,927,927
Kentucky,Adair,18.25,928,928
Kentucky,Allen,14,929,929
Kentucky,Anderson,15.08333333,930,930
Kentucky,Ballard,9.083333333,932,932
Kentucky,Barren,44,933,933
Kentucky,Bath,12,934,934
Kentucky,Bell,32.91666667,936,936
Kentucky,Boone,88.75,1002,1002
Kentucky,Bourbon,20.83333333,1005,1005
Kentucky,Boyd,52.41666667,1008,1008
Kentucky,Boyle,28.5,1010,1010
Kentucky,Bracken,9.083333333,1013,1013
Kentucky,Breathitt,18.91666667,1017,1017
Kentucky,Breckinridge,19.58333333,1020,1020
Kentucky,Bullitt,54.75,1024,1024
Kentucky,Butler,9.75,1026,1026
Kentucky,Caldwell,15,1031,1031
Kentucky,Calloway,29,1033,1033
Kentucky,Campbell,65.91666667,1035,1035
Kentucky,Carlisle,8,1039,1039
Kentucky,Carroll,16,1041,1041
Kentucky,Carter,35.91666667,1044,1044
Kentucky,Casey,18.25,1048,1048
Kentucky,Christian,67.66666667,1050,1050
Kentucky,Clark,32.58333333,1053,1053
Kentucky,Clay,32.75,1056,1056
Kentucky,Clinton,14.66666667,1059,1059
Kentucky,Crittenden,6.916666667,1064,1064
Kentucky,Cumberland,10,1067,1067
Kentucky,Daviess,98.16666667,1071,1071
Kentucky,Edmonson,11,1073,1073
Kentucky,Elliott,10.16666667,1075,1075
Kentucky,Estill,15,1077,1077
Kentucky,Fayette,217.8333333,1080,1080
Kentucky,Fleming,18.16666667,1083,1083
Kentucky,Floyd,59.83333333,1085,1085
Kentucky,Franklin,47.33333333,1086,1086
Kentucky,Fulton,7.5,1088,1088
Kentucky,Gallatin,8,1090,1090
Kentucky,Garrard,12.58333333,1092,1092
Kentucky,Grant,21.33333333,1094,1094
Kentucky,Graves,41.83333333,1097,1097
Kentucky,Grayson,28.41666667,1100,1100
Kentucky,Green,7,1102,1102
Kentucky,Greenup,33.58333333,1105,1105
Kentucky,Hancock,8,1107,1107
Kentucky,Hardin,82.75,1110,1110
Kentucky,Harlan,35.33333333,1114,1114
Kentucky,Harrison,15.16666667,1119,1119
Kentucky,Hart,23.25,1121,1121
Kentucky,Henderson,43.08333333,1126,1126
Kentucky,Henry,20.5,1129,1129
Kentucky,Hickman,4.25,1130,1130
Kentucky,Hopkins,43.75,1136,1136
Kentucky,Jackson,14.16666667,1140,1140
Kentucky,Jefferson,595.4166667,1143,1143
Kentucky,Jessamine,37.66666667,1145,1145
Kentucky,Johnson,31.16666667,1148,1148
Kentucky,Kenton,116.3333333,1151,1151
Kentucky,Knott,16.91666667,1154,1154
Kentucky,Knox,35.25,1159,1159
Kentucky,Larue,11.91666667,1162,1162
Kentucky,Laurel,68.08333333,1166,1166
Kentucky,Lawrence,18.66666667,1167,1167
Kentucky,Lee,10.91666667,1171,1171
Kentucky,Leslie,17,1175,1175
Kentucky,Letcher,31.58333333,1178,1178
Kentucky,Lewis,16.33333333,1180,1180
Kentucky,Lincoln,23.66666667,1184,1184
Kentucky,Livingston,13.91666667,1187,1187
Kentucky,Logan,21.25,1190,1190
Kentucky,Lyon,5.25,1193,1193
Kentucky,McCracken,63.75,1196,1196
Kentucky,McCreary,18.25,1198,1198
Kentucky,McLean,11,1201,1201
Kentucky,Madison,84.58333333,1204,1204
Kentucky,Magoffin,19.66666667,1206,1206
Kentucky,Marion,16.41666667,1210,1210
Kentucky,Marshall,27.41666667,1213,1213
Kentucky,Martin,18.66666667,1215,1215
Kentucky,Mason,26,1217,1217
Kentucky,Meade,21.41666667,1220,1220
Kentucky,Menifee,7.083333333,1222,1222
Kentucky,Mercer,16.66666667,1225,1225
Kentucky,Metcalfe,8.25,1228,1228
Kentucky,Monroe,17.91666667,1230,1230
Kentucky,Montgomery,34.25,1233,1233
Kentucky,Morgan,19.16666667,1235,1235
Kentucky,Muhlenberg,26.16666667,1238,1238
Kentucky,Nelson,35.91666667,1243,1243
Kentucky,Nicholas,6.083333333,1246,1246
Kentucky,Ohio,17.91666667,1249,1249
Kentucky,Oldham,19.41666667,1252,1252
Kentucky,Owen,8.5,1255,1255
Kentucky,Owsley,6.25,1257,1257
Kentucky,Pendleton,7.333333333,1260,1260
Kentucky,Perry,47.66666667,1265,1265
Kentucky,Pike,82.66666667,1267,1267
Kentucky,Powell,17.41666667,1270,1270
Kentucky,Pulaski,73.83333333,1272,1272
Kentucky,Robertson,3,1273,1273
Kentucky,Rockcastle,18.25,1276,1276
Kentucky,Rowan,26.83333333,1279,1279
Kentucky,Russell,24.41666667,1282,1282
Kentucky,Scott,34.41666667,1283,1283
Kentucky,Shelby,29.58333333,1285,1285
Kentucky,Simpson,14.91666667,1287,1287
Kentucky,Spencer,6.25,1000,1000
Kentucky,Taylor,24.08333333,1003,1003
Kentucky,Todd,8.5,1006,1006
Kentucky,Trigg,12,1009,1009
Kentucky,Trimble,5.166666667,1012,1012
Kentucky,Union,18.83333333,1016,1016
Kentucky,Warren,104.1666667,1019,1019
Kentucky,Washington,10.58333333,1023,1023
Kentucky,Wayne,20.41666667,1027,1027
Kentucky,Webster,18.75,1029,1029
Kentucky,Whitley,53.66666667,1034,1034
Kentucky,Wolfe,13.5,1037,1037
Kentucky,Woodford,17.66666667,1042,1042
Louisiana,Acadia,73.66666667,1046,1046
Louisiana,Allen,27.58333333,1051,1051
Louisiana,Ascension,94.5,1055,1055
Louisiana,Assumption,16.66666667,1060,1060
Louisiana,Avoyelles,63.33333333,1062,1062
Louisiana,Beauregard,26.5,1066,1066
Louisiana,Bienville,21.58333333,1069,1069
Louisiana,Bossier,88.16666667,1076,1076
Louisiana,Caddo,216.9166667,1079,1079
Louisiana,Calcasieu,209.5833333,1081,1081
Louisiana,Caldwell,10.41666667,1084,1084
Louisiana,Cameron,7.916666667,1089,1089
Louisiana,Catahoula,12,1093,1093
Louisiana,Claiborne,11.83333333,1095,1095
Louisiana,Concordia,23,1098,1098
Louisiana,De Soto,23.58333333,1103,1103
Louisiana,East Baton Rouge,429.6666667,1108,1108
Louisiana,East Carroll,12.83333333,1111,1111
Louisiana,East Feliciana,17.16666667,1115,1115
Louisiana,Evangeline,47.25,1118,1118
Louisiana,Franklin,25.83333333,1123,1123
Louisiana,Grant,14,1127,1127
Louisiana,Iberia,79.83333333,1133,1133
Louisiana,Iberville,28.58333333,1134,1134
Louisiana,Jackson,14,1138,1138
Louisiana,Jefferson,385.5,1147,1147
Louisiana,Jefferson Davis,30.83333333,1155,1155
Louisiana,Lafayette,214.25,1161,1161
Louisiana,Lafourche,70,1280,1280
Louisiana,La Salle,13,1289,1289
Louisiana,Lincoln,35.5,1291,1291
Louisiana,Livingston,105.5833333,1295,1295
Louisiana,Madison,11.58333333,1297,1297
Louisiana,Morehouse,25.75,1299,1299
Louisiana,Natchitoches,33.33333333,1301,1301
Louisiana,Orleans,320.5833333,1304,1304
Louisiana,Ouachita,139,1306,1306
Louisiana,Plaquemines,17.41666667,1427,1427
Louisiana,Pointe Coupee,24.41666667,1431,1431
Louisiana,Rapides,130,1434,1434
Louisiana,Red River,8.666666667,1436,1436
Louisiana,Richland,20.75,1439,1439
Louisiana,Sabine,21.33333333,1441,1441
Louisiana,St. Bernard,56,1463,1463
Louisiana,St. Charles,41.75,1466,1466
Louisiana,St. Helena,9.5,1467,1467
Louisiana,St. James,19.5,1468,1468
Louisiana,St. John the Baptist,39.66666667,1469,1469
Louisiana,St. Landry,111.5,1471,1471
Louisiana,St. Martin,57.41666667,1473,1473
Louisiana,St. Mary,61.08333333,1474,1474
Louisiana,St. Tammany,181.4166667,1475,1475
Louisiana,Tangipahoa,143,1476,1476
Louisiana,Tensas,6,1479,1479
Louisiana,Terrebonne,107.0833333,1501,1501
Louisiana,Union,17.5,1507,1507
Louisiana,Vermilion,52.75,1510,1510
Louisiana,Vernon,33.5,1513,1513
Louisiana,Washington,57.08333333,1516,1516
Louisiana,Webster,51.33333333,1518,1518
Louisiana,West Baton Rouge,26.91666667,1520,1520
Louisiana,West Carroll,11.75,1522,1522
Louisiana,West Feliciana,8.25,1524,1524
Louisiana,Winn,11,1529,1529
Maine,Androscoggin,126.1666667,1532,1532
Maine,Aroostook,92.08333333,1535,1535
Maine,Cumberland,226.3333333,1608,1608
Maine,Franklin,39.16666667,1619,1619
Maine,Hancock,50.83333333,1748,1748
Maine,Kennebec,139.4166667,1755,1755
Maine,Knox,48.41666667,1774,1774
Maine,Lincoln,32.66666667,1835,1835
Maine,Oxford,65.25,1842,1842
Maine,Penobscot,169.8333333,1846,1846
Maine,Piscataquis,28.08333333,1851,1851
Maine,Sagadahoc,26.08333333,1855,1855
Maine,Somerset,60.91666667,1860,1860
Maine,Waldo,41.33333333,1865,1865
Maine,Washington,52.08333333,1884,1884
Maine,York,142.3333333,1901,1901
Maryland,Allegany,64.58333333,1905,1905
Maryland,Anne Arundel,263.6666667,1925,1925
Maryland,Calvert,42.58333333,1946,1946
Maryland,Caroline,33.33333333,1949,1949
Maryland,Carroll,78.33333333,1955,1955
Maryland,Cecil,68.91666667,1963,1963
Maryland,Charles,78.83333333,1294,1294
Maryland,Dorchester,31.41666667,1346,1346
Maryland,Frederick,118,1357,1357
Maryland,Garrett,35.58333333,1361,1361
Maryland,Harford,135.8333333,1372,1372
Maryland,Howard,98.33333333,1379,1379
Maryland,Kent,23.33333333,1394,1394
Maryland,Montgomery,328.25,1398,1398
Maryland,Prince George's,451.25,1403,1403
Maryland,Queen Anne's,34.33333333,1413,1413
Maryland,St. Mary's,52.16666667,1421,1421
Maryland,Somerset,18.5,1430,1430
Maryland,Talbot,30.5,1438,1438
Maryland,Washington,101.1666667,1445,1445
Maryland,Wicomico,94,1446,1446
Maryland,Worcester,53.41666667,1456,1456
Massachusetts,Barnstable,180.0833333,1478,1478
Massachusetts,Berkshire,92.41666667,1480,1480
Massachusetts,Bristol,483.75,1486,1486
Massachusetts,Dukes,9.25,1491,1491
Massachusetts,Essex,509.3333333,1519,1519
Massachusetts,Franklin,63.58333333,1523,1523
Massachusetts,Hampden,457.5833333,1526,1526
Massachusetts,Hampshire,102.5833333,1527,1527
Massachusetts,Middlesex,819.8333333,1533,1533
Massachusetts,Nantucket,3.416666667,1537,1537
Massachusetts,Norfolk,337.5,1543,1543
Massachusetts,Plymouth,314.6666667,1569,1569
Massachusetts,Suffolk,636.4166667,1585,1585
Massachusetts,Worcester,561.9166667,1599,1599
Michigan,Alcona,11.5,1603,1603
Michigan,Alger,12.25,1609,1609
Michigan,Allegan,71.33333333,1611,1611
Michigan,Alpena,34,1614,1614
Michigan,Antrim,15.91666667,1617,1617
Michigan,Arenac,25.58333333,1621,1621
Michigan,Baraga,7.416666667,1624,1624
Michigan,Barry,39.5,1627,1627
Michigan,Bay,115.8333333,1631,1631
Michigan,Benzie,16.41666667,1634,1634
Michigan,Berrien,136.5,1635,1635
Michigan,Branch,43.33333333,1640,1640
Michigan,Calhoun,153.8333333,1641,1641
Michigan,Cass,39.25,1644,1644
Michigan,Charlevoix,27.58333333,1648,1648
Michigan,Cheboygan,21.66666667,1649,1649
Michigan,Chippewa,34.33333333,1660,1660
Michigan,Clare,49.41666667,1665,1665
Michigan,Clinton,42.16666667,1669,1669
Michigan,Crawford,16.58333333,1672,1672
Michigan,Delta,30.66666667,1675,1675
Michigan,Dickinson,20.66666667,1677,1677
Michigan,Eaton,83.41666667,1678,1678
Michigan,Emmet,35.33333333,1686,1686
Michigan,Genesee,423.25,1688,1688
Michigan,Gladwin,38.91666667,1691,1691
Michigan,Gogebic,18,1693,1693
Michigan,Grand Traverse,71,1697,1697
Michigan,Gratiot,40.83333333,1700,1700
Michigan,Hillsdale,32.25,1701,1701
Michigan,Houghton,28.58333333,1705,1705
Michigan,Huron,35.91666667,1708,1708
Michigan,Ingham,211.3333333,1710,1710
Michigan,Ionia,48.91666667,1713,1713
Michigan,Iosco,36.83333333,1715,1715
Michigan,Iron,14.08333333,1716,1716
Michigan,Isabella,51.75,1717,1717
Michigan,Jackson,132.8333333,1719,1719
Michigan,Kalamazoo,189.4166667,1720,1720
Michigan,Kalkaska,20.75,1722,1722
Michigan,Kent,448.5,1726,1726
Michigan,Keweenaw,1,1743,1743
Michigan,Lake,14.5,1749,1749
Michigan,Lapeer,70.91666667,1752,1752
Michigan,Leelanau,13.41666667,1765,1765
Michigan,Lenawee,72.16666667,1768,1768
Michigan,Livingston,72,1770,1770
Michigan,Luce,9,1773,1773
Michigan,Mackinac,15.58333333,1779,1779
Michigan,Macomb,772.25,1785,1785
Michigan,Manistee,28.66666667,1787,1787
Michigan,Marquette,46.41666667,1793,1793
Michigan,Mason,31.66666667,1797,1797
Michigan,Mecosta,44.66666667,1800,1800
Michigan,Menominee,19.66666667,1802,1802
Michigan,Midland,57.25,1806,1806
Michigan,Missaukee,16.91666667,1810,1810
Michigan,Monroe,95.5,1812,1812
Michigan,Montcalm,75.08333333,1815,1815
Michigan,Montmorency,10.91666667,1816,1816
Michigan,Muskegon,165.0833333,1818,1818
Michigan,Newaygo,48.16666667,1820,1820
Michigan,Oakland,894.4166667,1824,1824
Michigan,Oceana,30.75,1825,1825
Michigan,Ogemaw,31.5,1827,1827
Michigan,Ontonagon,8.916666667,1829,1829
Michigan,Osceola,28,1830,1830
Michigan,Oscoda,12,1832,1832
Michigan,Otsego,31.58333333,1834,1834
Michigan,Ottawa,132.9166667,1837,1837
Michigan,Presque Isle,16.08333333,1840,1840
Michigan,Roscommon,37.08333333,1843,1843
Michigan,Saginaw,183.5833333,1845,1845
Michigan,St. Clair,154.5833333,1854,1854
Michigan,St. Joseph,65.5,1857,1857
Michigan,Sanilac,52.75,1858,1858
Michigan,Schoolcraft,10.58333333,1861,1861
Michigan,Shiawassee,50.16666667,1863,1863
Michigan,Tuscola,53.91666667,1866,1866
Michigan,Van Buren,86.5,1867,1867
Michigan,Washtenaw,213.8333333,1869,1869
Michigan,Wayne,2140.75,1871,1871
Michigan,Wexford,35.66666667,1873,1873
Minnesota,Aitkin,11.25,1875,1875
Minnesota,Anoka,164.8333333,1877,1877
Minnesota,Becker,27.91666667,1878,1878
Minnesota,Beltrami,34.25,1880,1880
Minnesota,Benton,25.33333333,1881,1881
Minnesota,Big Stone,6,1882,1882
Minnesota,Blue Earth,41.33333333,1886,1886
Minnesota,Brown,16.91666667,1892,1892
Minnesota,Carlton,29.25,1893,1893
Minnesota,Carver,37.25,1894,1894
Minnesota,Cass,30.5,1895,1895
Minnesota,Chippewa,9,1896,1896
Minnesota,Chisago,18.16666667,1897,1897
Minnesota,Clay,31.66666667,1898,1898
Minnesota,Clearwater,8.583333333,1899,1899
Minnesota,Cook,4,1900,1900
Minnesota,Cottonwood,10,1902,1902
Minnesota,Crow Wing,50.25,1903,1903
Minnesota,Dakota,216.1666667,1904,1904
Minnesota,Dodge,11.16666667,1906,1906
Minnesota,Douglas,24.58333333,1907,1907
Minnesota,Faribault,15,1908,1908
Minnesota,Fillmore,15.41666667,1909,1909
Minnesota,Freeborn,27.33333333,1910,1910
Minnesota,Goodhue,32.41666667,1911,1911
Minnesota,Grant,6,1912,1912
Minnesota,Hennepin,589.4166667,1913,1913
Minnesota,Houston,11.58333333,1914,1914
Minnesota,Hubbard,16.66666667,1915,1915
Minnesota,Isanti,17.83333333,1916,1916
Minnesota,Itasca,32.25,1917,1917
Minnesota,Jackson,6.916666667,1918,1918
Minnesota,Kanabec,8.416666667,1919,1919
Minnesota,Kandiyohi,27.58333333,1920,1920
Minnesota,Kittson,4.75,1921,1921
Minnesota,Koochiching,13.33333333,1922,1922
Minnesota,Lac qui Parle,6,1923,1923
Minnesota,Lake,10,1926,1926
Minnesota,Lake of the Woods,3,1927,1927
Minnesota,Le Sueur,14.16666667,1929,1929
Minnesota,Lincoln,6,1931,1931
Minnesota,Lyon,21.83333333,1932,1932
Minnesota,McLeod,30,1934,1934
Minnesota,Mahnomen,6.25,1936,1936
Minnesota,Marshall,8.5,1937,1937
Minnesota,Martin,20.25,1940,1940
Minnesota,Meeker,14.16666667,1941,1941
Minnesota,Mille Lacs,18.16666667,1943,1943
Minnesota,Morrison,31.25,1944,1944
Minnesota,Mower,27.08333333,1945,1945
Minnesota,Murray,5.75,1947,1947
Minnesota,Nicollet,17.83333333,1948,1948
Minnesota,Nobles,23.66666667,1950,1950
Minnesota,Norman,5.583333333,1951,1951
Minnesota,Olmsted,80.5,1953,1953
Minnesota,Otter Tail,37.25,1954,1954
Minnesota,Pennington,9,1956,1956
Minnesota,Pine,23.91666667,1957,1957
Minnesota,Pipestone,10.41666667,1958,1958
Minnesota,Polk,19.58333333,1959,1959
Minnesota,Pope,8,1961,1961
Minnesota,Ramsey,310.5833333,1964,1964
Minnesota,Red Lake,3,1966,1966
Minnesota,Redwood,9.5,1969,1969
Minnesota,Renville,11.25,1971,1971
Minnesota,Rice,35.5,1973,1973
Minnesota,Rock,4.583333333,1974,1974
Minnesota,Roseau,12,1976,1976
Minnesota,St. Louis,153.6666667,1978,1978
Minnesota,Scott,56,1979,1979
Minnesota,Sherburne,30.41666667,1980,1980
Minnesota,Sibley,9.583333333,1982,1982
Minnesota,Stearns,95.91666667,1984,1984
Minnesota,Steele,26.33333333,1985,1985
Minnesota,Stevens,5.333333333,1987,1987
Minnesota,Swift,10.41666667,1988,1988
Minnesota,Todd,24.66666667,1989,1989
Minnesota,Traverse,3,1990,1990
Minnesota,Wabasha,12.66666667,1991,1991
Minnesota,Wadena,12.91666667,1992,1992
Minnesota,Waseca,12.25,1993,1993
Minnesota,Washington,104.0833333,1994,1994
Minnesota,Watonwan,14,1996,1996
Minnesota,Wilkin,4,1997,1997
Minnesota,Winona,29.58333333,1998,1998
Minnesota,Wright,59,1999,1999
Minnesota,Yellow Medicine,8.666666667,1531,1531
Mississippi,Adams,35.83333333,1534,1534
Mississippi,Alcorn,32.33333333,1538,1538
Mississippi,Amite,12.41666667,1539,1539
Mississippi,Attala,17.83333333,1541,1541
Mississippi,Benton,6.166666667,1544,1544
Mississippi,Bolivar,46.41666667,1547,1547
Mississippi,Calhoun,17.41666667,1548,1548
Mississippi,Carroll,8,1549,1549
Mississippi,Chickasaw,21.25,1550,1550
Mississippi,Choctaw,10,1552,1552
Mississippi,Claiborne,9.083333333,1555,1555
Mississippi,Clarke,14.25,1557,1557
Mississippi,Clay,29.58333333,1559,1559
Mississippi,Coahoma,37.25,1562,1562
Mississippi,Copiah,41.5,1564,1564
Mississippi,Covington,20.91666667,1567,1567
Mississippi,DeSoto,139.8333333,1571,1571
Mississippi,Forrest,97.58333333,1572,1572
Mississippi,Franklin,10.41666667,1575,1575
Mississippi,George,17.33333333,1577,1577
Mississippi,Greene,16.58333333,1579,1579
Mississippi,Grenada,28.33333333,1581,1581
Mississippi,Hancock,37.58333333,1583,1583
Mississippi,Harrison,202,1587,1587
Mississippi,Hinds,262.5833333,1591,1591
Mississippi,Holmes,29,1593,1593
Mississippi,Humphreys,14.83333333,1596,1596
