State,County,PCT_WIC12,FID
Indiana,Vanderburgh,2.51360165,543
Indiana,Vermillion,2.51360165,548
Indiana,Vigo,2.51360165,553
Indiana,Wabash,2.51360165,555
Indiana,Warren,2.51360165,567
Indiana,Warrick,2.51360165,575
Indiana,Washington,2.51360165,584
Indiana,Wayne,2.51360165,586
Indiana,Wells,2.51360165,590
Indiana,White,2.51360165,594
Indiana,Whitley,2.51360165,597
Iowa,Adair,2.249519634,598
Iowa,Adams,2.249519634,602
Iowa,Allamakee,2.249519634,608
Iowa,Appanoose,2.249519634,611
Iowa,Audubon,2.249519634,615
Iowa,Benton,2.249519634,619
Iowa,Black Hawk,2.249519634,623
Iowa,Boone,2.249519634,625
Iowa,Bremer,2.249519634,631
Iowa,Buchanan,2.249519634,632
Iowa,Buena Vista,2.249519634,633
Iowa,Butler,2.249519634,361
Iowa,Calhoun,2.249519634,365
Iowa,Carroll,2.249519634,369
Iowa,Cass,2.249519634,374
Iowa,Cedar,2.249519634,379
Iowa,Cerro Gordo,2.249519634,383
Iowa,Cherokee,2.249519634,388
Iowa,Chickasaw,2.249519634,393
Iowa,Clarke,2.249519634,397
Iowa,Clay,2.249519634,398
Iowa,Clayton,2.249519634,402
Iowa,Clinton,2.249519634,404
Iowa,Crawford,2.249519634,408
Iowa,Dallas,2.249519634,413
Iowa,Davis,2.249519634,416
Iowa,Decatur,2.249519634,419
Iowa,Delaware,2.249519634,421
Iowa,Des Moines,2.249519634,424
Iowa,Dickinson,2.249519634,427
Iowa,Dubuque,2.249519634,434
Iowa,Emmet,2.249519634,437
Iowa,Fayette,2.249519634,442
Iowa,Floyd,2.249519634,447
Iowa,Franklin,2.249519634,451
Iowa,Fremont,2.249519634,455
Iowa,Greene,2.249519634,458
Iowa,Grundy,2.249519634,460
Iowa,Guthrie,2.249519634,467
Iowa,Hamilton,2.249519634,469
Iowa,Hancock,2.249519634,470
Iowa,Hardin,2.249519634,475
Iowa,Harrison,2.249519634,478
Iowa,Henry,2.249519634,479
Iowa,Howard,2.249519634,481
Iowa,Humboldt,2.249519634,487
Iowa,Ida,2.249519634,491
Iowa,Iowa,2.249519634,495
Iowa,Jackson,2.249519634,499
Iowa,Jasper,2.249519634,505
Iowa,Jefferson,2.249519634,507
Iowa,Johnson,2.249519634,508
Iowa,Jones,2.249519634,516
Iowa,Keokuk,2.249519634,520
Iowa,Kossuth,2.249519634,523
Iowa,Lee,2.249519634,531
Iowa,Linn,2.249519634,535
Iowa,Louisa,2.249519634,539
Iowa,Lucas,2.249519634,542
Iowa,Lyon,2.249519634,546
Iowa,Madison,2.249519634,550
Iowa,Mahaska,2.249519634,554
Iowa,Marion,2.249519634,561
Iowa,Marshall,2.249519634,568
Iowa,Mills,2.249519634,569
Iowa,Mitchell,2.249519634,572
Iowa,Monona,2.249519634,576
Iowa,Monroe,2.249519634,580
Iowa,Montgomery,2.249519634,595
Iowa,Muscatine,2.249519634,600
Iowa,O'Brien,2.249519634,604
Iowa,Osceola,2.249519634,607
Iowa,Page,2.249519634,612
Iowa,Palo Alto,2.249519634,618
Iowa,Plymouth,2.249519634,622
Iowa,Pocahontas,2.249519634,624
Iowa,Polk,2.249519634,629
Iowa,Pottawattamie,2.249519634,637
Iowa,Poweshiek,2.249519634,640
Iowa,Ringgold,2.249519634,642
Iowa,Sac,2.249519634,647
Iowa,Scott,2.249519634,657
Iowa,Shelby,2.249519634,660
Iowa,Sioux,2.249519634,663
Iowa,Story,2.249519634,668
Iowa,Tama,2.249519634,671
Iowa,Taylor,2.249519634,674
Iowa,Union,2.249519634,675
Iowa,Van Buren,2.249519634,678
Iowa,Wapello,2.249519634,681
Iowa,Warren,2.249519634,685
Iowa,Washington,2.249519634,687
Iowa,Wayne,2.249519634,691
Iowa,Webster,2.249519634,694
Iowa,Winnebago,2.249519634,696
Iowa,Winneshiek,2.249519634,698
Iowa,Woodbury,2.249519634,702
Iowa,Worth,2.249519634,703
Iowa,Wright,2.249519634,705
Kansas,Allen,2.591088231,709
Kansas,Anderson,2.591088231,712
Kansas,Atchison,2.591088231,715
Kansas,Barber,2.591088231,717
Kansas,Barton,2.591088231,719
Kansas,Bourbon,2.591088231,722
Kansas,Brown,2.591088231,723
Kansas,Butler,2.591088231,726
Kansas,Chase,2.591088231,729
Kansas,Chautauqua,2.591088231,730
Kansas,Cherokee,2.591088231,732
Kansas,Cheyenne,2.591088231,736
Kansas,Clark,2.591088231,738
Kansas,Clay,2.591088231,739
Kansas,Cloud,2.591088231,740
Kansas,Coffey,2.591088231,745
Kansas,Comanche,2.591088231,748
Kansas,Cowley,2.591088231,752
Kansas,Crawford,2.591088231,756
Kansas,Decatur,2.591088231,759
Kansas,Dickinson,2.591088231,762
Kansas,Doniphan,2.591088231,765
Kansas,Douglas,2.591088231,767
Kansas,Edwards,2.591088231,770
Kansas,Elk,2.591088231,773
Kansas,Ellis,2.591088231,774
Kansas,Ellsworth,2.591088231,776
Kansas,Finney,2.591088231,778
Kansas,Ford,2.591088231,784
Kansas,Franklin,2.591088231,786
Kansas,Geary,2.591088231,788
Kansas,Gove,2.591088231,790
Kansas,Graham,2.591088231,791
Kansas,Grant,2.591088231,794
Kansas,Gray,2.591088231,798
Kansas,Greeley,2.591088231,801
Kansas,Greenwood,2.591088231,803
Kansas,Hamilton,2.591088231,805
Kansas,Harper,2.591088231,807
Kansas,Harvey,2.591088231,812
Kansas,Haskell,2.591088231,815
Kansas,Hodgeman,2.591088231,818
Kansas,Jackson,2.591088231,819
Kansas,Jefferson,2.591088231,821
Kansas,Jewell,2.591088231,822
Kansas,Johnson,2.591088231,824
Kansas,Kearny,2.591088231,826
Kansas,Kingman,2.591088231,827
Kansas,Kiowa,2.591088231,829
Kansas,Labette,2.591088231,831
Kansas,Lane,2.591088231,833
Kansas,Leavenworth,2.591088231,836
Kansas,Lincoln,2.591088231,838
Kansas,Linn,2.591088231,840
Kansas,Logan,2.591088231,842
Kansas,Lyon,2.591088231,844
Kansas,McPherson,2.591088231,846
Kansas,Marion,2.591088231,848
Kansas,Marshall,2.591088231,850
Kansas,Meade,2.591088231,851
Kansas,Miami,2.591088231,853
Kansas,Mitchell,2.591088231,854
Kansas,Montgomery,2.591088231,856
Kansas,Morris,2.591088231,858
Kansas,Morton,2.591088231,859
Kansas,Nemaha,2.591088231,861
Kansas,Neosho,2.591088231,862
Kansas,Ness,2.591088231,864
Kansas,Norton,2.591088231,866
Kansas,Osage,2.591088231,867
Kansas,Osborne,2.591088231,869
Kansas,Ottawa,2.591088231,870
Kansas,Pawnee,2.591088231,872
Kansas,Phillips,2.591088231,873
Kansas,Pottawatomie,2.591088231,876
Kansas,Pratt,2.591088231,878
Kansas,Rawlins,2.591088231,880
Kansas,Reno,2.591088231,882
Kansas,Republic,2.591088231,884
Kansas,Rice,2.591088231,886
Kansas,Riley,2.591088231,888
Kansas,Rooks,2.591088231,889
Kansas,Rush,2.591088231,891
Kansas,Russell,2.591088231,893
Kansas,Saline,2.591088231,895
Kansas,Scott,2.591088231,897
Kansas,Sedgwick,2.591088231,898
Kansas,Seward,2.591088231,900
Kansas,Shawnee,2.591088231,902
Kansas,Sheridan,2.591088231,904
Kansas,Sherman,2.591088231,907
Kansas,Smith,2.591088231,909
Kansas,Stafford,2.591088231,911
Kansas,Stanton,2.591088231,913
Kansas,Stevens,2.591088231,914
Kansas,Sumner,2.591088231,916
Kansas,Thomas,2.591088231,917
Kansas,Trego,2.591088231,919
Kansas,Wabaunsee,2.591088231,920
Kansas,Wallace,2.591088231,921
Kansas,Washington,2.591088231,922
Kansas,Wichita,2.591088231,923
Kansas,Wilson,2.591088231,925
Kansas,Woodson,2.591088231,926
Kansas,Wyandotte,2.591088231,927
Kentucky,Adair,3.027098128,928
Kentucky,Allen,3.027098128,929
Kentucky,Anderson,3.027098128,930
Kentucky,Ballard,3.027098128,932
Kentucky,Barren,3.027098128,933
Kentucky,Bath,3.027098128,934
Kentucky,Bell,3.027098128,936
Kentucky,Boone,3.027098128,1002
Kentucky,Bourbon,3.027098128,1005
Kentucky,Boyd,3.027098128,1008
Kentucky,Boyle,3.027098128,1010
Kentucky,Bracken,3.027098128,1013
Kentucky,Breathitt,3.027098128,1017
Kentucky,Breckinridge,3.027098128,1020
Kentucky,Bullitt,3.027098128,1024
Kentucky,Butler,3.027098128,1026
Kentucky,Caldwell,3.027098128,1031
Kentucky,Calloway,3.027098128,1033
Kentucky,Campbell,3.027098128,1035
Kentucky,Carlisle,3.027098128,1039
Kentucky,Carroll,3.027098128,1041
Kentucky,Carter,3.027098128,1044
Kentucky,Casey,3.027098128,1048
Kentucky,Christian,3.027098128,1050
Kentucky,Clark,3.027098128,1053
Kentucky,Clay,3.027098128,1056
Kentucky,Clinton,3.027098128,1059
Kentucky,Crittenden,3.027098128,1064
Kentucky,Cumberland,3.027098128,1067
Kentucky,Daviess,3.027098128,1071
Kentucky,Edmonson,3.027098128,1073
Kentucky,Elliott,3.027098128,1075
Kentucky,Estill,3.027098128,1077
Kentucky,Fayette,3.027098128,1080
Kentucky,Fleming,3.027098128,1083
Kentucky,Floyd,3.027098128,1085
Kentucky,Franklin,3.027098128,1086
Kentucky,Fulton,3.027098128,1088
Kentucky,Gallatin,3.027098128,1090
Kentucky,Garrard,3.027098128,1092
Kentucky,Grant,3.027098128,1094
Kentucky,Graves,3.027098128,1097
Kentucky,Grayson,3.027098128,1100
Kentucky,Green,3.027098128,1102
Kentucky,Greenup,3.027098128,1105
Kentucky,Hancock,3.027098128,1107
Kentucky,Hardin,3.027098128,1110
Kentucky,Harlan,3.027098128,1114
Kentucky,Harrison,3.027098128,1119
Kentucky,Hart,3.027098128,1121
Kentucky,Henderson,3.027098128,1126
Kentucky,Henry,3.027098128,1129
Kentucky,Hickman,3.027098128,1130
Kentucky,Hopkins,3.027098128,1136
Kentucky,Jackson,3.027098128,1140
Kentucky,Jefferson,3.027098128,1143
Kentucky,Jessamine,3.027098128,1145
Kentucky,Johnson,3.027098128,1148
Kentucky,Kenton,3.027098128,1151
Kentucky,Knott,3.027098128,1154
Kentucky,Knox,3.027098128,1159
Kentucky,Larue,3.027098128,1162
Kentucky,Laurel,3.027098128,1166
Kentucky,Lawrence,3.027098128,1167
Kentucky,Lee,3.027098128,1171
Kentucky,Leslie,3.027098128,1175
Kentucky,Letcher,3.027098128,1178
Kentucky,Lewis,3.027098128,1180
Kentucky,Lincoln,3.027098128,1184
Kentucky,Livingston,3.027098128,1187
Kentucky,Logan,3.027098128,1190
Kentucky,Lyon,3.027098128,1193
Kentucky,McCracken,3.027098128,1196
Kentucky,McCreary,3.027098128,1198
Kentucky,McLean,3.027098128,1201
Kentucky,Madison,3.027098128,1204
Kentucky,Magoffin,3.027098128,1206
Kentucky,Marion,3.027098128,1210
Kentucky,Marshall,3.027098128,1213
Kentucky,Martin,3.027098128,1215
Kentucky,Mason,3.027098128,1217
Kentucky,Meade,3.027098128,1220
Kentucky,Menifee,3.027098128,1222
Kentucky,Mercer,3.027098128,1225
Kentucky,Metcalfe,3.027098128,1228
Kentucky,Monroe,3.027098128,1230
Kentucky,Montgomery,3.027098128,1233
Kentucky,Morgan,3.027098128,1235
Kentucky,Muhlenberg,3.027098128,1238
Kentucky,Nelson,3.027098128,1243
Kentucky,Nicholas,3.027098128,1246
Kentucky,Ohio,3.027098128,1249
Kentucky,Oldham,3.027098128,1252
Kentucky,Owen,3.027098128,1255
Kentucky,Owsley,3.027098128,1257
Kentucky,Pendleton,3.027098128,1260
Kentucky,Perry,3.027098128,1265
Kentucky,Pike,3.027098128,1267
Kentucky,Powell,3.027098128,1270
Kentucky,Pulaski,3.027098128,1272
Kentucky,Robertson,3.027098128,1273
Kentucky,Rockcastle,3.027098128,1276
Kentucky,Rowan,3.027098128,1279
Kentucky,Russell,3.027098128,1282
Kentucky,Scott,3.027098128,1283
Kentucky,Shelby,3.027098128,1285
Kentucky,Simpson,3.027098128,1287
Kentucky,Spencer,3.027098128,1000
Kentucky,Taylor,3.027098128,1003
Kentucky,Todd,3.027098128,1006
Kentucky,Trigg,3.027098128,1009
Kentucky,Trimble,3.027098128,1012
Kentucky,Union,3.027098128,1016
Kentucky,Warren,3.027098128,1019
Kentucky,Washington,3.027098128,1023
Kentucky,Wayne,3.027098128,1027
Kentucky,Webster,3.027098128,1029
Kentucky,Whitley,3.027098128,1034
Kentucky,Wolfe,3.027098128,1037
Kentucky,Woodford,3.027098128,1042
Louisiana,Acadia,3.157858794,1046
Louisiana,Allen,3.157858794,1051
Louisiana,Ascension,3.157858794,1055
Louisiana,Assumption,3.157858794,1060
Louisiana,Avoyelles,3.157858794,1062
Louisiana,Beauregard,3.157858794,1066
Louisiana,Bienville,3.157858794,1069
Louisiana,Bossier,3.157858794,1076
Louisiana,Caddo,3.157858794,1079
Louisiana,Calcasieu,3.157858794,1081
Louisiana,Caldwell,3.157858794,1084
Louisiana,Cameron,3.157858794,1089
Louisiana,Catahoula,3.157858794,1093
Louisiana,Claiborne,3.157858794,1095
Louisiana,Concordia,3.157858794,1098
Louisiana,De Soto,3.157858794,1103
Louisiana,East Baton Rouge,3.157858794,1108
Louisiana,East Carroll,3.157858794,1111
Louisiana,East Feliciana,3.157858794,1115
Louisiana,Evangeline,3.157858794,1118
Louisiana,Franklin,3.157858794,1123
Louisiana,Grant,3.157858794,1127
Louisiana,Iberia,3.157858794,1133
Louisiana,Iberville,3.157858794,1134
Louisiana,Jackson,3.157858794,1138
Louisiana,Jefferson,3.157858794,1147
Louisiana,Jefferson Davis,3.157858794,1155
Louisiana,Lafayette,3.157858794,1161
Louisiana,Lafourche,3.157858794,1280
Louisiana,La Salle,3.157858794,1289
Louisiana,Lincoln,3.157858794,1291
Louisiana,Livingston,3.157858794,1295
Louisiana,Madison,3.157858794,1297
Louisiana,Morehouse,3.157858794,1299
Louisiana,Natchitoches,3.157858794,1301
Louisiana,Orleans,3.157858794,1304
Louisiana,Ouachita,3.157858794,1306
Louisiana,Plaquemines,3.157858794,1427
Louisiana,Pointe Coupee,3.157858794,1431
Louisiana,Rapides,3.157858794,1434
Louisiana,Red River,3.157858794,1436
Louisiana,Richland,3.157858794,1439
Louisiana,Sabine,3.157858794,1441
Louisiana,St. Bernard,3.157858794,1463
Louisiana,St. Charles,3.157858794,1466
Louisiana,St. Helena,3.157858794,1467
Louisiana,St. James,3.157858794,1468
Louisiana,St. John the Baptist,3.157858794,1469
Louisiana,St. Landry,3.157858794,1471
Louisiana,St. Martin,3.157858794,1473
Louisiana,St. Mary,3.157858794,1474
Louisiana,St. Tammany,3.157858794,1475
Louisiana,Tangipahoa,3.157858794,1476
Louisiana,Tensas,3.157858794,1479
Louisiana,Terrebonne,3.157858794,1501
Louisiana,Union,3.157858794,1507
Louisiana,Vermilion,3.157858794,1510
Louisiana,Vernon,3.157858794,1513
Louisiana,Washington,3.157858794,1516
Louisiana,Webster,3.157858794,1518
Louisiana,West Baton Rouge,3.157858794,1520
Louisiana,West Carroll,3.157858794,1522
Louisiana,West Feliciana,3.157858794,1524
Louisiana,Winn,3.157858794,1529
Maine,Androscoggin,1.934347109,1532
Maine,Aroostook,1.934347109,1535
Maine,Cumberland,1.934347109,1608
Maine,Franklin,1.934347109,1619
Maine,Hancock,1.934347109,1748
Maine,Kennebec,1.934347109,1755
Maine,Knox,1.934347109,1774
Maine,Lincoln,1.934347109,1835
Maine,Oxford,1.934347109,1842
Maine,Penobscot,1.934347109,1846
Maine,Piscataquis,1.934347109,1851
Maine,Sagadahoc,1.934347109,1855
Maine,Somerset,1.934347109,1860
Maine,Waldo,1.934347109,1865
Maine,Washington,1.934347109,1884
Maine,York,1.934347109,1901
Maryland,Allegany,2.482687451,1905
Maryland,Anne Arundel,2.482687451,1925
Maryland,Calvert,2.482687451,1946
Maryland,Caroline,2.482687451,1949
Maryland,Carroll,2.482687451,1955
Maryland,Cecil,2.482687451,1963
Maryland,Charles,2.482687451,1294
Maryland,Dorchester,2.482687451,1346
Maryland,Frederick,2.482687451,1357
Maryland,Garrett,2.482687451,1361
Maryland,Harford,2.482687451,1372
Maryland,Howard,2.482687451,1379
Maryland,Kent,2.482687451,1394
Maryland,Montgomery,2.482687451,1398
Maryland,Prince George's,2.482687451,1403
Maryland,Queen Anne's,2.482687451,1413
Maryland,St. Mary's,2.482687451,1421
Maryland,Somerset,2.482687451,1430
Maryland,Talbot,2.482687451,1438
Maryland,Washington,2.482687451,1445
Maryland,Wicomico,2.482687451,1446
Maryland,Worcester,2.482687451,1456
Massachusetts,Barnstable,1.840460934,1478
Massachusetts,Berkshire,1.840460934,1480
Massachusetts,Bristol,1.840460934,1486
Massachusetts,Dukes,1.840460934,1491
Massachusetts,Essex,1.840460934,1519
Massachusetts,Franklin,1.840460934,1523
Massachusetts,Hampden,1.840460934,1526
Massachusetts,Hampshire,1.840460934,1527
Massachusetts,Middlesex,1.840460934,1533
Massachusetts,Nantucket,1.840460934,1537
Massachusetts,Norfolk,1.840460934,1543
Massachusetts,Plymouth,1.840460934,1569
Massachusetts,Suffolk,1.840460934,1585
Massachusetts,Worcester,1.840460934,1599
Michigan,Alcona,2.588899701,1603
Michigan,Alger,2.588899701,1609
Michigan,Allegan,2.588899701,1611
Michigan,Alpena,2.588899701,1614
Michigan,Antrim,2.588899701,1617
Michigan,Arenac,2.588899701,1621
Michigan,Baraga,2.588899701,1624
Michigan,Barry,2.588899701,1627
Michigan,Bay,2.588899701,1631
Michigan,Benzie,2.588899701,1634
Michigan,Berrien,2.588899701,1635
Michigan,Branch,2.588899701,1640
Michigan,Calhoun,2.588899701,1641
Michigan,Cass,2.588899701,1644
Michigan,Charlevoix,2.588899701,1648
Michigan,Cheboygan,2.588899701,1649
Michigan,Chippewa,2.588899701,1660
Michigan,Clare,2.588899701,1665
Michigan,Clinton,2.588899701,1669
Michigan,Crawford,2.588899701,1672
Michigan,Delta,2.588899701,1675
Michigan,Dickinson,2.588899701,1677
Michigan,Eaton,2.588899701,1678
Michigan,Emmet,2.588899701,1686
Michigan,Genesee,2.588899701,1688
Michigan,Gladwin,2.588899701,1691
Michigan,Gogebic,2.588899701,1693
Michigan,Grand Traverse,2.588899701,1697
Michigan,Gratiot,2.588899701,1700
Michigan,Hillsdale,2.588899701,1701
Michigan,Houghton,2.588899701,1705
Michigan,Huron,2.588899701,1708
Michigan,Ingham,2.588899701,1710
Michigan,Ionia,2.588899701,1713
Michigan,Iosco,2.588899701,1715
Michigan,Iron,2.588899701,1716
Michigan,Isabella,2.588899701,1717
Michigan,Jackson,2.588899701,1719
Michigan,Kalamazoo,2.588899701,1720
Michigan,Kalkaska,2.588899701,1722
Michigan,Kent,2.588899701,1726
Michigan,Keweenaw,2.588899701,1743
Michigan,Lake,2.588899701,1749
Michigan,Lapeer,2.588899701,1752
Michigan,Leelanau,2.588899701,1765
Michigan,Lenawee,2.588899701,1768
Michigan,Livingston,2.588899701,1770
Michigan,Luce,2.588899701,1773
Michigan,Mackinac,2.588899701,1779
Michigan,Macomb,2.588899701,1785
Michigan,Manistee,2.588899701,1787
Michigan,Marquette,2.588899701,1793
Michigan,Mason,2.588899701,1797
Michigan,Mecosta,2.588899701,1800
Michigan,Menominee,2.588899701,1802
Michigan,Midland,2.588899701,1806
Michigan,Missaukee,2.588899701,1810
Michigan,Monroe,2.588899701,1812
Michigan,Montcalm,2.588899701,1815
Michigan,Montmorency,2.588899701,1816
Michigan,Muskegon,2.588899701,1818
Michigan,Newaygo,2.588899701,1820
Michigan,Oakland,2.588899701,1824
Michigan,Oceana,2.588899701,1825
Michigan,Ogemaw,2.588899701,1827
Michigan,Ontonagon,2.588899701,1829
Michigan,Osceola,2.588899701,1830
Michigan,Oscoda,2.588899701,1832
Michigan,Otsego,2.588899701,1834
Michigan,Ottawa,2.588899701,1837
Michigan,Presque Isle,2.588899701,1840
Michigan,Roscommon,2.588899701,1843
Michigan,Saginaw,2.588899701,1845
Michigan,St. Clair,2.588899701,1854
Michigan,St. Joseph,2.588899701,1857
Michigan,Sanilac,2.588899701,1858
Michigan,Schoolcraft,2.588899701,1861
Michigan,Shiawassee,2.588899701,1863
Michigan,Tuscola,2.588899701,1866
Michigan,Van Buren,2.588899701,1867
Michigan,Washtenaw,2.588899701,1869
Michigan,Wayne,2.588899701,1871
Michigan,Wexford,2.588899701,1873
Minnesota,Aitkin,2.38830794,1875
Minnesota,Anoka,2.38830794,1877
Minnesota,Becker,2.38830794,1878
Minnesota,Beltrami,2.38830794,1880
Minnesota,Benton,2.38830794,1881
Minnesota,Big Stone,2.38830794,1882
Minnesota,Blue Earth,2.38830794,1886
Minnesota,Brown,2.38830794,1892
Minnesota,Carlton,2.38830794,1893
Minnesota,Carver,2.38830794,1894
Minnesota,Cass,2.38830794,1895
Minnesota,Chippewa,2.38830794,1896
Minnesota,Chisago,2.38830794,1897
Minnesota,Clay,2.38830794,1898
Minnesota,Clearwater,2.38830794,1899
Minnesota,Cook,2.38830794,1900
Minnesota,Cottonwood,2.38830794,1902
Minnesota,Crow Wing,2.38830794,1903
Minnesota,Dakota,2.38830794,1904
Minnesota,Dodge,2.38830794,1906
Minnesota,Douglas,2.38830794,1907
Minnesota,Faribault,2.38830794,1908
Minnesota,Fillmore,2.38830794,1909
Minnesota,Freeborn,2.38830794,1910
Minnesota,Goodhue,2.38830794,1911
Minnesota,Grant,2.38830794,1912
Minnesota,Hennepin,2.38830794,1913
Minnesota,Houston,2.38830794,1914
Minnesota,Hubbard,2.38830794,1915
Minnesota,Isanti,2.38830794,1916
Minnesota,Itasca,2.38830794,1917
Minnesota,Jackson,2.38830794,1918
Minnesota,Kanabec,2.38830794,1919
Minnesota,Kandiyohi,2.38830794,1920
Minnesota,Kittson,2.38830794,1921
Minnesota,Koochiching,2.38830794,1922
Minnesota,Lac qui Parle,2.38830794,1923
Minnesota,Lake,2.38830794,1926
Minnesota,Lake of the Woods,2.38830794,1927
Minnesota,Le Sueur,2.38830794,1929
Minnesota,Lincoln,2.38830794,1931
Minnesota,Lyon,2.38830794,1932
Minnesota,McLeod,2.38830794,1934
Minnesota,Mahnomen,2.38830794,1936
Minnesota,Marshall,2.38830794,1937
Minnesota,Martin,2.38830794,1940
Minnesota,Meeker,2.38830794,1941
Minnesota,Mille Lacs,2.38830794,1943
Minnesota,Morrison,2.38830794,1944
Minnesota,Mower,2.38830794,1945
Minnesota,Murray,2.38830794,1947
Minnesota,Nicollet,2.38830794,1948
Minnesota,Nobles,2.38830794,1950
Minnesota,Norman,2.38830794,1951
Minnesota,Olmsted,2.38830794,1953
Minnesota,Otter Tail,2.38830794,1954
Minnesota,Pennington,2.38830794,1956
Minnesota,Pine,2.38830794,1957
Minnesota,Pipestone,2.38830794,1958
Minnesota,Polk,2.38830794,1959
Minnesota,Pope,2.38830794,1961
Minnesota,Ramsey,2.38830794,1964
Minnesota,Red Lake,2.38830794,1966
Minnesota,Redwood,2.38830794,1969
Minnesota,Renville,2.38830794,1971
Minnesota,Rice,2.38830794,1973
Minnesota,Rock,2.38830794,1974
Minnesota,Roseau,2.38830794,1976
Minnesota,St. Louis,2.38830794,1978
Minnesota,Scott,2.38830794,1979
Minnesota,Sherburne,2.38830794,1980
Minnesota,Sibley,2.38830794,1982
Minnesota,Stearns,2.38830794,1984
Minnesota,Steele,2.38830794,1985
Minnesota,Stevens,2.38830794,1987
Minnesota,Swift,2.38830794,1988
Minnesota,Todd,2.38830794,1989
Minnesota,Traverse,2.38830794,1990
Minnesota,Wabasha,2.38830794,1991
Minnesota,Wadena,2.38830794,1992
Minnesota,Waseca,2.38830794,1993
Minnesota,Washington,2.38830794,1994
Minnesota,Watonwan,2.38830794,1996
Minnesota,Wilkin,2.38830794,1997
Minnesota,Winona,2.38830794,1998
Minnesota,Wright,2.38830794,1999
Minnesota,Yellow Medicine,2.38830794,1531
Mississippi,Adams,3.177134614,1534
Mississippi,Alcorn,3.177134614,1538
Mississippi,Amite,3.177134614,1539
Mississippi,Attala,3.177134614,1541
Mississippi,Benton,3.177134614,1544
Mississippi,Bolivar,3.177134614,1547
Mississippi,Calhoun,3.177134614,1548
Mississippi,Carroll,3.177134614,1549
Mississippi,Chickasaw,3.177134614,1550
Mississippi,Choctaw,3.177134614,1552
Mississippi,Claiborne,3.177134614,1555
Mississippi,Clarke,3.177134614,1557
Mississippi,Clay,3.177134614,1559
Mississippi,Coahoma,3.177134614,1562
Mississippi,Copiah,3.177134614,1564
Mississippi,Covington,3.177134614,1567
Mississippi,DeSoto,3.177134614,1571
Mississippi,Forrest,3.177134614,1572
Mississippi,Franklin,3.177134614,1575
Mississippi,George,3.177134614,1577
Mississippi,Greene,3.177134614,1579
Mississippi,Grenada,3.177134614,1581
Mississippi,Hancock,3.177134614,1583
Mississippi,Harrison,3.177134614,1587
Mississippi,Hinds,3.177134614,1591
Mississippi,Holmes,3.177134614,1593
Mississippi,Humphreys,3.177134614,1596
Mississippi,Issaquena,3.177134614,1598
Mississippi,Itawamba,3.177134614,1601
Mississippi,Jackson,3.177134614,1605
Mississippi,Jasper,3.177134614,1607
Mississippi,Jefferson,3.177134614,1610
Mississippi,Jefferson Davis,3.177134614,1612
Mississippi,Jones,3.177134614,1615
Mississippi,Kemper,3.177134614,1616
Mississippi,Lafayette,3.177134614,1620
Mississippi,Lamar,3.177134614,1623
Mississippi,Lauderdale,3.177134614,1628
Mississippi,Lawrence,3.177134614,1632
Mississippi,Leake,3.177134614,1636
Mississippi,Lee,3.177134614,1638
Mississippi,Leflore,3.177134614,1643
Mississippi,Lincoln,3.177134614,1645
Mississippi,Lowndes,3.177134614,1647
Mississippi,Madison,3.177134614,1651
Mississippi,Marion,3.177134614,1653
Mississippi,Marshall,3.177134614,1655
Mississippi,Monroe,3.177134614,1656
Mississippi,Montgomery,3.177134614,1658
Mississippi,Neshoba,3.177134614,1661
Mississippi,Newton,3.177134614,1663
Mississippi,Noxubee,3.177134614,1666
Mississippi,Oktibbeha,3.177134614,1668
Mississippi,Panola,3.177134614,1671
Mississippi,Pearl River,3.177134614,1676
Mississippi,Perry,3.177134614,1679
Mississippi,Pike,3.177134614,1680
Mississippi,Pontotoc,3.177134614,1682
Mississippi,Prentiss,3.177134614,1684
Mississippi,Quitman,3.177134614,1685
Mississippi,Rankin,3.177134614,1690
Mississippi,Scott,3.177134614,1692
Mississippi,Sharkey,3.177134614,1695
Mississippi,Simpson,3.177134614,1698
Mississippi,Smith,3.177134614,1709
Mississippi,Stone,3.177134614,1712
Mississippi,Sunflower,3.177134614,1721
Mississippi,Tallahatchie,3.177134614,1725
Mississippi,Tate,3.177134614,1727
Mississippi,Tippah,3.177134614,1730
Mississippi,Tishomingo,3.177134614,1732
Mississippi,Tunica,3.177134614,1735
Mississippi,Union,3.177134614,1737
Mississippi,Walthall,3.177134614,1740
Mississippi,Warren,3.177134614,1746
Mississippi,Washington,3.177134614,1750
Mississippi,Wayne,3.177134614,1753
Mississippi,Webster,3.177134614,1756
Mississippi,Wilkinson,3.177134614,1757
Mississippi,Winston,3.177134614,1758
Mississippi,Yalobusha,3.177134614,1759
Mississippi,Yazoo,3.177134614,1760
Missouri,Adair,2.422270726,1761
Missouri,Andrew,2.422270726,1762
Missouri,Atchison,2.422270726,1763
Missouri,Audrain,2.422270726,1766
Missouri,Barry,2.422270726,1767
Missouri,Barton,2.422270726,1771
Missouri,Bates,2.422270726,1776
Missouri,Benton,2.422270726,1778
Missouri,Bollinger,2.422270726,1781
Missouri,Boone,2.422270726,1783
Missouri,Buchanan,2.422270726,1789
Missouri,Butler,2.422270726,1792
Missouri,Caldwell,2.422270726,1795
Missouri,Callaway,2.422270726,1799
Missouri,Camden,2.422270726,1803
Missouri,Cape Girardeau,2.422270726,1808
Missouri,Carroll,2.422270726,1822
