State,County,LACCESS_CHILD15,FID
Indiana,Wabash,633.1629779,555
Indiana,Warren,96.26765568,567
Indiana,Warrick,4755.729398,575
Indiana,Washington,695.8918871,584
Indiana,Wayne,2328.892737,586
Indiana,Wells,566.8090868,590
Indiana,White,917.939227,594
Indiana,Whitley,426.5851677,597
Iowa,Adair,105.6076422,598
Iowa,Adams,55.30404426,602
Iowa,Allamakee,236.391328,608
Iowa,Appanoose,321.5148739,611
Iowa,Audubon,88.59636343,615
Iowa,Benton,901.9157531,619
Iowa,Black Hawk,7697.274312,623
Iowa,Boone,671.3751495,625
Iowa,Bremer,576.3359366,631
Iowa,Buchanan,1026.202627,632
Iowa,Buena Vista,471.2415996,633
Iowa,Butler,1481.279936,361
Iowa,Calhoun,53.33160137,365
Iowa,Carroll,243.7782892,369
Iowa,Cass,817.0500316,374
Iowa,Cedar,941.773577,379
Iowa,Cerro Gordo,1644.620248,383
Iowa,Cherokee,202.6939488,388
Iowa,Chickasaw,473.2475112,393
Iowa,Clarke,179.8971006,397
Iowa,Clay,405.2360995,398
Iowa,Clayton,130.993474,402
Iowa,Clinton,2460.574361,404
Iowa,Crawford,1162.437651,408
Iowa,Dallas,1084.019461,413
Iowa,Davis,244.2026444,416
Iowa,Decatur,203.9860124,419
Iowa,Delaware,367.6314334,421
Iowa,Des Moines,2657.213195,424
Iowa,Dickinson,522.6802441,427
Iowa,Dubuque,3939.418273,434
Iowa,Emmet,608.8570058,437
Iowa,Fayette,255.9080246,442
Iowa,Floyd,723.4176684,447
Iowa,Franklin,385.8618352,451
Iowa,Fremont,1338.86438,455
Iowa,Greene,237.3906338,458
Iowa,Grundy,359.0546924,460
Iowa,Guthrie,291.1751289,467
Iowa,Hamilton,676.8377031,469
Iowa,Hancock,299.4382927,470
Iowa,Hardin,568.1723098,475
Iowa,Harrison,591.0804927,478
Iowa,Henry,1527.06538,479
Iowa,Howard,891.0797948,481
Iowa,Humboldt,327.1099406,487
Iowa,Ida,21.3917155,491
Iowa,Iowa,590.7420883,495
Iowa,Jackson,1018.073528,499
Iowa,Jasper,1502.66064,505
Iowa,Jefferson,473.3104899,507
Iowa,Johnson,5052.216535,508
Iowa,Jones,724.7970058,516
Iowa,Keokuk,623.532699,520
Iowa,Kossuth,1811.708382,523
Iowa,Lee,1449.087324,531
Iowa,Linn,13532.35602,535
Iowa,Louisa,37.61151159,539
Iowa,Lucas,452.2278725,542
Iowa,Lyon,303.7635933,546
Iowa,Madison,739.8643022,550
Iowa,Mahaska,1247.675775,554
Iowa,Marion,1102.295158,561
Iowa,Marshall,2288.231515,568
Iowa,Mills,384.3781033,569
Iowa,Mitchell,630.126926,572
Iowa,Monona,271.0406224,576
Iowa,Monroe,463.0290907,580
Iowa,Montgomery,476.0797209,595
Iowa,Muscatine,2307.523024,600
Iowa,O'Brien,943.4636077,604
Iowa,Osceola,265.7925896,607
Iowa,Page,785.9440382,612
Iowa,Palo Alto,469.0005658,618
Iowa,Plymouth,200.6652663,622
Iowa,Pocahontas,332.1286917,624
Iowa,Polk,16615.38452,629
Iowa,Pottawattamie,8064.191734,637
Iowa,Poweshiek,838.4386787,640
Iowa,Ringgold,92.05917643,642
Iowa,Sac,924.1772628,647
Iowa,Scott,4542.896324,657
Iowa,Shelby,719.3687193,660
Iowa,Sioux,406.1847158,663
Iowa,Story,2707.844978,668
Iowa,Tama,786.0401998,671
Iowa,Taylor,67.86928712,674
Iowa,Union,523.3229315,675
Iowa,Van Buren,956.3036833,678
Iowa,Wapello,3963.154102,681
Iowa,Warren,1734.8349,685
Iowa,Washington,347.5291631,687
Iowa,Wayne,624.6162271,691
Iowa,Webster,1467.50396,694
Iowa,Winnebago,417.2325193,696
Iowa,Winneshiek,634.5113273,698
Iowa,Woodbury,6559.052926,702
Iowa,Worth,134.783813,703
Iowa,Wright,185.5398861,705
Kansas,Allen,1307.985977,709
Kansas,Anderson,458.4545077,712
Kansas,Atchison,698.5570905,715
Kansas,Barber,103.279346,717
Kansas,Barton,1668.268092,719
Kansas,Bourbon,782.4036006,722
Kansas,Brown,180.4846729,723
Kansas,Butler,4559.144933,726
Kansas,Chase,571.9923357,729
Kansas,Chautauqua,297.806921,730
Kansas,Cherokee,684.8733442,732
Kansas,Cheyenne,70.58060551,736
Kansas,Clark,558.9999999,738
Kansas,Clay,563.969238,739
Kansas,Cloud,741.4740875,740
Kansas,Coffey,804.8935122,745
Kansas,Comanche,72.2851929,748
Kansas,Cowley,2740.966373,752
Kansas,Crawford,2731.338942,756
Kansas,Decatur,139.9157117,759
Kansas,Dickinson,386.81752,762
Kansas,Doniphan,1037.782331,765
Kansas,Douglas,3696.136732,767
Kansas,Edwards,112.9323696,770
Kansas,Elk,610.1769012,773
Kansas,Ellis,806.2733984,774
Kansas,Ellsworth,399.7953663,776
Kansas,Finney,2538.918204,778
Kansas,Ford,2076.17309,784
Kansas,Franklin,3294.942085,786
Kansas,Geary,3978.975662,788
Kansas,Gove,211.949079,790
Kansas,Graham,92.71546557,791
Kansas,Grant,260.3900885,794
Kansas,Gray,787.820208,798
Kansas,Greeley,265.9999992,801
Kansas,Greenwood,646.1027188,803
Kansas,Hamilton,763.0000048,805
Kansas,Harper,360.263089,807
Kansas,Harvey,1275.134169,812
Kansas,Haskell,1325.999999,815
Kansas,Hodgeman,125.2199737,818
Kansas,Jackson,502.8659458,819
Kansas,Jefferson,41.22269016,821
Kansas,Jewell,155.4342563,822
Kansas,Johnson,25918.77183,824
Kansas,Kearny,1187,826
Kansas,Kingman,592.7305814,827
Kansas,Kiowa,548.3300449,829
Kansas,Labette,1052.819687,831
Kansas,Lane,106.9639895,833
Kansas,Leavenworth,6500.726863,836
Kansas,Lincoln,226.8736099,838
Kansas,Linn,340.9622449,840
Kansas,Logan,127.8105897,842
Kansas,Lyon,1554.453223,844
Kansas,McPherson,1885.084055,846
Kansas,Marion,689.6314951,848
Kansas,Marshall,330.8217978,850
Kansas,Meade,714.5471716,851
Kansas,Miami,741.0276438,853
Kansas,Mitchell,277.9609458,854
Kansas,Montgomery,1957.002201,856
Kansas,Morris,473.9374505,858
Kansas,Morton,234.1726295,859
Kansas,Nemaha,406.9399737,861
Kansas,Neosho,278.8200976,862
Kansas,Ness,192.3683239,864
Kansas,Norton,350.6252895,866
Kansas,Osage,505.0021282,867
Kansas,Osborne,186.9098177,869
Kansas,Ottawa,420.6589332,870
Kansas,Pawnee,231.4938455,872
Kansas,Phillips,498.2980181,873
Kansas,Pottawatomie,148.1505434,876
Kansas,Pratt,544.7472783,878
Kansas,Rawlins,129.9995494,880
Kansas,Reno,3378.164274,882
Kansas,Republic,248.7095121,884
Kansas,Rice,472.6117047,886
Kansas,Riley,6414.031505,888
Kansas,Rooks,188.3482167,889
Kansas,Rush,123.6343429,891
Kansas,Russell,330.2224326,893
Kansas,Saline,2517.060127,895
Kansas,Scott,157.7522605,897
Kansas,Sedgwick,36881.60054,898
Kansas,Seward,409.0191489,900
Kansas,Shawnee,11775.78861,902
Kansas,Sheridan,219.4081035,904
Kansas,Sherman,952.6613931,907
Kansas,Smith,283.9045386,909
Kansas,Stafford,353.8904568,911
Kansas,Stanton,64.76854132,913
Kansas,Stevens,295.9898108,914
Kansas,Sumner,2028.693015,916
Kansas,Thomas,892.2031816,917
Kansas,Trego,31.86284577,919
Kansas,Wabaunsee,718.491369,920
Kansas,Wallace,374.0000007,921
Kansas,Washington,697.4930484,922
Kansas,Wichita,607.9999991,923
Kansas,Wilson,258.1858175,925
Kansas,Woodson,100.3353454,926
Kansas,Wyandotte,11639.37618,927
Kentucky,Adair,431.7774382,928
Kentucky,Allen,55.36041721,929
Kentucky,Anderson,1269.819533,930
Kentucky,Ballard,93.93566081,932
Kentucky,Barren,755.2406162,933
Kentucky,Bath,2.069759604,934
Kentucky,Bell,1148.475833,936
Kentucky,Boone,12252.1038,1002
Kentucky,Bourbon,711.161445,1005
Kentucky,Boyd,2384.636628,1008
Kentucky,Boyle,1808.429518,1010
Kentucky,Bracken,11.92520984,1013
Kentucky,Breathitt,435.084283,1017
Kentucky,Breckinridge,442.0141815,1020
Kentucky,Bullitt,6038.191042,1024
Kentucky,Butler,248.3142334,1026
Kentucky,Caldwell,320.6442732,1031
Kentucky,Calloway,1070.116936,1033
Kentucky,Campbell,6610.811688,1035
Kentucky,Carlisle,34.94902117,1039
Kentucky,Carroll,1031.309011,1041
Kentucky,Carter,328.1704052,1044
Kentucky,Casey,164.0912329,1048
Kentucky,Christian,5316.154663,1050
Kentucky,Clark,957.717952,1053
Kentucky,Clay,206.5904408,1056
Kentucky,Clinton,3.916637877,1059
Kentucky,Crittenden,56.33238351,1064
Kentucky,Cumberland,25.18404422,1067
Kentucky,Daviess,4088.877573,1071
Kentucky,Edmonson,61.4249291,1073
Kentucky,Elliott,1.081473306,1075
Kentucky,Estill,298.8962702,1077
Kentucky,Fayette,10271.09376,1080
Kentucky,Fleming,167.8464714,1083
Kentucky,Floyd,396.4030579,1085
Kentucky,Franklin,1585.968788,1086
Kentucky,Fulton,1.627198871,1088
Kentucky,Gallatin,,1090
Kentucky,Garrard,17.40341305,1092
Kentucky,Grant,1364.345903,1094
Kentucky,Graves,786.8852296,1097
Kentucky,Grayson,1351.11239,1100
Kentucky,Green,291.2484821,1102
Kentucky,Greenup,1838.940201,1105
Kentucky,Hancock,63.59433296,1107
Kentucky,Hardin,8288.143529,1110
Kentucky,Harlan,1240.72949,1114
Kentucky,Harrison,221.555909,1119
Kentucky,Hart,404.7473636,1121
Kentucky,Henderson,1125.29797,1126
Kentucky,Henry,70.61526091,1129
Kentucky,Hickman,0,1130
Kentucky,Hopkins,2623.451895,1136
Kentucky,Jackson,6.550072538,1140
Kentucky,Jefferson,29002.88829,1143
Kentucky,Jessamine,2017.561553,1145
Kentucky,Johnson,824.7882331,1148
Kentucky,Kenton,13164.3471,1151
Kentucky,Knott,33.35590839,1154
Kentucky,Knox,679.0468642,1159
Kentucky,Larue,48.23221487,1162
Kentucky,Laurel,1269.555705,1166
Kentucky,Lawrence,604.4947465,1167
Kentucky,Lee,0.608509658,1171
Kentucky,Leslie,73.2966181,1175
Kentucky,Letcher,,1178
Kentucky,Lewis,50.39223225,1180
Kentucky,Lincoln,1055.623276,1184
Kentucky,Livingston,309.2569766,1187
Kentucky,Logan,984.7120545,1190
Kentucky,Lyon,27.03273742,1193
Kentucky,McCracken,3575.205285,1196
Kentucky,McCreary,91.01032568,1198
Kentucky,McLean,17.59859377,1201
Kentucky,Madison,3658.270118,1204
Kentucky,Magoffin,74.25007468,1206
Kentucky,Marion,66.2108363,1210
Kentucky,Marshall,210.2408695,1213
Kentucky,Martin,1.055801868,1215
Kentucky,Mason,671.9310115,1217
Kentucky,Meade,1456.589603,1220
Kentucky,Menifee,16.1308212,1222
Kentucky,Mercer,1257.116327,1225
Kentucky,Metcalfe,15.76321242,1228
Kentucky,Monroe,81.27115985,1230
Kentucky,Montgomery,656.8033303,1233
Kentucky,Morgan,515.4397741,1235
Kentucky,Muhlenberg,374.572127,1238
Kentucky,Nelson,1323.745239,1243
Kentucky,Nicholas,8.260099861,1246
Kentucky,Ohio,980.1753526,1249
Kentucky,Oldham,6550.869483,1252
Kentucky,Owen,276.052028,1255
Kentucky,Owsley,5.707982666,1257
Kentucky,Pendleton,28.15273381,1260
Kentucky,Perry,148.9808357,1265
Kentucky,Pike,246.3583359,1267
Kentucky,Powell,101.3055542,1270
Kentucky,Pulaski,2514.395506,1272
Kentucky,Robertson,351.1694487,1273
Kentucky,Rockcastle,58.85164204,1276
Kentucky,Rowan,289.0940171,1279
Kentucky,Russell,37.4331164,1282
Kentucky,Scott,3897.427063,1283
Kentucky,Shelby,1183.147417,1285
Kentucky,Simpson,622.4096597,1287
Kentucky,Spencer,,1000
Kentucky,Taylor,943.5970758,1003
Kentucky,Todd,11.83953548,1006
Kentucky,Trigg,448.8839665,1009
Kentucky,Trimble,126.6620874,1012
Kentucky,Union,204.2005066,1016
Kentucky,Warren,3791.437175,1019
Kentucky,Washington,468.8432035,1023
Kentucky,Wayne,574.1461975,1027
Kentucky,Webster,87.61717719,1029
Kentucky,Whitley,1058.564671,1034
Kentucky,Wolfe,27.94817331,1037
Kentucky,Woodford,2247.224554,1042
Louisiana,Acadia,314.6990061,1046
Louisiana,Allen,1618.800386,1051
Louisiana,Ascension,9710.101994,1055
Louisiana,Assumption,2184.423982,1060
Louisiana,Avoyelles,1681.370621,1062
Louisiana,Beauregard,3309.669166,1066
Louisiana,Bienville,1002.535672,1069
Louisiana,Bossier,7347.820883,1076
Louisiana,Caddo,20534.0183,1079
Louisiana,Calcasieu,11182.32648,1081
Louisiana,Caldwell,206.8041099,1084
Louisiana,Cameron,366.0584729,1089
Louisiana,Catahoula,405.9738812,1093
Louisiana,Claiborne,533.1451341,1095
Louisiana,Concordia,1494.54362,1098
Louisiana,De Soto,1543.837176,1103
Louisiana,East Baton Rouge,28105.56945,1108
Louisiana,East Carroll,411.7927106,1111
Louisiana,East Feliciana,238.1919311,1115
Louisiana,Evangeline,2289.963784,1118
Louisiana,Franklin,503.3169383,1123
Louisiana,Grant,1089.373888,1127
Louisiana,Iberia,3776.8045,1133
Louisiana,Iberville,668.6547127,1134
Louisiana,Jackson,818.418645,1138
Louisiana,Jefferson,13056.88929,1147
Louisiana,Jefferson Davis,565.8852427,1155
Louisiana,Lafayette,14293.4943,1161
Louisiana,Lafourche,6455.025961,1280
Louisiana,La Salle,451.2567152,1289
Louisiana,Lincoln,2916.989373,1291
Louisiana,Livingston,5520.505036,1295
Louisiana,Madison,194.0098376,1297
Louisiana,Morehouse,1650.58359,1299
Louisiana,Natchitoches,2691.65568,1301
Louisiana,Orleans,15602.41477,1304
Louisiana,Ouachita,12671.67255,1306
Louisiana,Plaquemines,1602.89813,1427
Louisiana,Pointe Coupee,725.1158507,1431
Louisiana,Rapides,11927.77648,1434
Louisiana,Red River,508.140517,1436
Louisiana,Richland,694.6865255,1439
Louisiana,Sabine,1545.679727,1441
Louisiana,St. Bernard,4325.395566,1463
Louisiana,St. Charles,8269.899733,1466
Louisiana,St. Helena,132.9270244,1467
Louisiana,St. James,1384.231585,1468
Louisiana,St. John the Baptist,5178.370924,1469
Louisiana,St. Landry,3672.957738,1471
Louisiana,St. Martin,489.9940784,1473
Louisiana,St. Mary,4759.045294,1474
Louisiana,St. Tammany,16834.25978,1475
Louisiana,Tangipahoa,7702.442297,1476
Louisiana,Tensas,322.7428888,1479
Louisiana,Terrebonne,8482.817028,1501
Louisiana,Union,900.528296,1507
Louisiana,Vermilion,887.9776905,1510
Louisiana,Vernon,8056.285207,1513
Louisiana,Washington,1312.37961,1516
Louisiana,Webster,2770.064444,1518
Louisiana,West Baton Rouge,1159.027275,1520
Louisiana,West Carroll,153.9539217,1522
Louisiana,West Feliciana,368.2836637,1524
Louisiana,Winn,1016.867974,1529
Maine,Androscoggin,2748.88319,1532
Maine,Aroostook,1373.254058,1535
Maine,Cumberland,13347.90045,1608
Maine,Franklin,123.2305348,1619
Maine,Hancock,431.8952982,1748
Maine,Kennebec,1717.09276,1755
Maine,Knox,1279.992481,1774
Maine,Lincoln,285.9525352,1835
Maine,Oxford,773.1950081,1842
Maine,Penobscot,4008.053981,1846
Maine,Piscataquis,117.795352,1851
Maine,Sagadahoc,582.315945,1855
Maine,Somerset,1683.712425,1860
Maine,Waldo,616.8465828,1865
Maine,Washington,761.1405327,1884
Maine,York,5639.625993,1901
Maryland,Allegany,3743.832213,1905
Maryland,Anne Arundel,44391.41376,1925
Maryland,Calvert,8879.688651,1946
Maryland,Caroline,445.9389153,1949
Maryland,Carroll,10137.0563,1955
Maryland,Cecil,5552.427912,1963
Maryland,Charles,12049.1572,1294
Maryland,Dorchester,876.7650382,1346
Maryland,Frederick,15366.88087,1357
Maryland,Garrett,201.9172582,1361
Maryland,Harford,14029.54712,1372
Maryland,Howard,15019.97433,1379
Maryland,Kent,0.595437715,1394
Maryland,Montgomery,47761.15122,1398
Maryland,Prince George's,44741.80987,1403
Maryland,Queen Anne's,2759.123437,1413
Maryland,St. Mary's,5448.164422,1421
Maryland,Somerset,690.4450165,1430
Maryland,Talbot,1027.58546,1438
Maryland,Washington,7529.655172,1445
Maryland,Wicomico,6299.295882,1446
Maryland,Worcester,1745.316641,1456
Massachusetts,Barnstable,18820.53914,1478
Massachusetts,Berkshire,6037.841623,1480
Massachusetts,Bristol,35765.51325,1486
Massachusetts,Dukes,241.313492,1491
Massachusetts,Essex,52062.1241,1519
Massachusetts,Franklin,2170.266002,1523
Massachusetts,Hampden,21604.44008,1526
Massachusetts,Hampshire,9413.692636,1527
Massachusetts,Middlesex,92396.4818,1533
Massachusetts,Nantucket,250.3477592,1537
Massachusetts,Norfolk,54877.10741,1543
Massachusetts,Plymouth,49852.244,1569
Massachusetts,Suffolk,1043.57159,1585
Massachusetts,Worcester,53788.73413,1599
Michigan,Alcona,151.4671338,1603
Michigan,Alger,604.8050599,1609
Michigan,Allegan,1207.934719,1611
Michigan,Alpena,396.6602942,1614
Michigan,Antrim,10.24607093,1617
Michigan,Arenac,782.4167969,1621
Michigan,Baraga,207.3684358,1624
Michigan,Barry,419.0771421,1627
Michigan,Bay,5105.758303,1631
Michigan,Benzie,,1634
Michigan,Berrien,9865.615153,1635
Michigan,Branch,307.2328325,1640
Michigan,Calhoun,7206.402943,1641
Michigan,Cass,1000.888622,1644
Michigan,Charlevoix,357.7489518,1648
Michigan,Cheboygan,565.8133356,1649
Michigan,Chippewa,1898.843538,1660
Michigan,Clare,182.7265627,1665
Michigan,Clinton,4388.94998,1669
Michigan,Crawford,459.2788892,1672
Michigan,Delta,1948.503236,1675
Michigan,Dickinson,1831.915615,1677
Michigan,Eaton,7327.472409,1678
Michigan,Emmet,951.1172853,1686
Michigan,Genesee,33776.62981,1688
Michigan,Gladwin,51.99006686,1691
Michigan,Gogebic,102.716665,1693
Michigan,Grand Traverse,3856.591668,1697
Michigan,Gratiot,2385.147616,1700
Michigan,Hillsdale,636.0748945,1701
Michigan,Houghton,778.259806,1705
Michigan,Huron,1684.478754,1708
Michigan,Ingham,19101.95657,1710
Michigan,Ionia,841.002448,1713
Michigan,Iosco,1034.530868,1715
Michigan,Iron,241.2938279,1716
Michigan,Isabella,887.0722099,1717
Michigan,Jackson,9497.006445,1719
Michigan,Kalamazoo,15394.72258,1720
Michigan,Kalkaska,117.9536702,1722
Michigan,Kent,32369.76569,1726
Michigan,Keweenaw,30.49035422,1743
Michigan,Lake,366.6143796,1749
Michigan,Lapeer,1764.848762,1752
Michigan,Leelanau,89.55600774,1765
Michigan,Lenawee,4323.396532,1768
Michigan,Livingston,14515.9613,1770
Michigan,Luce,107.0258218,1773
Michigan,Mackinac,554.4073742,1779
Michigan,Macomb,47202.65004,1785
Michigan,Manistee,258.2285767,1787
Michigan,Marquette,1821.129404,1793
Michigan,Mason,416.5278468,1797
Michigan,Mecosta,1408.159006,1800
Michigan,Menominee,1982.374463,1802
Michigan,Midland,4266.0489,1806
Michigan,Missaukee,114.763442,1810
Michigan,Monroe,6791.311479,1812
Michigan,Montcalm,1296.575716,1815
Michigan,Montmorency,36.40332006,1816
Michigan,Muskegon,15815.55794,1818
Michigan,Newaygo,672.9599917,1820
Michigan,Oakland,89187.16965,1824
Michigan,Oceana,227.1698469,1825
Michigan,Ogemaw,0,1827
Michigan,Ontonagon,318.3029952,1829
Michigan,Osceola,923.5584964,1830
Michigan,Oscoda,24.7516934,1832
Michigan,Otsego,744.8898953,1834
Michigan,Ottawa,23064.1081,1837
Michigan,Presque Isle,502.8612914,1840
Michigan,Roscommon,901.668608,1843
Michigan,Saginaw,11853.59485,1845
Michigan,St. Clair,13042.43395,1854
Michigan,St. Joseph,1989.992654,1857
Michigan,Sanilac,543.6181208,1858
Michigan,Schoolcraft,323.3400252,1861
Michigan,Shiawassee,3033.266214,1863
Michigan,Tuscola,471.3006742,1866
Michigan,Van Buren,1019.634385,1867
Michigan,Washtenaw,19921.48052,1869
Michigan,Wayne,62456.02983,1871
Michigan,Wexford,779.2306039,1873
Minnesota,Aitkin,940.3740966,1875
Minnesota,Anoka,31155.91133,1877
Minnesota,Becker,2899.98327,1878
Minnesota,Beltrami,1991.714076,1880
Minnesota,Benton,1403.83648,1881
Minnesota,Big Stone,517.3535631,1882
Minnesota,Blue Earth,3593.316833,1886
Minnesota,Brown,1407.18422,1892
Minnesota,Carlton,2304.323615,1893
Minnesota,Carver,8208.79234,1894
Minnesota,Cass,734.1601692,1895
Minnesota,Chippewa,217.4364308,1896
Minnesota,Chisago,1357.567973,1897
Minnesota,Clay,1388.218358,1898
Minnesota,Clearwater,792.6140515,1899
Minnesota,Cook,253.9161413,1900
Minnesota,Cottonwood,1118.074925,1902
Minnesota,Crow Wing,1101.06544,1903
Minnesota,Dakota,37384.62091,1904
Minnesota,Dodge,551.5011389,1906
Minnesota,Douglas,2114.871796,1907
Minnesota,Faribault,364.6363775,1908
Minnesota,Fillmore,115.7750857,1909
Minnesota,Freeborn,2069.078078,1910
Minnesota,Goodhue,1932.164621,1911
Minnesota,Grant,575.1022388,1912
Minnesota,Hennepin,75357.87115,1913
Minnesota,Houston,520.2213102,1914
Minnesota,Hubbard,911.4360097,1915
Minnesota,Isanti,891.6650735,1916
Minnesota,Itasca,1463.964854,1917
Minnesota,Jackson,320.2055326,1918
Minnesota,Kanabec,252.6214121,1919
Minnesota,Kandiyohi,2824.960563,1920
Minnesota,Kittson,700.5519423,1921
Minnesota,Koochiching,1221.437289,1922
Minnesota,Lac qui Parle,175.6836549,1923
Minnesota,Lake,136.0179491,1926
Minnesota,Lake of the Woods,313.6057887,1927
Minnesota,Le Sueur,564.6053765,1929
Minnesota,Lincoln,180.142497,1931
Minnesota,Lyon,1729.062538,1932
Minnesota,McLeod,2505.446503,1934
Minnesota,Mahnomen,613.7780156,1936
Minnesota,Marshall,1396.137855,1937
Minnesota,Martin,1926.621074,1940
Minnesota,Meeker,1266.581705,1941
Minnesota,Mille Lacs,100.6413655,1943
Minnesota,Morrison,2390.267088,1944
Minnesota,Mower,1382.819967,1945
Minnesota,Murray,327.2545678,1947
Minnesota,Nicollet,2644.361671,1948
Minnesota,Nobles,1527.183408,1950
Minnesota,Norman,534.8448062,1951
Minnesota,Olmsted,7469.710054,1953
Minnesota,Otter Tail,2297.636719,1954
Minnesota,Pennington,667.0367771,1956
Minnesota,Pine,559.2627615,1957
Minnesota,Pipestone,662.2957139,1958
Minnesota,Polk,2669.948937,1959
Minnesota,Pope,326.2372533,1961
Minnesota,Ramsey,24478.49824,1964
Minnesota,Red Lake,1002.428789,1966
Minnesota,Redwood,1700.398855,1969
Minnesota,Renville,1237.686724,1971
Minnesota,Rice,2948.453577,1973
Minnesota,Rock,349.1183701,1974
Minnesota,Roseau,1108.680243,1976
Minnesota,St. Louis,10458.48331,1978
Minnesota,Scott,6938.592814,1979
Minnesota,Sherburne,3818.796224,1980
Minnesota,Sibley,56.4272973,1982
Minnesota,Stearns,6554.862651,1984
Minnesota,Steele,2300.390822,1985
Minnesota,Stevens,292.432676,1987
Minnesota,Swift,585.932258,1988
Minnesota,Todd,2037.410144,1989
Minnesota,Traverse,315.0988656,1990
Minnesota,Wabasha,506.330274,1991
Minnesota,Wadena,777.1818892,1992
Minnesota,Waseca,1354.343609,1993
Minnesota,Washington,24865.01263,1994
Minnesota,Watonwan,108.0223284,1996
Minnesota,Wilkin,448.9118287,1997
Minnesota,Winona,1581.396514,1998
Minnesota,Wright,4590.798974,1999
Minnesota,Yellow Medicine,849.3017842,1531
Mississippi,Adams,1766.311147,1534
Mississippi,Alcorn,883.7904687,1538
Mississippi,Amite,497.3861485,1539
Mississippi,Attala,1097.62476,1541
Mississippi,Benton,909.0042193,1544
Mississippi,Bolivar,3661.662596,1547
Mississippi,Calhoun,248.7812287,1548
Mississippi,Carroll,971.259892,1549
Mississippi,Chickasaw,195.1520344,1550
Mississippi,Choctaw,65.49758631,1552
Mississippi,Claiborne,351.0682513,1555
Mississippi,Clarke,537.7759806,1557
Mississippi,Clay,1476.516223,1559
Mississippi,Coahoma,1915.860391,1562
Mississippi,Copiah,1875.772823,1564
Mississippi,Covington,,1567
Mississippi,DeSoto,12253.59502,1571
Mississippi,Forrest,2156.442546,1572
Mississippi,Franklin,657.1204466,1575
Mississippi,George,633.9749974,1577
Mississippi,Greene,184.5299133,1579
Mississippi,Grenada,810.2075994,1581
Mississippi,Hancock,3545.473593,1583
Mississippi,Harrison,16757.07749,1587
Mississippi,Hinds,17732.8236,1591
Mississippi,Holmes,2477.04466,1593
Mississippi,Humphreys,554.4975179,1596
Mississippi,Issaquena,140.7796975,1598
Mississippi,Itawamba,492.080493,1601
Mississippi,Jackson,10134.49422,1605
Mississippi,Jasper,421.5317646,1607
Mississippi,Jefferson,173.5678079,1610
Mississippi,Jefferson Davis,522.2577407,1612
Mississippi,Jones,1893.950897,1615
Mississippi,Kemper,1256.068515,1616
Mississippi,Lafayette,2340.31854,1620
Mississippi,Lamar,2105.600119,1623
Mississippi,Lauderdale,4069.345221,1628
Mississippi,Lawrence,503.7269216,1632
Mississippi,Leake,1114.599593,1636
Mississippi,Lee,5030.912326,1638
Mississippi,Leflore,4271.569723,1643
Mississippi,Lincoln,1932.3947,1645
Mississippi,Lowndes,2608.31239,1647
Mississippi,Madison,5448.418737,1651
Mississippi,Marion,2068.359192,1653
Mississippi,Marshall,1566.120704,1655
Mississippi,Monroe,666.6383737,1656
Mississippi,Montgomery,372.3641442,1658
Mississippi,Neshoba,719.8969791,1661
Mississippi,Newton,638.6097663,1663
Mississippi,Noxubee,445.2119579,1666
Mississippi,Oktibbeha,2250.419038,1668
Mississippi,Panola,2038.835382,1671
Mississippi,Pearl River,1687.692553,1676
Mississippi,Perry,265.643,1679
Mississippi,Pike,1666.820981,1680
Mississippi,Pontotoc,809.8942224,1682
Mississippi,Prentiss,411.3368127,1684
Mississippi,Quitman,801.5009623,1685
Mississippi,Rankin,9244.267957,1690
Mississippi,Scott,984.4882361,1692
Mississippi,Sharkey,351.491168,1695
Mississippi,Simpson,773.7899256,1698
Mississippi,Smith,670.349214,1709
Mississippi,Stone,1089.43776,1712
Mississippi,Sunflower,1911.47744,1721
Mississippi,Tallahatchie,1534.05374,1725
Mississippi,Tate,2289.088533,1727
Mississippi,Tippah,666.0282041,1730
Mississippi,Tishomingo,0,1732
Mississippi,Tunica,512.5906176,1735
Mississippi,Union,894.2863055,1737
Mississippi,Walthall,382.4380625,1740
Mississippi,Warren,3226.185672,1746
Mississippi,Washington,4380.549034,1750
Mississippi,Wayne,80.09172378,1753
Mississippi,Webster,267.4023539,1756
Mississippi,Wilkinson,359.0523173,1757
Mississippi,Winston,644.5562353,1758
Mississippi,Yalobusha,208.9188703,1759
Mississippi,Yazoo,2942.195526,1760
Missouri,Adair,808.5450102,1761
Missouri,Andrew,426.9870831,1762
Missouri,Atchison,136.2616347,1763
Missouri,Audrain,647.9085393,1766
Missouri,Barry,1100.050908,1767
Missouri,Barton,715.7132432,1771
Missouri,Bates,169.2227644,1776
Missouri,Benton,287.4220628,1778
Missouri,Bollinger,819.6735901,1781
Missouri,Boone,9976.041776,1783
Missouri,Buchanan,4685.908254,1789
Missouri,Butler,1675.93374,1792
Missouri,Caldwell,458.6170497,1795
Missouri,Callaway,1693.147595,1799
Missouri,Camden,1390.19648,1803
Missouri,Cape Girardeau,4507.851857,1808
Missouri,Carroll,389.132874,1822
Missouri,Carter,822.1320426,1001
Missouri,Cass,8349.03586,1004
Missouri,Cedar,382.0902418,1007
Missouri,Chariton,146.8709049,1011
Missouri,Christian,4657.457989,1014
Missouri,Clark,177.9524011,1015
Missouri,Clay,17110.79276,1018
Missouri,Clinton,418.5669518,1021
