State,County,LACCESS_HISP15,FID
Indiana,Warrick,316.4592558,575
Indiana,Washington,32.49691905,584
Indiana,Wayne,224.6529743,586
Indiana,Wells,86.21745225,590
Indiana,White,271.7522727,594
Indiana,Whitley,34.28281431,597
Iowa,Adair,1.00000003,598
Iowa,Adams,4.610169061,602
Iowa,Allamakee,16.77452022,608
Iowa,Appanoose,16.68225739,611
Iowa,Audubon,7.854315663,615
Iowa,Benton,27.18393973,619
Iowa,Black Hawk,1477.980473,623
Iowa,Boone,90.32955644,625
Iowa,Bremer,9.130239345,631
Iowa,Buchanan,66.55692424,632
Iowa,Buena Vista,166.1433771,633
Iowa,Butler,61.8668596,361
Iowa,Calhoun,1.000000041,365
Iowa,Carroll,3.389359551,369
Iowa,Cass,38.81463432,374
Iowa,Cedar,55.61871181,379
Iowa,Cerro Gordo,192.3540504,383
Iowa,Cherokee,16.59219512,388
Iowa,Chickasaw,17.58175213,393
Iowa,Clarke,22.1527151,397
Iowa,Clay,15.87256408,398
Iowa,Clayton,7.761871607,402
Iowa,Clinton,279.4338714,404
Iowa,Crawford,579.1326449,408
Iowa,Dallas,417.2923799,413
Iowa,Davis,2.943431169,416
Iowa,Decatur,8.000000298,419
Iowa,Delaware,11.87926571,421
Iowa,Des Moines,206.552508,424
Iowa,Dickinson,36.37875556,427
Iowa,Dubuque,277.5215891,434
Iowa,Emmet,67.38016473,437
Iowa,Fayette,10.11806848,442
Iowa,Floyd,42.22707676,447
Iowa,Franklin,39.93780509,451
Iowa,Fremont,150.380117,455
Iowa,Greene,10.80191019,458
Iowa,Grundy,9,460
Iowa,Guthrie,41.69294266,467
Iowa,Hamilton,74.91193455,469
Iowa,Hancock,69.98103057,470
Iowa,Hardin,66.14460121,475
Iowa,Harrison,28.8569429,478
Iowa,Henry,258.4575001,479
Iowa,Howard,35.79822948,481
Iowa,Humboldt,38.28791177,487
Iowa,Ida,0,491
Iowa,Iowa,37.18043216,495
Iowa,Jackson,43.54074635,499
Iowa,Jasper,59.11427115,505
Iowa,Jefferson,22.21428937,507
Iowa,Johnson,1255.119961,508
Iowa,Jones,31.80798229,516
Iowa,Keokuk,30.89678621,520
Iowa,Kossuth,130.9921625,523
Iowa,Lee,135.3396427,531
Iowa,Linn,1105.691465,535
Iowa,Louisa,3.322760228,539
Iowa,Lucas,28.59741261,542
Iowa,Lyon,31.78649797,546
Iowa,Madison,16.74106924,550
Iowa,Mahaska,43.63849177,554
Iowa,Marion,55.47982693,561
Iowa,Marshall,620.9161069,568
Iowa,Mills,31.58642279,569
Iowa,Mitchell,22.51366583,572
Iowa,Monona,21.05471895,576
Iowa,Monroe,35.14493292,580
Iowa,Montgomery,43.80399808,595
Iowa,Muscatine,1733.105914,600
Iowa,O'Brien,110.3684036,604
Iowa,Osceola,24.99999997,607
Iowa,Page,166.14616,612
Iowa,Palo Alto,37.82306846,618
Iowa,Plymouth,24.57643894,622
Iowa,Pocahontas,71.04561101,624
Iowa,Polk,3962.814555,629
Iowa,Pottawattamie,2116.713415,637
Iowa,Poweshiek,100.8490022,640
Iowa,Ringgold,0.712482834,642
Iowa,Sac,109.0522359,647
Iowa,Scott,754.8610899,657
Iowa,Shelby,57.69897372,660
Iowa,Sioux,74.39531104,663
Iowa,Story,611.9147201,668
Iowa,Tama,395.8506443,671
Iowa,Taylor,3.341219203,674
Iowa,Union,24.99046642,675
Iowa,Van Buren,34.99999989,678
Iowa,Wapello,2042.949007,681
Iowa,Warren,151.5371474,685
Iowa,Washington,37.28353491,687
Iowa,Wayne,37.96691566,691
Iowa,Webster,316.0600417,694
Iowa,Winnebago,117.0000002,696
Iowa,Winneshiek,44.68365441,698
Iowa,Woodbury,2355.397234,702
Iowa,Worth,9.331455406,703
Iowa,Wright,97.81897536,705
Kansas,Allen,146.1754047,709
Kansas,Anderson,35.18499073,712
Kansas,Atchison,62.15839043,715
Kansas,Barber,8.10378715,717
Kansas,Barton,1073.038914,719
Kansas,Bourbon,49.47829591,722
Kansas,Brown,19.88174462,723
Kansas,Butler,654.5064352,726
Kansas,Chase,92.7894876,729
Kansas,Chautauqua,15.78016578,730
Kansas,Cherokee,83.14275416,732
Kansas,Cheyenne,9.659432038,736
Kansas,Clark,162.9999994,738
Kansas,Clay,46.99999994,739
Kansas,Cloud,59.20788142,740
Kansas,Coffey,58.82274247,745
Kansas,Comanche,9.136496539,748
Kansas,Cowley,782.4578322,752
Kansas,Crawford,678.3149838,756
Kansas,Decatur,9.66522246,759
Kansas,Dickinson,70.95628178,762
Kansas,Doniphan,99.32330207,765
Kansas,Douglas,872.8751254,767
Kansas,Edwards,63.64726472,770
Kansas,Elk,79.00000038,773
Kansas,Ellis,172.9212647,774
Kansas,Ellsworth,58.88905277,776
Kansas,Finney,3611.534948,778
Kansas,Ford,2241.597624,784
Kansas,Franklin,582.2391327,786
Kansas,Geary,1641.105795,788
Kansas,Gove,12.00000008,790
Kansas,Graham,7.701738446,791
Kansas,Grant,213.9240366,794
Kansas,Gray,280.964275,798
Kansas,Greeley,170.999999,801
Kansas,Greenwood,70.857967,803
Kansas,Hamilton,827.000001,805
Kansas,Harper,47.05705263,807
Kansas,Harvey,612.7258531,812
Kansas,Haskell,1148.999999,815
Kansas,Hodgeman,47.70816114,818
Kansas,Jackson,87.20828577,819
Kansas,Jefferson,0.86378738,821
Kansas,Jewell,14.14396677,822
Kansas,Johnson,5124.643952,824
Kansas,Kearny,1135.000002,826
Kansas,Kingman,52.11181369,827
Kansas,Kiowa,98.95902913,829
Kansas,Labette,161.4021389,831
Kansas,Lane,32.94405387,833
Kansas,Leavenworth,1988.523636,836
Kansas,Lincoln,18.49616435,838
Kansas,Linn,32.28978931,840
Kansas,Logan,18.99999994,842
Kansas,Lyon,1025.279367,844
Kansas,McPherson,282.658496,846
Kansas,Marion,67.84024329,848
Kansas,Marshall,14.78843177,850
Kansas,Meade,523.8074565,851
Kansas,Miami,64.42752717,853
Kansas,Mitchell,15.21747876,854
Kansas,Montgomery,383.4678676,856
Kansas,Morris,61.02830737,858
Kansas,Morton,157.724211,859
Kansas,Nemaha,17.72381704,861
Kansas,Neosho,18.03180853,862
Kansas,Ness,89.00000081,864
Kansas,Norton,106.0557094,866
Kansas,Osage,26.73133642,867
Kansas,Osborne,14.99999993,869
Kansas,Ottawa,33.00000044,870
Kansas,Pawnee,40.69063526,872
Kansas,Phillips,33.06293134,873
Kansas,Pottawatomie,12.17175408,876
Kansas,Pratt,90.48932385,878
Kansas,Rawlins,18.39011264,880
Kansas,Reno,884.1935659,882
Kansas,Republic,5.975688357,884
Kansas,Rice,63.31958246,886
Kansas,Riley,2055.137298,888
Kansas,Rooks,27.99999993,889
Kansas,Rush,14.93919203,891
Kansas,Russell,19.29970952,893
Kansas,Saline,899.3898575,895
Kansas,Scott,43.32924582,897
Kansas,Sedgwick,16009.98595,898
Kansas,Seward,486.3843285,900
Kansas,Shawnee,6560.138352,902
Kansas,Sheridan,34.99999982,904
Kansas,Sherman,430.2363278,907
Kansas,Smith,38.00000014,909
Kansas,Stafford,241.8944821,911
Kansas,Stanton,37.31061158,913
Kansas,Stevens,245.7286946,914
Kansas,Sumner,389.9775071,916
Kansas,Thomas,192.7309287,917
Kansas,Trego,12.2402637,919
Kansas,Wabaunsee,107.0228711,920
Kansas,Wallace,108.0000006,921
Kansas,Washington,71.24337381,922
Kansas,Wichita,550.0000009,923
Kansas,Wilson,13.63301573,925
Kansas,Woodson,20.72476306,926
Kansas,Wyandotte,6145.167184,927
Kentucky,Adair,30.18587385,928
Kentucky,Allen,6.070002672,929
Kentucky,Anderson,73.72323611,930
Kentucky,Ballard,4.887346941,932
Kentucky,Barren,170.9748389,933
Kentucky,Bath,0.504270078,934
Kentucky,Bell,39.38839088,936
Kentucky,Boone,1236.117222,1002
Kentucky,Bourbon,308.9789869,1005
Kentucky,Boyd,89.17571642,1008
Kentucky,Boyle,253.2088862,1010
Kentucky,Bracken,0,1013
Kentucky,Breathitt,23.87219869,1017
Kentucky,Breckinridge,18.47171419,1020
Kentucky,Bullitt,357.45074,1024
Kentucky,Butler,4.211919021,1026
Kentucky,Caldwell,10.24769768,1031
Kentucky,Calloway,99.43622327,1033
Kentucky,Campbell,361.6861278,1035
Kentucky,Carlisle,4.672677177,1039
Kentucky,Carroll,374.3191771,1041
Kentucky,Carter,8.89200565,1044
Kentucky,Casey,15.24954604,1048
Kentucky,Christian,1769.431299,1050
Kentucky,Clark,47.6372624,1053
Kentucky,Clay,173.3008162,1056
Kentucky,Clinton,0,1059
Kentucky,Crittenden,0.985590634,1064
Kentucky,Cumberland,2.19067293,1067
Kentucky,Daviess,341.2967517,1071
Kentucky,Edmonson,2.119326077,1073
Kentucky,Elliott,0,1075
Kentucky,Estill,9.880254598,1077
Kentucky,Fayette,3495.015932,1080
Kentucky,Fleming,4.435778788,1083
Kentucky,Floyd,11.97949951,1085
Kentucky,Franklin,215.4572045,1086
Kentucky,Fulton,0.052734319,1088
Kentucky,Gallatin,,1090
Kentucky,Garrard,0.060502513,1092
Kentucky,Grant,103.1912195,1094
Kentucky,Graves,92.09614619,1097
Kentucky,Grayson,52.20804351,1100
Kentucky,Green,17.7385317,1102
Kentucky,Greenup,51.36229049,1105
Kentucky,Hancock,1.016801137,1107
Kentucky,Hardin,1906.363431,1110
Kentucky,Harlan,18.22463466,1114
Kentucky,Harrison,11.21566626,1119
Kentucky,Hart,14.50459195,1121
Kentucky,Henderson,98.47720031,1126
Kentucky,Henry,6.392335672,1129
Kentucky,Hickman,0,1130
Kentucky,Hopkins,193.5149187,1136
Kentucky,Jackson,0.002359034,1140
Kentucky,Jefferson,4625.547906,1143
Kentucky,Jessamine,199.3308009,1145
Kentucky,Johnson,17.53687467,1148
Kentucky,Kenton,864.2830468,1151
Kentucky,Knott,0,1154
Kentucky,Knox,23.78647956,1159
Kentucky,Larue,7.035766008,1162
Kentucky,Laurel,67.95804846,1166
Kentucky,Lawrence,14.24275153,1167
Kentucky,Lee,0,1171
Kentucky,Leslie,1.792901613,1175
Kentucky,Letcher,,1178
Kentucky,Lewis,4.24235793,1180
Kentucky,Lincoln,59.28332112,1184
Kentucky,Livingston,11.66083643,1187
Kentucky,Logan,104.6867669,1190
Kentucky,Lyon,1.788922722,1193
Kentucky,McCracken,314.3659733,1196
Kentucky,McCreary,1.295741975,1198
Kentucky,McLean,0.854104578,1201
Kentucky,Madison,446.8451599,1204
Kentucky,Magoffin,0.010756997,1206
Kentucky,Marion,2.005905197,1210
Kentucky,Marshall,5.789406213,1213
Kentucky,Martin,0,1215
Kentucky,Mason,40.01270759,1217
Kentucky,Meade,429.9201557,1220
Kentucky,Menifee,0,1222
Kentucky,Mercer,141.4810413,1225
Kentucky,Metcalfe,0.935534973,1228
Kentucky,Monroe,7.057006688,1230
Kentucky,Montgomery,60.78655173,1233
Kentucky,Morgan,12.47268731,1235
Kentucky,Muhlenberg,39.86165304,1238
Kentucky,Nelson,120.2099617,1243
Kentucky,Nicholas,0,1246
Kentucky,Ohio,101.031346,1249
Kentucky,Oldham,790.1140413,1252
Kentucky,Owen,4.101362771,1255
Kentucky,Owsley,0,1257
Kentucky,Pendleton,5.13709734,1260
Kentucky,Perry,5.19784219,1265
Kentucky,Pike,19.4021368,1267
Kentucky,Powell,8.316951721,1270
Kentucky,Pulaski,198.5647834,1272
Kentucky,Robertson,16.13693489,1273
Kentucky,Rockcastle,1.430693869,1276
Kentucky,Rowan,21.37484078,1279
Kentucky,Russell,1.258709572,1282
Kentucky,Scott,689.8826426,1283
Kentucky,Shelby,428.1594745,1285
Kentucky,Simpson,36.04645492,1287
Kentucky,Spencer,,1000
Kentucky,Taylor,71.40535731,1003
Kentucky,Todd,0,1006
Kentucky,Trigg,18.4268583,1009
Kentucky,Trimble,17.43908379,1012
Kentucky,Union,21.05900685,1016
Kentucky,Warren,903.709199,1019
Kentucky,Washington,30.5775078,1023
Kentucky,Wayne,115.0720452,1027
Kentucky,Webster,16.26985534,1029
Kentucky,Whitley,48.04120683,1034
Kentucky,Wolfe,1.235462214,1037
Kentucky,Woodford,624.3347577,1042
Louisiana,Acadia,22.8312649,1046
Louisiana,Allen,56.24474529,1051
Louisiana,Ascension,1768.286909,1055
Louisiana,Assumption,129.9091569,1060
Louisiana,Avoyelles,108.4900981,1062
Louisiana,Beauregard,263.2649099,1066
Louisiana,Bienville,30.69937364,1069
Louisiana,Bossier,1725.71082,1076
Louisiana,Caddo,2009.347887,1079
Louisiana,Calcasieu,916.482175,1081
Louisiana,Caldwell,21.52820533,1084
Louisiana,Cameron,27.93297416,1089
Louisiana,Catahoula,27.2584791,1093
Louisiana,Claiborne,16.51208073,1095
Louisiana,Concordia,57.4506592,1098
Louisiana,De Soto,158.4260804,1103
Louisiana,East Baton Rouge,4212.118141,1108
Louisiana,East Carroll,36.01624952,1111
Louisiana,East Feliciana,39.01666281,1115
Louisiana,Evangeline,101.7729957,1118
Louisiana,Franklin,21.57909617,1123
Louisiana,Grant,41.95131298,1127
Louisiana,Iberia,415.4902177,1133
Louisiana,Iberville,99.87415507,1134
Louisiana,Jackson,66.70871576,1138
Louisiana,Jefferson,5458.106241,1147
Louisiana,Jefferson Davis,24.15128623,1155
Louisiana,Lafayette,2274.813164,1161
Louisiana,Lafourche,1136.56389,1280
Louisiana,La Salle,106.6600072,1289
Louisiana,Lincoln,360.3824036,1291
Louisiana,Livingston,623.3329577,1295
Louisiana,Madison,29.24058636,1297
Louisiana,Morehouse,68.75851088,1299
Louisiana,Natchitoches,200.2194536,1301
Louisiana,Orleans,1685.976892,1304
Louisiana,Ouachita,817.402354,1306
Louisiana,Plaquemines,188.6505591,1427
Louisiana,Pointe Coupee,53.66166884,1431
Louisiana,Rapides,1631.353992,1434
Louisiana,Red River,21.46176713,1436
Louisiana,Richland,34.88492393,1439
Louisiana,Sabine,123.124764,1441
Louisiana,St. Bernard,1295.380572,1463
Louisiana,St. Charles,1728.469477,1466
Louisiana,St. Helena,4.391998086,1467
Louisiana,St. James,33.1823406,1468
Louisiana,St. John the Baptist,938.685395,1469
Louisiana,St. Landry,248.3438214,1471
Louisiana,St. Martin,31.13800925,1473
Louisiana,St. Mary,1389.007783,1474
Louisiana,St. Tammany,2828.829323,1475
Louisiana,Tangipahoa,1210.027501,1476
Louisiana,Tensas,27.62599741,1479
Louisiana,Terrebonne,1225.246633,1501
Louisiana,Union,108.9463192,1507
Louisiana,Vermilion,90.00331833,1510
Louisiana,Vernon,2470.581316,1513
Louisiana,Washington,45.51824271,1516
Louisiana,Webster,152.992117,1518
Louisiana,West Baton Rouge,94.69901818,1520
Louisiana,West Carroll,4.359897544,1522
Louisiana,West Feliciana,14.56443821,1524
Louisiana,Winn,51.54522465,1529
Maine,Androscoggin,148.0269834,1532
Maine,Aroostook,62.09810007,1535
Maine,Cumberland,931.1839837,1608
Maine,Franklin,8.073455218,1619
Maine,Hancock,20.24207325,1748
Maine,Kennebec,104.6972518,1755
Maine,Knox,41.50905002,1774
Maine,Lincoln,13.88073766,1835
Maine,Oxford,22.72562398,1842
Maine,Penobscot,221.810244,1846
Maine,Piscataquis,6.485509354,1851
Maine,Sagadahoc,33.20442405,1855
Maine,Somerset,55.63697425,1860
Maine,Waldo,35.67420752,1865
Maine,Washington,24.0083073,1884
Maine,York,330.6803584,1901
Maryland,Allegany,601.8401979,1905
Maryland,Anne Arundel,9064.592926,1925
Maryland,Calvert,1057.623083,1946
Maryland,Caroline,42.82962135,1949
Maryland,Carroll,805.2128132,1955
Maryland,Cecil,820.2830326,1963
Maryland,Charles,1860.035181,1294
Maryland,Dorchester,156.1348436,1346
Maryland,Frederick,2758.181531,1357
Maryland,Garrett,4.156304768,1361
Maryland,Harford,1646.733445,1372
Maryland,Howard,2359.954578,1379
Maryland,Kent,0,1394
Maryland,Montgomery,17297.98786,1398
Maryland,Prince George's,12677.25998,1403
Maryland,Queen Anne's,257.9710072,1413
Maryland,St. Mary's,1096.684556,1421
Maryland,Somerset,217.9021374,1430
Maryland,Talbot,258.0900975,1438
Maryland,Washington,1336.776421,1445
Maryland,Wicomico,1105.974678,1446
Maryland,Worcester,388.717512,1456
Massachusetts,Barnstable,1966.196482,1478
Massachusetts,Berkshire,736.8329075,1480
Massachusetts,Bristol,3426.002674,1486
Massachusetts,Dukes,33.93925748,1491
Massachusetts,Essex,12853.67084,1519
Massachusetts,Franklin,447.5612006,1523
Massachusetts,Hampden,7642.525007,1526
Massachusetts,Hampshire,3340.448659,1527
Massachusetts,Middlesex,12602.94994,1533
Massachusetts,Nantucket,119.7259947,1537
Massachusetts,Norfolk,6095.892875,1543
Massachusetts,Plymouth,3061.352517,1569
Massachusetts,Suffolk,721.8278224,1585
Massachusetts,Worcester,11098.55687,1599
Michigan,Alcona,11.16448369,1603
Michigan,Alger,31.16241718,1609
Michigan,Allegan,157.824472,1611
Michigan,Alpena,15.76962474,1614
Michigan,Antrim,0.027233858,1617
Michigan,Arenac,49.92435535,1621
Michigan,Baraga,8.428854118,1624
Michigan,Barry,49.06688541,1627
Michigan,Bay,1150.023835,1631
Michigan,Benzie,,1634
Michigan,Berrien,1217.006204,1635
Michigan,Branch,47.6777755,1640
Michigan,Calhoun,1189.888709,1641
Michigan,Cass,105.3596577,1644
Michigan,Charlevoix,19.65146096,1648
Michigan,Cheboygan,19.02056941,1649
Michigan,Chippewa,85.95887606,1660
Michigan,Clare,7.661262065,1665
Michigan,Clinton,925.828146,1669
Michigan,Crawford,37.71719499,1672
Michigan,Delta,86.11352723,1675
Michigan,Dickinson,52.56205519,1677
Michigan,Eaton,1637.79794,1678
Michigan,Emmet,55.93328189,1686
Michigan,Genesee,3881.694051,1688
Michigan,Gladwin,2.483252205,1691
Michigan,Gogebic,6.960653721,1693
Michigan,Grand Traverse,405.2840155,1697
Michigan,Gratiot,874.5970482,1700
Michigan,Hillsdale,52.74446165,1701
Michigan,Houghton,45.96447049,1705
Michigan,Huron,143.9837301,1708
Michigan,Ingham,5943.958076,1710
Michigan,Ionia,298.9015406,1713
Michigan,Iosco,117.9168227,1715
Michigan,Iron,15.3775133,1716
Michigan,Isabella,234.8239559,1717
Michigan,Jackson,1394.242731,1719
Michigan,Kalamazoo,2179.057695,1720
Michigan,Kalkaska,10.75293515,1722
Michigan,Kent,5867.305001,1726
Michigan,Keweenaw,5.072699651,1743
Michigan,Lake,44.13121212,1749
Michigan,Lapeer,287.8731951,1752
Michigan,Leelanau,5.440314049,1765
Michigan,Lenawee,2627.095337,1768
Michigan,Livingston,1058.480164,1770
Michigan,Luce,3.301096631,1773
Michigan,Mackinac,28.7879394,1779
Michigan,Macomb,4101.689717,1785
Michigan,Manistee,43.12266426,1787
Michigan,Marquette,53.08832959,1793
Michigan,Mason,50.9144585,1797
Michigan,Mecosta,165.5170757,1800
Michigan,Menominee,126.6306433,1802
Michigan,Midland,389.2334413,1806
Michigan,Missaukee,3.361169646,1810
Michigan,Monroe,815.124772,1812
Michigan,Montcalm,257.49075,1815
Michigan,Montmorency,1.083721263,1816
Michigan,Muskegon,3370.948262,1818
Michigan,Newaygo,107.3304068,1820
Michigan,Oakland,10787.77972,1824
Michigan,Oceana,166.0971211,1825
Michigan,Ogemaw,0,1827
Michigan,Ontonagon,23.53005172,1829
Michigan,Osceola,53.69286941,1830
Michigan,Oscoda,0.232933824,1832
Michigan,Otsego,51.0655834,1834
Michigan,Ottawa,8023.729611,1837
Michigan,Presque Isle,30.64842344,1840
Michigan,Roscommon,56.93239968,1843
Michigan,Saginaw,4749.568431,1845
Michigan,St. Clair,1923.820022,1854
Michigan,St. Joseph,468.157341,1857
Michigan,Sanilac,37.13182535,1858
Michigan,Schoolcraft,11.91892429,1861
Michigan,Shiawassee,413.6468038,1863
Michigan,Tuscola,86.90355466,1866
Michigan,Van Buren,203.8586246,1867
Michigan,Washtenaw,3593.715057,1869
Michigan,Wayne,8903.107607,1871
Michigan,Wexford,52.76512036,1873
Minnesota,Aitkin,54.63147905,1875
Minnesota,Anoka,3851.153564,1877
Minnesota,Becker,136.784535,1878
Minnesota,Beltrami,76.49061415,1880
Minnesota,Benton,103.3858725,1881
Minnesota,Big Stone,11.10704552,1882
Minnesota,Blue Earth,589.9581607,1886
Minnesota,Brown,129.2124455,1892
Minnesota,Carlton,93.1877964,1893
Minnesota,Carver,1226.596677,1894
Minnesota,Cass,46.17004654,1895
Minnesota,Chippewa,16.26941598,1896
Minnesota,Chisago,86.1834103,1897
Minnesota,Clay,114.5160678,1898
Minnesota,Clearwater,51.9048039,1899
Minnesota,Cook,11.31436594,1900
Minnesota,Cottonwood,311.7209921,1902
Minnesota,Crow Wing,47.79034673,1903
Minnesota,Dakota,6919.367208,1904
Minnesota,Dodge,56.47108111,1906
Minnesota,Douglas,72.7521059,1907
Minnesota,Faribault,83.81265255,1908
Minnesota,Fillmore,0.999999987,1909
Minnesota,Freeborn,1182.356791,1910
Minnesota,Goodhue,250.7130775,1911
Minnesota,Grant,58.51483364,1912
Minnesota,Hennepin,11627.37171,1913
Minnesota,Houston,15.98727276,1914
Minnesota,Hubbard,57.21650751,1915
Minnesota,Isanti,39.98409545,1916
Minnesota,Itasca,66.98984867,1917
Minnesota,Jackson,105.9708801,1918
Minnesota,Kanabec,11.2309352,1919
Minnesota,Kandiyohi,1332.998887,1920
Minnesota,Kittson,64.99999956,1921
Minnesota,Koochiching,63.14257613,1922
Minnesota,Lac qui Parle,12.9999998,1923
Minnesota,Lake,8.071483227,1926
Minnesota,Lake of the Woods,7.000000018,1927
Minnesota,Le Sueur,140.0164191,1929
Minnesota,Lincoln,16.9999999,1931
Minnesota,Lyon,350.0500015,1932
Minnesota,McLeod,725.0509688,1934
Minnesota,Mahnomen,32.96911055,1936
Minnesota,Marshall,246.1230619,1937
Minnesota,Martin,198.3678425,1940
Minnesota,Meeker,261.8807429,1941
Minnesota,Mille Lacs,0.578150342,1943
Minnesota,Morrison,115.697835,1944
Minnesota,Mower,226.1435056,1945
Minnesota,Murray,94.81963051,1947
Minnesota,Nicollet,546.3927793,1948
Minnesota,Nobles,623.8528907,1950
Minnesota,Norman,100.9999998,1951
Minnesota,Olmsted,965.3408131,1953
Minnesota,Otter Tail,84.10910571,1954
Minnesota,Pennington,58.52534956,1956
Minnesota,Pine,37.74806097,1957
Minnesota,Pipestone,82.90142033,1958
Minnesota,Polk,493.5557283,1959
Minnesota,Pope,19.07651057,1961
Minnesota,Ramsey,5114.937647,1964
Minnesota,Red Lake,100.9999975,1966
Minnesota,Redwood,107.0441781,1969
Minnesota,Renville,459.6721304,1971
Minnesota,Rice,952.0523262,1973
Minnesota,Rock,14.58627951,1974
Minnesota,Roseau,27.1137362,1976
Minnesota,St. Louis,736.248713,1978
Minnesota,Scott,1022.354239,1979
Minnesota,Sherburne,562.7302364,1980
Minnesota,Sibley,0.999999936,1982
Minnesota,Stearns,506.2250404,1984
Minnesota,Steele,414.9737112,1985
Minnesota,Stevens,16.09840005,1987
Minnesota,Swift,156.1847612,1988
Minnesota,Todd,178.9364753,1989
Minnesota,Traverse,23.00000023,1990
Minnesota,Wabasha,41.84192898,1991
Minnesota,Wadena,45.63717344,1992
Minnesota,Waseca,338.290922,1993
Minnesota,Washington,3924.855037,1994
Minnesota,Watonwan,28.84352468,1996
Minnesota,Wilkin,34.9634625,1997
Minnesota,Winona,156.1062695,1998
Minnesota,Wright,324.7365947,1999
Minnesota,Yellow Medicine,120.3656574,1531
Mississippi,Adams,66.38170373,1534
Mississippi,Alcorn,104.4762741,1538
Mississippi,Amite,6.63120128,1539
Mississippi,Attala,68.88388574,1541
Mississippi,Benton,56.85673422,1544
Mississippi,Bolivar,224.3366783,1547
Mississippi,Calhoun,10.56673251,1548
Mississippi,Carroll,57.30319851,1549
Mississippi,Chickasaw,20.56699125,1550
Mississippi,Choctaw,5.001184997,1552
Mississippi,Claiborne,4.602307912,1555
Mississippi,Clarke,17.5646365,1557
Mississippi,Clay,41.91115457,1559
Mississippi,Coahoma,66.57326902,1562
Mississippi,Copiah,93.19860607,1564
Mississippi,Covington,,1567
Mississippi,DeSoto,2710.872264,1571
Mississippi,Forrest,349.6501468,1572
Mississippi,Franklin,8.96240273,1575
Mississippi,George,35.10558073,1577
Mississippi,Greene,1.892945818,1579
Mississippi,Grenada,21.95057436,1581
Mississippi,Hancock,548.4693118,1583
Mississippi,Harrison,3534.722799,1587
Mississippi,Hinds,792.313684,1591
Mississippi,Holmes,54.12700573,1593
Mississippi,Humphreys,25.15872328,1596
Mississippi,Issaquena,2.628459715,1598
Mississippi,Itawamba,46.41529521,1601
Mississippi,Jackson,1915.669526,1605
Mississippi,Jasper,13.8936101,1607
Mississippi,Jefferson,0.34030026,1610
Mississippi,Jefferson Davis,25.83112284,1612
Mississippi,Jones,519.7383727,1615
Mississippi,Kemper,31.14188789,1616
Mississippi,Lafayette,239.598149,1620
Mississippi,Lamar,191.1311161,1623
Mississippi,Lauderdale,361.9557733,1628
Mississippi,Lawrence,18.16701691,1632
Mississippi,Leake,48.06987218,1636
Mississippi,Lee,373.9878637,1638
Mississippi,Leflore,390.7207708,1643
Mississippi,Lincoln,87.69762241,1645
Mississippi,Lowndes,201.6381662,1647
Mississippi,Madison,234.2513216,1651
Mississippi,Marion,124.8884357,1653
Mississippi,Marshall,73.4459721,1655
Mississippi,Monroe,19.32457165,1656
Mississippi,Montgomery,19.25101775,1658
Mississippi,Neshoba,38.36955312,1661
Mississippi,Newton,110.0024127,1663
Mississippi,Noxubee,11.85258105,1666
Mississippi,Oktibbeha,207.9948443,1668
Mississippi,Panola,102.3370998,1671
Mississippi,Pearl River,284.375498,1676
Mississippi,Perry,14.38638235,1679
Mississippi,Pike,52.94706344,1680
Mississippi,Pontotoc,192.5109652,1682
Mississippi,Prentiss,25.09464338,1684
Mississippi,Quitman,11.99999986,1685
Mississippi,Rankin,1058.311062,1690
Mississippi,Scott,215.2630865,1692
Mississippi,Sharkey,8.999999737,1695
Mississippi,Simpson,12.5465533,1698
Mississippi,Smith,18.12692846,1709
Mississippi,Stone,30.30306446,1712
Mississippi,Sunflower,126.4110284,1721
Mississippi,Tallahatchie,829.722637,1725
Mississippi,Tate,168.1202337,1727
Mississippi,Tippah,294.5901636,1730
Mississippi,Tishomingo,0,1732
Mississippi,Tunica,55.89112774,1735
Mississippi,Union,196.7372098,1737
Mississippi,Walthall,46.73164032,1740
Mississippi,Warren,312.8392125,1746
Mississippi,Washington,158.0271652,1750
Mississippi,Wayne,1.237076771,1753
Mississippi,Webster,10.42485796,1756
Mississippi,Wilkinson,3.732202685,1757
Mississippi,Winston,17.35598577,1758
Mississippi,Yalobusha,37.06170701,1759
Mississippi,Yazoo,194.7671514,1760
Missouri,Adair,111.7115126,1761
Missouri,Andrew,38.0206709,1762
Missouri,Atchison,3.120476101,1763
Missouri,Audrain,70.40500546,1766
Missouri,Barry,504.4251569,1767
Missouri,Barton,33.32724677,1771
Missouri,Bates,10.9464466,1776
Missouri,Benton,27.62880332,1778
Missouri,Bollinger,23.87688352,1781
Missouri,Boone,1248.588713,1783
Missouri,Buchanan,1104.164182,1789
Missouri,Butler,54.78153652,1792
Missouri,Caldwell,9.040168794,1795
Missouri,Callaway,133.7181321,1799
Missouri,Camden,145.4186077,1803
Missouri,Cape Girardeau,236.4276772,1808
Missouri,Carroll,13.93864394,1822
Missouri,Carter,38.77311858,1001
Missouri,Cass,1729.00976,1004
Missouri,Cedar,29.87256296,1007
Missouri,Chariton,7.016570396,1011
Missouri,Christian,460.6925371,1014
Missouri,Clark,6.004996985,1015
Missouri,Clay,3474.451558,1018
Missouri,Clinton,25.79192922,1021
Missouri,Cole,529.4663115,1022
Missouri,Cooper,38.36878027,1025
Missouri,Crawford,17.33157817,1028
Missouri,Dade,9.89981567,1030
