State,County,LACCESS_MULTIR15,FID
Indiana,Washington,31.00933608,584
Indiana,Wayne,351.1657608,586
Indiana,Wells,70.91972336,590
Indiana,White,148.4411308,594
Indiana,Whitley,38.58217566,597
Iowa,Adair,9.96513827,598
Iowa,Adams,0.565937204,602
Iowa,Allamakee,9.604146631,608
Iowa,Appanoose,19.11832044,611
Iowa,Audubon,10.52722767,615
Iowa,Benton,22.39710045,619
Iowa,Black Hawk,1499.797236,623
Iowa,Boone,65.78174542,625
Iowa,Bremer,18.02536382,631
Iowa,Buchanan,52.88473166,632
Iowa,Buena Vista,89.11763293,633
Iowa,Butler,63.53788188,361
Iowa,Calhoun,1.064460039,365
Iowa,Carroll,9.176766127,369
Iowa,Cass,23.15235943,374
Iowa,Cedar,39.73697465,379
Iowa,Cerro Gordo,121.7650124,383
Iowa,Cherokee,11.66459845,388
Iowa,Chickasaw,10.67064888,393
Iowa,Clarke,12.97607092,397
Iowa,Clay,29.12108784,398
Iowa,Clayton,11.78914882,402
Iowa,Clinton,279.2868831,404
Iowa,Crawford,314.2606504,408
Iowa,Dallas,227.6322511,413
Iowa,Davis,13.38799541,416
Iowa,Decatur,11.00000011,419
Iowa,Delaware,11.89130285,421
Iowa,Des Moines,246.1069818,424
Iowa,Dickinson,25.21714324,427
Iowa,Dubuque,293.9216683,434
Iowa,Emmet,54.6613358,437
Iowa,Fayette,11.91109132,442
Iowa,Floyd,41.78372474,447
Iowa,Franklin,26.46888054,451
Iowa,Fremont,115.9889917,455
Iowa,Greene,11.70482508,458
Iowa,Grundy,14.99999984,460
Iowa,Guthrie,33.393618,467
Iowa,Hamilton,66.44166448,469
Iowa,Hancock,24.67278954,470
Iowa,Hardin,49.28869064,475
Iowa,Harrison,25.52385855,478
Iowa,Henry,225.83798,479
Iowa,Howard,33.17266862,481
Iowa,Humboldt,35.354064,487
Iowa,Ida,0.00529016,491
Iowa,Iowa,24.00575868,495
Iowa,Jackson,53.92395725,499
Iowa,Jasper,56.37088353,505
Iowa,Jefferson,34.15435515,507
Iowa,Johnson,1024.58445,508
Iowa,Jones,25.73058283,516
Iowa,Keokuk,16.3677931,520
Iowa,Kossuth,123.5709048,523
Iowa,Lee,146.882832,531
Iowa,Linn,1317.414851,535
Iowa,Louisa,2.131360844,539
Iowa,Lucas,12.5488008,542
Iowa,Lyon,21.34334627,546
Iowa,Madison,25.96338432,550
Iowa,Mahaska,40.25907622,554
Iowa,Marion,39.11160725,561
Iowa,Marshall,328.1877248,568
Iowa,Mills,21.36412552,569
Iowa,Mitchell,19.90631947,572
Iowa,Monona,17.99999988,576
Iowa,Monroe,40.33493919,580
Iowa,Montgomery,22.11598566,595
Iowa,Muscatine,873.6873369,600
Iowa,O'Brien,68.45780995,604
Iowa,Osceola,20.00000001,607
Iowa,Page,112.3762404,612
Iowa,Palo Alto,26.57811629,618
Iowa,Plymouth,28.08753586,622
Iowa,Pocahontas,32.98319042,624
Iowa,Polk,2643.555526,629
Iowa,Pottawattamie,1468.165173,637
Iowa,Poweshiek,88.65836351,640
Iowa,Ringgold,4.99999991,642
Iowa,Sac,70.84648007,647
Iowa,Scott,685.0631069,657
Iowa,Shelby,41.31290715,660
Iowa,Sioux,54.55241498,663
Iowa,Story,562.3786904,668
Iowa,Tama,237.7186982,671
Iowa,Taylor,4.696163081,674
Iowa,Union,24.81928412,675
Iowa,Van Buren,28.12727272,678
Iowa,Wapello,1083.324788,681
Iowa,Warren,126.7096652,685
Iowa,Washington,22.63856044,687
Iowa,Wayne,40.16242291,691
Iowa,Webster,185.0799635,694
Iowa,Winnebago,55.20172849,696
Iowa,Winneshiek,20.05308136,698
Iowa,Woodbury,1654.86396,702
Iowa,Worth,10.46823245,703
Iowa,Wright,27.77056691,705
Kansas,Allen,196.6564887,709
Kansas,Anderson,37.47406065,712
Kansas,Atchison,129.0233045,715
Kansas,Barber,10.54628018,717
Kansas,Barton,754.724369,719
Kansas,Bourbon,73.36542512,722
Kansas,Brown,34.16656018,723
Kansas,Butler,469.469565,726
Kansas,Chase,66.00000044,729
Kansas,Chautauqua,51.60784546,730
Kansas,Cherokee,126.3700172,732
Kansas,Cheyenne,4.212971072,736
Kansas,Clark,133.999999,738
Kansas,Clay,48.00000011,739
Kansas,Cloud,55.55136161,740
Kansas,Coffey,59.19006722,745
Kansas,Comanche,7.319958061,748
Kansas,Cowley,629.6803836,752
Kansas,Crawford,669.7117926,756
Kansas,Decatur,12.39740041,759
Kansas,Dickinson,80.5007474,762
Kansas,Doniphan,135.5607562,765
Kansas,Douglas,1007.752153,767
Kansas,Edwards,16.00000016,770
Kansas,Elk,83.4707612,773
Kansas,Ellis,134.9499495,774
Kansas,Ellsworth,60.5678853,776
Kansas,Finney,1211.147772,778
Kansas,Ford,816.3504919,784
Kansas,Franklin,610.6798527,786
Kansas,Geary,1391.894761,788
Kansas,Gove,11.00000005,790
Kansas,Graham,20.51842633,791
Kansas,Grant,80.20613452,794
Kansas,Gray,104.0000001,798
Kansas,Greeley,86.99999949,801
Kansas,Greenwood,65.81666988,803
Kansas,Hamilton,505.0000006,805
Kansas,Harper,41.0000006,807
Kansas,Harvey,328.8928418,812
Kansas,Haskell,565.0000011,815
Kansas,Hodgeman,25.12855396,818
Kansas,Jackson,89.7323277,819
Kansas,Jefferson,0.999999992,821
Kansas,Jewell,10.57198343,822
Kansas,Johnson,3829.410143,824
Kansas,Kearny,430.0000007,826
Kansas,Kingman,33.30755856,827
Kansas,Kiowa,53.34560855,829
Kansas,Labette,234.5029758,831
Kansas,Lane,18.08923971,833
Kansas,Leavenworth,1631.420407,836
Kansas,Lincoln,15.49616436,838
Kansas,Linn,24.97043588,840
Kansas,Logan,15.99999997,842
Kansas,Lyon,547.9517772,844
Kansas,McPherson,254.1768317,846
Kansas,Marion,69.37837241,848
Kansas,Marshall,26.39579903,850
Kansas,Meade,173.3286733,851
Kansas,Miami,75.20753329,853
Kansas,Mitchell,10.99999992,854
Kansas,Montgomery,505.9652945,856
Kansas,Morris,63.06260475,858
Kansas,Morton,89.00000045,859
Kansas,Nemaha,32.17065982,861
Kansas,Neosho,35.68487666,862
Kansas,Ness,56.96177862,864
Kansas,Norton,43.51346288,866
Kansas,Osage,42.06361527,867
Kansas,Osborne,22.00000024,869
Kansas,Ottawa,40.59240663,870
Kansas,Pawnee,25.18724502,872
Kansas,Phillips,31.04539113,873
Kansas,Pottawatomie,15.38008096,876
Kansas,Pratt,79.59753879,878
Kansas,Rawlins,17.14260496,880
Kansas,Reno,620.8144515,882
Kansas,Republic,7.014172253,884
Kansas,Rice,40.33590316,886
Kansas,Riley,1633.877337,888
Kansas,Rooks,10.99999994,889
Kansas,Rush,16.96959596,891
Kansas,Russell,18.98679588,893
Kansas,Saline,608.9861824,895
Kansas,Scott,22.04911986,897
Kansas,Sedgwick,11749.52915,898
Kansas,Seward,145.4191773,900
Kansas,Shawnee,4226.468534,902
Kansas,Sheridan,18.99999991,904
Kansas,Sherman,244.9628466,907
Kansas,Smith,45.99970887,909
Kansas,Stafford,127.7094646,911
Kansas,Stanton,20.98060667,913
Kansas,Stevens,134.380895,914
Kansas,Sumner,281.0429637,916
Kansas,Thomas,145.2014201,917
Kansas,Trego,11.54836371,919
Kansas,Wabaunsee,82.91820715,920
Kansas,Wallace,80.00000002,921
Kansas,Washington,53.56673337,922
Kansas,Wichita,229.0000005,923
Kansas,Wilson,22.0126678,925
Kansas,Woodson,20.88794545,926
Kansas,Wyandotte,4479.840524,927
Kentucky,Adair,35.78490753,928
Kentucky,Allen,4.449669008,929
Kentucky,Anderson,93.29151276,930
Kentucky,Ballard,7.943511066,932
Kentucky,Barren,157.1523879,933
Kentucky,Bath,0,934
Kentucky,Bell,134.2571989,936
Kentucky,Boone,1138.915844,1002
Kentucky,Bourbon,268.0329459,1005
Kentucky,Boyd,130.8555871,1008
Kentucky,Boyle,280.0048668,1010
Kentucky,Bracken,0.628693447,1013
Kentucky,Breathitt,22.80888123,1017
Kentucky,Breckinridge,35.00796191,1020
Kentucky,Bullitt,397.459434,1024
Kentucky,Butler,7.854423127,1026
Kentucky,Caldwell,37.6423523,1031
Kentucky,Calloway,125.6575757,1033
Kentucky,Campbell,524.8920523,1035
Kentucky,Carlisle,0.954797339,1039
Kentucky,Carroll,276.8729967,1041
Kentucky,Carter,12.43158144,1044
Kentucky,Casey,23.17276367,1048
Kentucky,Christian,1292.401643,1050
Kentucky,Clark,66.85883722,1053
Kentucky,Clay,51.11155656,1056
Kentucky,Clinton,0.00063287,1059
Kentucky,Crittenden,0.443854413,1064
Kentucky,Cumberland,4.78925488,1067
Kentucky,Daviess,382.305646,1071
Kentucky,Edmonson,8.292516524,1073
Kentucky,Elliott,0,1075
Kentucky,Estill,16.89845086,1077
Kentucky,Fayette,3309.487226,1080
Kentucky,Fleming,4.823215682,1083
Kentucky,Floyd,19.28988376,1085
Kentucky,Franklin,281.3961154,1086
Kentucky,Fulton,0.052734319,1088
Kentucky,Gallatin,,1090
Kentucky,Garrard,0.048208576,1092
Kentucky,Grant,95.71006296,1094
Kentucky,Graves,82.87626391,1097
Kentucky,Grayson,92.71366248,1100
Kentucky,Green,31.65006919,1102
Kentucky,Greenup,97.96025729,1105
Kentucky,Hancock,2.912577956,1107
Kentucky,Hardin,1773.61803,1110
Kentucky,Harlan,51.90865829,1114
Kentucky,Harrison,15.81864777,1119
Kentucky,Hart,18.95579613,1121
Kentucky,Henderson,110.8381434,1126
Kentucky,Henry,2.378240164,1129
Kentucky,Hickman,0,1130
Kentucky,Hopkins,327.115604,1136
Kentucky,Jackson,0.007613173,1140
Kentucky,Jefferson,4326.78261,1143
Kentucky,Jessamine,215.0321808,1145
Kentucky,Johnson,26.8727664,1148
Kentucky,Kenton,992.7759058,1151
Kentucky,Knott,0,1154
Kentucky,Knox,31.29252747,1159
Kentucky,Larue,1.758941502,1162
Kentucky,Laurel,79.88313953,1166
Kentucky,Lawrence,18.94451199,1167
Kentucky,Lee,3.30253E-05,1171
Kentucky,Leslie,8.578212461,1175
Kentucky,Letcher,,1178
Kentucky,Lewis,1.000000015,1180
Kentucky,Lincoln,88.22611263,1184
Kentucky,Livingston,15.05954765,1187
Kentucky,Logan,117.3068033,1190
Kentucky,Lyon,1.000000047,1193
Kentucky,McCracken,400.8269016,1196
Kentucky,McCreary,2.953338337,1198
Kentucky,McLean,0,1201
Kentucky,Madison,579.2200602,1204
Kentucky,Magoffin,0.477949299,1206
Kentucky,Marion,3.139231154,1210
Kentucky,Marshall,6.500196143,1213
Kentucky,Martin,0,1215
Kentucky,Mason,87.92454763,1217
Kentucky,Meade,312.0749888,1220
Kentucky,Menifee,0,1222
Kentucky,Mercer,213.7751318,1225
Kentucky,Metcalfe,0.242497075,1228
Kentucky,Monroe,14.71417207,1230
Kentucky,Montgomery,61.05369377,1233
Kentucky,Morgan,25.14955777,1235
Kentucky,Muhlenberg,38.55452031,1238
Kentucky,Nelson,114.1172977,1243
Kentucky,Nicholas,0.092948096,1246
Kentucky,Ohio,99.3370613,1249
Kentucky,Oldham,736.4636765,1252
Kentucky,Owen,12.39263602,1255
Kentucky,Owsley,0,1257
Kentucky,Pendleton,1.13709735,1260
Kentucky,Perry,5.946854023,1265
Kentucky,Pike,17.63180915,1267
Kentucky,Powell,10.34547231,1270
Kentucky,Pulaski,191.5943023,1272
Kentucky,Robertson,22.25084643,1273
Kentucky,Rockcastle,0.746791209,1276
Kentucky,Rowan,26.67190054,1279
Kentucky,Russell,2.574639954,1282
Kentucky,Scott,535.2984763,1283
Kentucky,Shelby,268.0259514,1285
Kentucky,Simpson,55.69141588,1287
Kentucky,Spencer,,1000
Kentucky,Taylor,103.8673996,1003
Kentucky,Todd,0,1006
Kentucky,Trigg,53.60290431,1009
Kentucky,Trimble,17.82138395,1012
Kentucky,Union,22.33400886,1016
Kentucky,Warren,766.8005286,1019
Kentucky,Washington,33.43690073,1023
Kentucky,Wayne,108.5167549,1027
Kentucky,Webster,10.19111795,1029
Kentucky,Whitley,57.16978357,1034
Kentucky,Wolfe,0,1037
Kentucky,Woodford,440.6456503,1042
Louisiana,Acadia,20.24545162,1046
Louisiana,Allen,122.1642778,1051
Louisiana,Ascension,1176.052743,1055
Louisiana,Assumption,104.065099,1060
Louisiana,Avoyelles,105.2915002,1062
Louisiana,Beauregard,304.4233699,1066
Louisiana,Bienville,64.24300151,1069
Louisiana,Bossier,1355.464044,1076
Louisiana,Caddo,1900.767111,1079
Louisiana,Calcasieu,1258.676797,1081
Louisiana,Caldwell,17.65310169,1084
Louisiana,Cameron,31.67694709,1089
Louisiana,Catahoula,14.78434373,1093
Louisiana,Claiborne,22.60539424,1095
Louisiana,Concordia,48.34162929,1098
Louisiana,De Soto,97.75491343,1103
Louisiana,East Baton Rouge,3144.76297,1108
Louisiana,East Carroll,25.6334311,1111
Louisiana,East Feliciana,33.54119065,1115
Louisiana,Evangeline,131.8284193,1118
Louisiana,Franklin,19.33461513,1123
Louisiana,Grant,55.75757035,1127
Louisiana,Iberia,402.1617139,1133
Louisiana,Iberville,54.1289702,1134
Louisiana,Jackson,75.47926363,1138
Louisiana,Jefferson,2910.719183,1147
Louisiana,Jefferson Davis,57.65549747,1155
Louisiana,Lafayette,1618.121463,1161
Louisiana,Lafourche,1151.674172,1280
Louisiana,La Salle,57.38399587,1289
Louisiana,Lincoln,302.538555,1291
Louisiana,Livingston,443.0007507,1295
Louisiana,Madison,16.74463285,1297
Louisiana,Morehouse,70.17358275,1299
Louisiana,Natchitoches,339.9770979,1301
Louisiana,Orleans,1414.173549,1304
Louisiana,Ouachita,752.1742387,1306
Louisiana,Plaquemines,286.2972367,1427
Louisiana,Pointe Coupee,49.3169369,1431
Louisiana,Rapides,1625.18895,1434
Louisiana,Red River,25.45599391,1436
Louisiana,Richland,24.85156354,1439
Louisiana,Sabine,163.8898938,1441
Louisiana,St. Bernard,666.2867919,1463
Louisiana,St. Charles,934.5403765,1466
Louisiana,St. Helena,17.99618715,1467
Louisiana,St. James,54.51543664,1468
Louisiana,St. John the Baptist,608.3542309,1469
Louisiana,St. Landry,314.8130288,1471
Louisiana,St. Martin,47.75662764,1473
Louisiana,St. Mary,1083.427523,1474
Louisiana,St. Tammany,1874.842753,1475
Louisiana,Tangipahoa,907.1649633,1476
Louisiana,Tensas,20.59056327,1479
Louisiana,Terrebonne,1276.49534,1501
Louisiana,Union,85.10043319,1507
Louisiana,Vermilion,76.81727193,1510
Louisiana,Vernon,2064.464129,1513
Louisiana,Washington,60.88238603,1516
Louisiana,Webster,207.6984318,1518
Louisiana,West Baton Rouge,62.41158321,1520
Louisiana,West Carroll,6.083585706,1522
Louisiana,West Feliciana,37.59661568,1524
Louisiana,Winn,49.22127609,1529
Maine,Androscoggin,217.5531591,1532
Maine,Aroostook,114.6811591,1535
Maine,Cumberland,1263.691319,1608
Maine,Franklin,16.7511658,1619
Maine,Hancock,36.84601458,1748
Maine,Kennebec,166.9718994,1755
Maine,Knox,110.2904144,1774
Maine,Lincoln,18.34281147,1835
Maine,Oxford,50.34422957,1842
Maine,Penobscot,402.4527253,1846
Maine,Piscataquis,8.195021451,1851
Maine,Sagadahoc,40.85662051,1855
Maine,Somerset,122.7910796,1860
Maine,Waldo,72.18023194,1865
Maine,Washington,70.58646125,1884
Maine,York,434.5658828,1901
Maryland,Allegany,387.7391764,1905
Maryland,Anne Arundel,7945.975,1925
Maryland,Calvert,1173.836839,1946
Maryland,Caroline,42.75414056,1949
Maryland,Carroll,728.6365697,1955
Maryland,Cecil,758.6357947,1963
Maryland,Charles,2176.699585,1294
Maryland,Dorchester,131.9115537,1346
Maryland,Frederick,2155.281885,1357
Maryland,Garrett,10.11605092,1361
Maryland,Harford,1599.451742,1372
Maryland,Howard,2413.50643,1379
Maryland,Kent,0.071452527,1394
Maryland,Montgomery,11509.57584,1398
Maryland,Prince George's,11734.0572,1403
Maryland,Queen Anne's,291.9544652,1413
Maryland,St. Mary's,1063.15773,1421
Maryland,Somerset,156.5758783,1430
Maryland,Talbot,231.8701967,1438
Maryland,Washington,1299.088702,1445
Maryland,Wicomico,1069.987271,1446
Maryland,Worcester,329.3770426,1456
Massachusetts,Barnstable,3300.833662,1478
Massachusetts,Berkshire,749.6946743,1480
Massachusetts,Bristol,3993.299499,1486
Massachusetts,Dukes,104.0399638,1491
Massachusetts,Essex,8784.270799,1519
Massachusetts,Franklin,411.7589733,1523
Massachusetts,Hampden,4301.626695,1526
Massachusetts,Hampshire,2831.643024,1527
Massachusetts,Middlesex,11797.53552,1533
Massachusetts,Nantucket,42.07025169,1537
Massachusetts,Norfolk,5583.596317,1543
Massachusetts,Plymouth,5348.021225,1569
Massachusetts,Suffolk,484.3996445,1585
Massachusetts,Worcester,7428.589884,1599
Michigan,Alcona,12.98975785,1603
Michigan,Alger,77.02858332,1609
Michigan,Allegan,121.847229,1611
Michigan,Alpena,21.4597611,1614
Michigan,Antrim,0.64848959,1617
Michigan,Arenac,65.51698046,1621
Michigan,Baraga,49.01432692,1624
Michigan,Barry,34.72366605,1627
Michigan,Bay,812.3866374,1631
Michigan,Benzie,,1634
Michigan,Berrien,1308.027447,1635
Michigan,Branch,22.70213106,1640
Michigan,Calhoun,1211.505841,1641
Michigan,Cass,133.4593793,1644
Michigan,Charlevoix,47.09433716,1648
Michigan,Cheboygan,95.37592819,1649
Michigan,Chippewa,422.100955,1660
Michigan,Clare,12.87272774,1665
Michigan,Clinton,723.435235,1669
Michigan,Crawford,30.26594437,1672
Michigan,Delta,222.6344192,1675
Michigan,Dickinson,88.05591622,1677
Michigan,Eaton,1350.035594,1678
Michigan,Emmet,159.2463226,1686
Michigan,Genesee,4047.138363,1688
Michigan,Gladwin,4.685123741,1691
Michigan,Gogebic,6.236968923,1693
Michigan,Grand Traverse,445.0023066,1697
Michigan,Gratiot,491.9907365,1700
Michigan,Hillsdale,57.66418436,1701
Michigan,Houghton,59.6367693,1705
Michigan,Huron,129.655506,1708
Michigan,Ingham,5135.003331,1710
Michigan,Ionia,110.6324202,1713
Michigan,Iosco,124.6091632,1715
Michigan,Iron,25.52760493,1716
Michigan,Isabella,234.753672,1717
Michigan,Jackson,1766.792407,1719
Michigan,Kalamazoo,2740.438964,1720
Michigan,Kalkaska,12.68759588,1722
Michigan,Kent,4950.733525,1726
Michigan,Keweenaw,9.152960037,1743
Michigan,Lake,48.39133673,1749
Michigan,Lapeer,132.7425172,1752
Michigan,Leelanau,3.459518129,1765
Michigan,Lenawee,1403.03644,1768
Michigan,Livingston,914.5673557,1770
Michigan,Luce,10.45802344,1773
Michigan,Mackinac,138.5920883,1779
Michigan,Macomb,4344.462023,1785
Michigan,Manistee,53.04764512,1787
Michigan,Marquette,152.0195398,1793
Michigan,Mason,39.04440876,1797
Michigan,Mecosta,228.6251456,1800
Michigan,Menominee,137.1721249,1802
Michigan,Midland,361.2959961,1806
Michigan,Missaukee,5.51897402,1810
Michigan,Monroe,714.6818368,1812
Michigan,Montcalm,221.4457811,1815
Michigan,Montmorency,5.999999949,1816
Michigan,Muskegon,2913.333497,1818
Michigan,Newaygo,59.45136207,1820
Michigan,Oakland,9348.87639,1824
Michigan,Oceana,93.68127808,1825
Michigan,Ogemaw,0.187625021,1827
Michigan,Ontonagon,39.05544917,1829
Michigan,Osceola,70.13027475,1830
Michigan,Oscoda,2.256640366,1832
Michigan,Otsego,37.57773602,1834
Michigan,Ottawa,5048.591399,1837
Michigan,Presque Isle,19.78098454,1840
Michigan,Roscommon,77.41102494,1843
Michigan,Saginaw,3096.386338,1845
Michigan,St. Clair,1894.747511,1854
Michigan,St. Joseph,422.6504294,1857
Michigan,Sanilac,25.20011375,1858
Michigan,Schoolcraft,57.68214487,1861
Michigan,Shiawassee,338.6602514,1863
Michigan,Tuscola,41.12930325,1866
Michigan,Van Buren,156.7528769,1867
Michigan,Washtenaw,4234.177775,1869
Michigan,Wayne,8384.74191,1871
Michigan,Wexford,65.92902997,1873
Minnesota,Aitkin,105.2133371,1875
Minnesota,Anoka,4294.641883,1877
Minnesota,Becker,443.0520835,1878
Minnesota,Beltrami,185.5520375,1880
Minnesota,Benton,114.8706138,1881
Minnesota,Big Stone,12.09666236,1882
Minnesota,Blue Earth,580.3553642,1886
Minnesota,Brown,72.61049472,1892
Minnesota,Carlton,224.4961373,1893
Minnesota,Carver,890.783646,1894
Minnesota,Cass,106.4722353,1895
Minnesota,Chippewa,13.80963614,1896
Minnesota,Chisago,93.87780729,1897
Minnesota,Clay,91.17264949,1898
Minnesota,Clearwater,73.02528885,1899
Minnesota,Cook,27.30263145,1900
Minnesota,Cottonwood,205.5755788,1902
Minnesota,Crow Wing,76.79770706,1903
Minnesota,Dakota,6430.479346,1904
Minnesota,Dodge,47.96114685,1906
Minnesota,Douglas,79.07219286,1907
Minnesota,Faribault,50.98991308,1908
Minnesota,Fillmore,1.785023428,1909
Minnesota,Freeborn,601.443243,1910
Minnesota,Goodhue,245.910937,1911
Minnesota,Grant,68.83028114,1912
Minnesota,Hennepin,12815.08531,1913
Minnesota,Houston,37.6426465,1914
Minnesota,Hubbard,81.79883951,1915
Minnesota,Isanti,54.07921918,1916
Minnesota,Itasca,147.7737945,1917
Minnesota,Jackson,50.43528096,1918
Minnesota,Kanabec,15.74108198,1919
Minnesota,Kandiyohi,461.2129842,1920
Minnesota,Kittson,32.00000021,1921
Minnesota,Koochiching,110.1510828,1922
Minnesota,Lac qui Parle,14.03854694,1923
Minnesota,Lake,9.14244101,1926
Minnesota,Lake of the Woods,28.99999995,1927
Minnesota,Le Sueur,111.4885569,1929
Minnesota,Lincoln,18.00000004,1931
Minnesota,Lyon,255.7240351,1932
Minnesota,McLeod,311.4066503,1934
Minnesota,Mahnomen,136.8353167,1936
Minnesota,Marshall,165.3090346,1937
Minnesota,Martin,141.2924509,1940
Minnesota,Meeker,137.5829078,1941
Minnesota,Mille Lacs,10.86418035,1943
Minnesota,Morrison,119.7893346,1944
Minnesota,Mower,133.6552107,1945
Minnesota,Murray,46.14587975,1947
Minnesota,Nicollet,344.8133129,1948
Minnesota,Nobles,439.5273538,1950
Minnesota,Norman,85.73054547,1951
Minnesota,Olmsted,907.2262953,1953
Minnesota,Otter Tail,115.9402629,1954
Minnesota,Pennington,59.12852378,1956
Minnesota,Pine,61.33675957,1957
Minnesota,Pipestone,82.23084091,1958
Minnesota,Polk,322.9533433,1959
Minnesota,Pope,16.50813638,1961
Minnesota,Ramsey,5069.614855,1964
Minnesota,Red Lake,86.99999869,1966
Minnesota,Redwood,122.9627706,1969
Minnesota,Renville,139.7560594,1971
Minnesota,Rice,564.2880032,1973
Minnesota,Rock,12.26458855,1974
Minnesota,Roseau,55.20687345,1976
Minnesota,St. Louis,1429.216713,1978
Minnesota,Scott,1072.152284,1979
Minnesota,Sherburne,414.2951307,1980
Minnesota,Sibley,2.999999981,1982
Minnesota,Stearns,552.8314762,1984
Minnesota,Steele,237.5429774,1985
Minnesota,Stevens,21.34382359,1987
Minnesota,Swift,78.95645904,1988
Minnesota,Todd,150.5836415,1989
Minnesota,Traverse,29.00000032,1990
Minnesota,Wabasha,52.91655074,1991
Minnesota,Wadena,79.24326993,1992
Minnesota,Waseca,164.1998093,1993
Minnesota,Washington,3170.528214,1994
Minnesota,Watonwan,18.08279552,1996
Minnesota,Wilkin,28.76360151,1997
Minnesota,Winona,99.94049134,1998
Minnesota,Wright,380.381109,1999
Minnesota,Yellow Medicine,80.61336405,1531
Mississippi,Adams,98.78052568,1534
Mississippi,Alcorn,104.1910542,1538
Mississippi,Amite,17.86327613,1539
Mississippi,Attala,54.02686812,1541
Mississippi,Benton,64.11905183,1544
Mississippi,Bolivar,160.9300143,1547
Mississippi,Calhoun,13.16359607,1548
Mississippi,Carroll,64.23392146,1549
Mississippi,Chickasaw,23.42520854,1550
Mississippi,Choctaw,0.001777216,1552
Mississippi,Claiborne,11.34111571,1555
Mississippi,Clarke,19.65710189,1557
Mississippi,Clay,38.17011437,1559
Mississippi,Coahoma,58.14313354,1562
Mississippi,Copiah,99.98102823,1564
Mississippi,Covington,,1567
Mississippi,DeSoto,2317.862888,1571
Mississippi,Forrest,368.850939,1572
Mississippi,Franklin,13.60804245,1575
Mississippi,George,30.7370619,1577
Mississippi,Greene,3.096197334,1579
Mississippi,Grenada,20.5763072,1581
Mississippi,Hancock,503.4348547,1583
Mississippi,Harrison,3091.08524,1587
Mississippi,Hinds,810.1498038,1591
Mississippi,Holmes,49.61432711,1593
Mississippi,Humphreys,20.78799045,1596
Mississippi,Issaquena,2.628459667,1598
Mississippi,Itawamba,61.14813812,1601
Mississippi,Jackson,1500.682728,1605
Mississippi,Jasper,10.88722267,1607
Mississippi,Jefferson,1.382659072,1610
Mississippi,Jefferson Davis,30.84488474,1612
Mississippi,Jones,362.8113905,1615
Mississippi,Kemper,53.64750876,1616
Mississippi,Lafayette,253.7320134,1620
Mississippi,Lamar,160.5979375,1623
Mississippi,Lauderdale,256.526675,1628
Mississippi,Lawrence,24.45838648,1632
Mississippi,Leake,55.13490892,1636
Mississippi,Lee,435.8567007,1638
Mississippi,Leflore,350.3258903,1643
Mississippi,Lincoln,83.37069476,1645
Mississippi,Lowndes,223.5445686,1647
Mississippi,Madison,175.4242459,1651
Mississippi,Marion,137.7776087,1653
Mississippi,Marshall,90.994665,1655
Mississippi,Monroe,21.06049957,1656
Mississippi,Montgomery,25.56582652,1658
Mississippi,Neshoba,48.03871275,1661
Mississippi,Newton,61.8176131,1663
Mississippi,Noxubee,14.60458115,1666
Mississippi,Oktibbeha,235.2876952,1668
Mississippi,Panola,118.714548,1671
Mississippi,Pearl River,196.8668058,1676
Mississippi,Perry,14.16689419,1679
Mississippi,Pike,53.51287076,1680
Mississippi,Pontotoc,146.186221,1682
Mississippi,Prentiss,32.71040285,1684
Mississippi,Quitman,12.0541717,1685
Mississippi,Rankin,928.9801392,1690
Mississippi,Scott,182.2040486,1692
Mississippi,Sharkey,13.99999993,1695
Mississippi,Simpson,12.84521591,1698
Mississippi,Smith,18.11615505,1709
Mississippi,Stone,53.73666192,1712
Mississippi,Sunflower,129.6456049,1721
Mississippi,Tallahatchie,490.3763581,1725
Mississippi,Tate,200.445462,1727
Mississippi,Tippah,202.8519727,1730
Mississippi,Tishomingo,0,1732
Mississippi,Tunica,51.13859363,1735
Mississippi,Union,162.3822407,1737
Mississippi,Walthall,37.7269508,1740
Mississippi,Warren,235.7458371,1746
Mississippi,Washington,174.7845161,1750
Mississippi,Wayne,0,1753
Mississippi,Webster,9.000000069,1756
Mississippi,Wilkinson,5.275095607,1757
Mississippi,Winston,31.18908621,1758
Mississippi,Yalobusha,23.56634781,1759
Mississippi,Yazoo,75.70207594,1760
Missouri,Adair,117.5563624,1761
Missouri,Andrew,26.16269134,1762
Missouri,Atchison,7.776514629,1763
Missouri,Audrain,64.61092748,1766
Missouri,Barry,330.8000882,1767
Missouri,Barton,69.88915276,1771
Missouri,Bates,5.070710535,1776
Missouri,Benton,28.0806497,1778
Missouri,Bollinger,29.37653708,1781
Missouri,Boone,1672.509743,1783
Missouri,Buchanan,745.933442,1789
Missouri,Butler,131.153417,1792
Missouri,Caldwell,43.00000014,1795
Missouri,Callaway,209.1951366,1799
Missouri,Camden,175.4513633,1803
Missouri,Cape Girardeau,411.7961508,1808
Missouri,Carroll,19.18244689,1822
Missouri,Carter,25.23751201,1001
Missouri,Cass,1408.883408,1004
Missouri,Cedar,31.66315878,1007
Missouri,Chariton,7.711562398,1011
Missouri,Christian,448.4965314,1014
Missouri,Clark,5.534003784,1015
Missouri,Clay,2677.93467,1018
Missouri,Clinton,23.19131543,1021
Missouri,Cole,595.4940912,1022
Missouri,Cooper,60.74114885,1025
Missouri,Crawford,24.27661623,1028
Missouri,Dade,16.00440692,1030
