State,County,# of Ranked Counties,Mortality Rank,Morbidity Rank,Health Behaviors Rank,Clinical Care Rank,Social & Economic Factors Rank,Physical Environment Rank,FID
Missouri,Moniteau,115,20,3,36,51,19,82,1135
Missouri,Monroe,115,76,77,108,93,44,26,1139
Missouri,Montgomery,115,74,71,30,96,75,29,1142
Missouri,Morgan,115,77,26,11,92,103,5,1146
Missouri,New Madrid,115,106,115,103,95,110,105,1149
Missouri,Newton,115,27,38,46,28,46,85,1152
Missouri,Nodaway,115,6,20,10,57,1,75,1156
Missouri,Oregon,115,59,92,94,59,81,104,1158
Missouri,Osage,115,4,9,34,65,11,16,1164
Missouri,Ozark,115,89,52,21,47,86,91,1168
Missouri,Pemiscot,115,112,114,110,103,114,113,1170
Missouri,Perry,115,36,42,53,6,7,103,1172
Missouri,Pettis,115,30,57,28,87,64,83,1174
Missouri,Phelps,115,51,97,45,34,55,59,1176
Missouri,Pike,115,96,61,52,88,54,13,1179
Missouri,Platte,115,2,4,12,9,3,106,1181
Missouri,Polk,115,90,49,5,15,73,78,1183
Missouri,Pulaski,115,52,48,109,75,34,20,1185
Missouri,Putnam,115,56,90,37,84,40,97,1188
Missouri,Ralls,115,13,12,38,62,22,2,1191
Missouri,Randolph,115,49,98,80,67,68,44,1194
Missouri,Ray,115,57,83,104,81,29,66,1197
Missouri,Reynolds,115,115,102,81,104,100,95,1200
Missouri,Ripley,115,114,105,54,114,98,112,1203
Missouri,St. Charles,115,1,6,1,5,2,111,1205
Missouri,St. Clair,115,97,85,20,106,95,6,1208
Missouri,Ste. Genevieve,115,10,33,89,39,35,73,1209
Missouri,St. Francois,115,92,91,91,48,85,21,1212
Missouri,St. Louis County,115,11,32,3,2,15,114,1216
Missouri,Saline,115,87,43,97,54,39,76,1218
Missouri,Schuyler,115,64,54,35,83,67,4,1221
Missouri,Scotland,115,64,24,6,98,57,98,1224
Missouri,Scott,115,46,101,101,23,101,79,1227
Missouri,Shannon,115,102,68,72,89,106,28,1229
Missouri,Shelby,115,15,30,7,108,17,29,1232
Missouri,Stoddard,115,71,104,39,52,83,81,1236
Missouri,Stone,115,85,80,13,32,97,62,1237
Missouri,Sullivan,115,79,99,78,101,51,52,1240
Missouri,Taney,115,70,40,24,19,90,89,1242
Missouri,Texas,115,95,109,67,91,94,42,1245
Missouri,Vernon,115,91,65,99,66,66,63,1248
Missouri,Warren,115,21,44,56,22,69,34,1251
Missouri,Washington,115,110,113,114,79,112,101,1253
Missouri,Wayne,115,104,110,66,44,92,68,1256
Missouri,Webster,115,48,13,47,37,49,10,1258
Missouri,Worth,115,64,28,4,58,52,37,1261
Missouri,Wright,115,99,95,19,13,102,12,1263
Missouri,St. Louis City,115,107,106,113,4,115,115,1266
Montana,Beaverhead,44,2,35,6,15,17,40,1269
Montana,Big Horn,44,42,29,43,34,42,8,1274
Montana,Blaine,44,40,31,42,37,38,32,1124
Montana,Broadwater,44,21,42,7,24,23,14,1132
Montana,Carbon,44,6,5,23,19,5,39,1137
Montana,Carter,44,NR,NR,NR,NR,NR,NR,1141
Montana,Cascade,44,11,28,21,3,19,22,1144
Montana,Chouteau,44,21,14,15,33,20,3,1150
Montana,Custer,44,33,22,27,8,21,25,1153
Montana,Daniels,44,NR,NR,NR,NR,NR,NR,1157
Montana,Dawson,44,7,24,26,22,16,27,1160
Montana,Deer Lodge,44,36,44,35,11,37,19,1163
Montana,Fallon,44,21,39,30,25,6,4,1165
Montana,Fergus,44,5,10,10,14,28,35,1169
Montana,Flathead,44,14,11,17,12,26,24,1173
Montana,Gallatin,44,1,1,1,13,1,11,1177
Montana,Garfield,44,NR,NR,NR,NR,NR,NR,1182
Montana,Glacier,44,43,41,44,42,43,10,1186
Montana,Golden Valley,44,NR,NR,NR,NR,NR,NR,1189
Montana,Granite,44,21,40,14,31,35,13,1192
Montana,Hill,44,18,21,39,36,27,29,1195
Montana,Jefferson,44,15,13,12,10,3,12,1199
Montana,Judith Basin,44,21,15,18,32,10,20,1202
Montana,Lake,44,34,36,37,17,39,17,1207
Montana,Lewis and Clark,44,8,32,16,2,4,37,1211
Montana,Liberty,44,NR,NR,NR,NR,NR,NR,1214
Montana,Lincoln,44,12,30,29,20,41,41,1219
Montana,McCone,44,NR,NR,NR,NR,NR,NR,1223
Montana,Madison,44,13,7,8,23,9,33,1226
Montana,Meagher,44,NR,NR,NR,NR,NR,NR,1231
Montana,Mineral,44,38,43,31,39,36,4,1234
Montana,Missoula,44,3,12,13,6,12,31,1239
Montana,Musselshell,44,32,27,2,44,32,14,1241
Montana,Park,44,16,18,3,4,18,28,1244
Montana,Petroleum,44,NR,NR,NR,NR,NR,NR,1247
Montana,Phillips,44,21,37,9,43,24,34,1250
Montana,Pondera,44,39,2,32,18,30,23,1254
Montana,Powder River,44,NR,NR,NR,NR,NR,NR,1259
Montana,Powell,44,19,38,33,9,33,36,1262
Montana,Prairie,44,NR,NR,NR,NR,NR,NR,1264
Montana,Ravalli,44,4,9,5,16,31,38,1268
Montana,Richland,44,10,4,34,26,7,18,1271
Montana,Roosevelt,44,44,33,41,40,44,4,1275
Montana,Rosebud,44,41,26,40,28,34,9,1277
Montana,Sanders,44,35,20,19,27,40,2,1278
Montana,Sheridan,44,21,17,25,30,15,20,1281
Montana,Silver Bow,44,37,34,22,7,25,42,1284
Montana,Stillwater,44,17,23,11,21,14,26,1286
Montana,Sweet Grass,44,21,8,4,41,2,14,1288
Montana,Teton,44,21,16,20,38,8,4,1290
Montana,Toole,44,21,19,38,35,11,44,1292
Montana,Treasure,44,NR,NR,NR,NR,NR,NR,1293
Montana,Valley,44,20,3,28,29,22,43,1296
Montana,Wheatland,44,21,6,36,5,29,1,1298
Montana,Wibaux,44,NR,NR,NR,NR,NR,NR,1300
Montana,Yellowstone,44,9,25,24,1,13,30,1302
Nebraska,Adams,75,22,48,32,28,28,40,1303
Nebraska,Antelope,75,32,29,35,59,46,25,1305
Nebraska,Arthur,75,NR,NR,NR,NR,NR,NR,1307
Nebraska,Banner,75,NR,NR,NR,NR,NR,NR,1308
Nebraska,Blaine,75,NR,NR,NR,NR,NR,NR,1309
Nebraska,Boone,75,32,9,13,22,12,18,1310
Nebraska,Box Butte,75,24,61,73,53,66,2,1315
Nebraska,Boyd,75,32,46,28,26,60,13,1317
Nebraska,Brown,75,32,67,21,58,18,54,1319
Nebraska,Buffalo,75,19,24,33,10,6,27,1321
Nebraska,Burt,75,57,17,53,55,61,21,1323
Nebraska,Butler,75,25,31,55,24,13,42,1325
Nebraska,Cass,75,17,47,16,27,39,68,1326
Nebraska,Cedar,75,5,1,4,54,10,38,1329
Nebraska,Chase,75,32,42,7,47,27,53,1330
Nebraska,Cherry,75,32,12,34,46,20,37,1333
Nebraska,Cheyenne,75,67,59,42,30,47,51,1334
Nebraska,Clay,75,32,5,57,42,19,16,1336
Nebraska,Colfax,75,20,16,26,73,15,3,1338
Nebraska,Cuming,75,21,10,11,61,17,33,1340
Nebraska,Custer,75,65,33,36,71,25,26,1342
Nebraska,Dakota,75,30,65,74,29,74,73,1344
Nebraska,Dawes,75,60,20,9,13,35,49,1347
Nebraska,Dawson,75,68,60,62,31,69,41,1349
Nebraska,Deuel,75,NR,NR,NR,NR,NR,NR,1351
Nebraska,Dixon,75,66,14,64,51,30,60,1353
Nebraska,Dodge,75,31,45,70,14,58,67,1354
Nebraska,Douglas,75,59,57,46,1,64,71,1358
Nebraska,Dundy,75,32,11,23,72,51,74,1360
Nebraska,Fillmore,75,69,4,5,11,14,30,1363
Nebraska,Franklin,75,32,35,54,48,40,22,1369
Nebraska,Frontier,75,32,55,50,70,37,62,1371
Nebraska,Furnas,75,73,54,65,69,45,24,1374
Nebraska,Gage,75,61,72,63,4,67,72,1378
Nebraska,Garden,75,32,52,48,62,56,52,1381
Nebraska,Garfield,75,NR,NR,NR,NR,NR,NR,1391
Nebraska,Gosper,75,NR,NR,NR,NR,NR,NR,1393
Nebraska,Grant,75,NR,NR,NR,NR,NR,NR,1395
Nebraska,Greeley,75,32,37,25,68,50,5,1397
Nebraska,Hall,75,62,62,71,35,55,10,1402
Nebraska,Hamilton,75,8,53,24,8,1,34,1405
Nebraska,Harlan,75,32,74,3,60,63,44,1409
Nebraska,Hayes,75,NR,NR,NR,NR,NR,NR,1411
Nebraska,Hitchcock,75,32,68,60,65,70,57,1414
Nebraska,Holt,75,18,7,27,36,34,12,1416
Nebraska,Hooker,75,NR,NR,NR,NR,NR,NR,1418
Nebraska,Howard,75,13,8,2,64,36,18,1311
Nebraska,Jefferson,75,12,50,47,15,59,47,1312
Nebraska,Johnson,75,32,21,43,19,24,65,1313
Nebraska,Kearney,75,27,22,12,20,7,55,1314
Nebraska,Keith,75,29,69,29,45,44,13,1316
Nebraska,Keya Paha,75,NR,NR,NR,NR,NR,NR,1318
Nebraska,Kimball,75,32,75,66,57,73,66,1320
Nebraska,Knox,75,72,26,22,44,57,9,1322
Nebraska,Lancaster,75,7,41,20,3,9,45,1324
Nebraska,Lincoln,75,58,63,68,16,52,56,1327
Nebraska,Logan,75,NR,NR,NR,NR,NR,NR,1328
Nebraska,Loup,75,NR,NR,NR,NR,NR,NR,1331
Nebraska,McPherson,75,NR,NR,NR,NR,NR,NR,1332
Nebraska,Madison,75,16,27,18,33,53,4,1335
Nebraska,Merrick,75,63,51,41,39,16,32,1337
Nebraska,Morrill,75,32,58,52,43,68,5,1339
Nebraska,Nance,75,32,19,6,63,42,1,1341
Nebraska,Nemaha,75,26,28,45,6,48,63,1343
Nebraska,Nuckolls,75,32,71,8,37,41,43,1345
Nebraska,Otoe,75,23,39,67,12,21,39,1348
Nebraska,Pawnee,75,32,13,14,9,62,75,1350
Nebraska,Perkins,75,NR,NR,NR,NR,NR,NR,1352
Nebraska,Phelps,75,9,6,17,18,8,23,1355
Nebraska,Pierce,75,14,2,51,67,31,11,1356
Nebraska,Platte,75,11,30,44,25,22,35,1359
Nebraska,Polk,75,32,40,58,32,11,5,1362
Nebraska,Red Willow,75,64,56,37,38,29,48,1364
Nebraska,Richardson,75,74,70,72,50,71,58,1365
Nebraska,Rock,75,NR,NR,NR,NR,NR,NR,1366
Nebraska,Saline,75,28,25,59,21,38,36,1367
Nebraska,Sarpy,75,3,34,38,7,3,59,1368
Nebraska,Saunders,75,15,44,30,23,23,17,1370
Nebraska,Scotts Bluff,75,71,73,61,2,72,31,1373
Nebraska,Seward,75,4,18,1,17,5,20,1375
Nebraska,Sheridan,75,70,38,10,40,65,69,1376
Nebraska,Sherman,75,32,36,56,74,26,29,1377
Nebraska,Sioux,75,NR,NR,NR,NR,NR,NR,1380
Nebraska,Stanton,75,10,15,69,56,54,5,1382
Nebraska,Thayer,75,32,43,31,49,49,61,1383
Nebraska,Thomas,75,NR,NR,NR,NR,NR,NR,1384
Nebraska,Thurston,75,75,23,75,66,75,70,1385
Nebraska,Valley,75,32,66,15,52,32,50,1386
Nebraska,Washington,75,2,32,19,34,2,64,1387
Nebraska,Wayne,75,6,3,49,41,4,46,1388
Nebraska,Webster,75,32,49,40,75,43,13,1389
Nebraska,Wheeler,75,NR,NR,NR,NR,NR,NR,1390
Nebraska,York,75,1,64,39,5,33,28,1392
Nevada,Churchill,15,9,3,8,8,7,4,1396
Nevada,Clark,15,6,10,6,5,10,15,1399
Nevada,Douglas,15,2,1,1,3,4,5,1400
Nevada,Elko,15,4,5,10,12,2,7,1401
Nevada,Esmeralda,15,NR,NR,NR,NR,NR,NR,1404
Nevada,Eureka,15,NR,NR,NR,NR,NR,NR,1406
Nevada,Humboldt,15,5,2,13,10,8,9,1407
Nevada,Lander,15,13,14,9,9,6,13,1408
Nevada,Lincoln,15,11,8,2,14,3,11,1410
Nevada,Lyon,15,7,6,11,11,11,3,1412
Nevada,Mineral,15,15,15,15,6,15,12,1415
Nevada,Nye,15,14,13,12,7,14,2,1417
Nevada,Pershing,15,1,7,14,15,13,1,1419
Nevada,Storey,15,10,4,5,13,1,10,1420
Nevada,Washoe,15,3,9,3,1,9,14,1423
Nevada,White Pine,15,12,11,7,4,5,6,1425
Nevada,Carson City,15,8,12,4,2,12,8,1428
New Hampshire,Belknap,10,7,7,6,7,7,3,1432
New Hampshire,Carroll,10,9,4,2,10,8,1,1435
New Hampshire,Cheshire,10,4,3,7,8,5,7,1437
New Hampshire,Coos,10,10,10,10,9,10,10,1440
New Hampshire,Grafton,10,2,2,1,1,1,5,1442
New Hampshire,Hillsborough,10,3,5,5,5,3,6,1443
New Hampshire,Merrimack,10,5,1,3,2,4,4,1444
New Hampshire,Rockingham,10,1,6,4,3,2,8,1448
New Hampshire,Strafford,10,6,8,8,6,6,2,1453
New Hampshire,Sullivan,10,8,9,9,4,9,9,1454
New Jersey,Atlantic,21,17,16,20,19,17,6,1461
New Jersey,Bergen,21,4,5,3,6,5,9,1465
New Jersey,Burlington,21,9,9,13,5,7,1,1470
New Jersey,Camden,21,16,21,18,10,16,21,1472
New Jersey,Cape May,21,18,8,17,16,15,11,1477
New Jersey,Cumberland,21,21,20,21,15,21,13,1482
New Jersey,Essex,21,19,19,12,18,20,17,1483
New Jersey,Gloucester,21,15,14,15,11,10,3,1484
New Jersey,Hudson,21,14,17,10,21,18,20,1487
New Jersey,Hunterdon,21,1,1,2,1,2,19,1488
New Jersey,Mercer,21,12,13,5,7,11,15,1493
New Jersey,Middlesex,21,5,7,8,9,8,14,1497
New Jersey,Monmouth,21,7,6,6,4,9,12,1504
New Jersey,Morris,21,2,2,4,2,1,4,1511
New Jersey,Ocean,21,11,10,14,8,12,7,1546
New Jersey,Passaic,21,13,18,11,17,19,18,1551
New Jersey,Salem,21,20,15,19,20,14,5,1553
New Jersey,Somerset,21,3,3,1,3,3,2,1558
New Jersey,Sussex,21,6,4,9,12,4,8,1561
New Jersey,Union,21,10,12,7,14,13,16,1566
New Jersey,Warren,21,8,11,16,13,6,10,1570
New Mexico,Bernalillo,32,7,10,9,2,8,31,1574
New Mexico,Catron,32,15,16,4,28,18,25,1576
New Mexico,Chaves,32,24,19,23,11,25,3,1578
New Mexico,Cibola,32,27,26,31,10,26,24,1580
New Mexico,Colfax,32,9,30,13,13,12,1,1582
New Mexico,Curry,32,8,17,28,24,13,5,1586
New Mexico,De Baca,32,15,12,16,16,10,6,1589
New Mexico,Dona Ana,32,2,7,12,18,16,32,
New Mexico,Eddy,32,19,15,26,5,11,12,1592
New Mexico,Grant,32,18,28,11,7,14,27,1594
New Mexico,Guadalupe,32,31,8,18,23,19,14,1595
New Mexico,Harding,32,NR,NR,NR,NR,NR,NR,1597
New Mexico,Hidalgo,32,13,22,14,8,17,10,1600
New Mexico,Lea,32,21,18,32,21,9,20,1604
New Mexico,Lincoln,32,5,4,5,19,4,22,1613
New Mexico,Los Alamos,32,1,2,1,1,1,1,1618
New Mexico,Luna,32,14,21,19,26,32,9,1622
New Mexico,McKinley,32,30,13,27,32,31,19,1626
New Mexico,Mora,32,20,32,8,29,30,21,1629
New Mexico,Otero,32,6,9,21,27,5,18,1633
New Mexico,Quay,32,28,25,30,15,22,16,1637
New Mexico,Rio Arriba,32,32,29,20,22,27,26,1639
New Mexico,Roosevelt,32,10,5,25,31,7,7,1642
New Mexico,Sandoval,32,4,6,6,4,2,29,1646
New Mexico,San Juan,32,11,11,29,25,15,17,1650
New Mexico,San Miguel,32,26,31,15,9,29,28,1652
New Mexico,Santa Fe,32,3,3,2,3,6,13,1654
New Mexico,Sierra,32,25,23,10,20,28,11,1657
New Mexico,Socorro,32,22,27,17,14,20,8,1659
New Mexico,Taos,32,12,20,7,17,21,23,1662
New Mexico,Torrance,32,29,24,24,12,23,15,1664
New Mexico,Union,32,23,1,3,30,3,30,1667
New Mexico,Valencia,32,17,14,22,6,24,4,1670
New York,Albany,62,36,18,22,4,16,57,1673
New York,Allegany,62,54,44,45,46,38,9,1674
New York,Bronx,62,61,62,39,59,62,37,1681
New York,Broome,62,41,36,42,10,27,13,1683
New York,Cattaraugus,62,59,41,58,55,50,15,1687
New York,Cayuga,62,39,56,48,43,35,8,1689
New York,Chautauqua,62,35,50,55,15,34,55,1694
New York,Chemung,62,37,61,41,19,52,10,1696
New York,Chenango,62,43,35,35,27,53,2,1699
New York,Clinton,62,28,45,29,41,37,38,1702
New York,Columbia,62,58,16,27,31,17,48,1704
New York,Cortland,62,53,48,32,42,45,19,1706
New York,Delaware,62,45,19,31,58,36,42,1707
New York,Dutchess,62,15,11,10,22,9,24,1711
New York,Erie,62,56,54,26,5,44,56,1723
New York,Essex,62,22,4,8,52,32,62,1728
New York,Franklin,62,40,55,24,39,58,50,1731
New York,Fulton,62,48,46,54,36,57,28,1734
New York,Genesee,62,25,22,43,54,20,17,1736
New York,Greene,62,60,29,28,20,51,39,1739
New York,Hamilton,62,10,30,19,45,10,44,1742
New York,Herkimer,62,49,27,25,62,40,3,1745
New York,Jefferson,62,33,26,62,37,55,47,1782
New York,Kings,62,52,60,12,49,61,35,1788
New York,Lewis,62,38,8,49,32,47,12,1790
New York,Livingston,62,12,2,34,23,12,27,1791
New York,Madison,62,19,34,47,21,14,11,1796
New York,Monroe,62,26,42,36,1,29,49,1804
New York,Montgomery,62,51,12,59,18,60,26,1807
New York,Nassau,62,1,17,3,7,2,32,1839
New York,New York,62,13,57,2,9,39,59,1847
New York,Niagara,62,55,59,52,34,49,61,1850
New York,Oneida,62,47,58,20,29,43,25,1852
New York,Onondaga,62,30,47,33,2,33,18,1853
New York,Ontario,62,14,1,11,14,8,7,1856
New York,Orange,62,20,24,38,50,15,52,1859
New York,Orleans,62,11,38,51,57,48,31,1862
New York,Oswego,62,50,43,61,61,54,20,1864
New York,Otsego,62,18,37,13,40,18,14,1868
New York,Putnam,62,3,6,7,44,1,54,1870
New York,Queens,62,8,53,6,48,31,36,1872
New York,Rensselaer,62,31,39,40,26,26,43,1874
New York,Richmond,62,23,51,17,13,23,46,1876
New York,Rockland,62,5,15,4,11,6,29,1879
New York,St. Lawrence,62,57,40,56,60,56,23,1883
New York,Saratoga,62,6,9,14,6,3,41,1885
New York,Schenectady,62,44,23,23,3,24,33,1887
New York,Schoharie,62,29,10,16,47,42,34,1888
New York,Schuyler,62,7,13,21,51,46,30,1889
New York,Seneca,62,27,21,57,16,30,16,1890
New York,Steuben,62,42,52,60,35,41,4,1891
New York,Suffolk,62,17,25,9,24,5,58,1924
New York,Sullivan,62,62,49,50,56,59,51,1928
New York,Tioga,62,9,31,37,17,11,5,1930
New York,Tompkins,62,2,14,5,33,4,6,1933
New York,Ulster,62,32,33,44,28,13,53,1935
New York,Warren,62,21,7,30,12,22,45,1938
New York,Washington,62,46,32,53,38,25,21,1942
New York,Wayne,62,34,20,46,25,28,1,1952
New York,Westchester,62,3,28,1,8,7,40,1960
New York,Wyoming,62,24,3,18,53,21,22,1962
New York,Yates,62,16,5,15,30,19,60,1965
North Carolina,Alamance,100,19,42,34,24,37,41,1967
North Carolina,Alexander,100,60,57,27,54,42,36,1968
North Carolina,Alleghany,100,49,85,24,82,58,71,1970
North Carolina,Anson,100,92,77,84,68,90,60,1972
North Carolina,Ashe,100,26,39,25,73,45,9,1975
North Carolina,Avery,100,55,51,11,99,40,86,1977
North Carolina,Beaufort,100,81,73,82,49,61,73,1981
North Carolina,Bertie,100,97,99,89,46,89,64,1983
North Carolina,Bladen,100,96,95,64,23,86,29,1986
North Carolina,Brunswick,100,54,34,30,52,41,11,1995
North Carolina,Buncombe,100,25,30,6,3,12,13,1422
North Carolina,Burke,100,63,76,66,25,60,69,1424
North Carolina,Cabarrus,100,12,12,22,29,15,95,1426
North Carolina,Caldwell,100,57,60,45,30,57,63,1429
North Carolina,Camden,100,10,61,52,98,7,81,1433
North Carolina,Carteret,100,39,18,33,62,14,50,1447
North Carolina,Caswell,100,38,74,85,50,62,82,1449
North Carolina,Catawba,100,20,23,15,8,32,52,1450
North Carolina,Chatham,100,9,2,16,48,8,49,1451
North Carolina,Cherokee,100,86,62,29,60,71,31,1452
North Carolina,Chowan,100,47,56,63,21,84,23,1455
North Carolina,Clay,100,34,8,10,51,36,4,1457
North Carolina,Cleveland,100,75,84,51,18,85,27,1458
North Carolina,Columbus,100,98,96,91,57,94,94,1459
North Carolina,Craven,100,37,11,44,34,31,10,1462
North Carolina,Cumberland,100,52,53,78,19,54,67,1464
North Carolina,Currituck,100,23,65,88,97,3,89,1481
North Carolina,Dare,100,13,7,48,87,10,24,1485
North Carolina,Davidson,100,36,50,55,63,52,77,1489
North Carolina,Davie,100,16,64,37,55,13,34,1490
North Carolina,Duplin,100,72,67,61,100,70,28,1492
North Carolina,Durham,100,8,25,19,2,24,66,1494
North Carolina,Edgecombe,100,94,86,100,35,99,65,1495
North Carolina,Forsyth,100,22,26,18,7,30,97,1496
North Carolina,Franklin,100,35,40,62,70,38,21,1498
North Carolina,Gaston,100,74,58,58,36,56,47,1499
North Carolina,Gates,100,45,80,23,90,46,88,1500
North Carolina,Graham,100,78,75,38,74,95,40,1502
North Carolina,Granville,100,59,35,90,67,43,96,1503
North Carolina,Greene,100,76,54,28,94,74,85,1505
North Carolina,Guilford,100,11,14,20,12,27,78,1506
North Carolina,Halifax,100,95,97,75,47,98,6,1508
North Carolina,Harnett,100,43,27,59,95,48,42,1509
North Carolina,Haywood,100,58,55,35,11,16,72,1512
North Carolina,Henderson,100,32,32,8,10,11,30,1514
North Carolina,Hertford,100,90,94,74,33,82,55,1515
North Carolina,Hoke,100,67,49,98,61,53,1,1517
North Carolina,Hyde,100,31,38,69,71,80,75,1521
North Carolina,Iredell,100,24,24,36,59,20,84,1525
North Carolina,Jackson,100,27,6,39,86,19,35,1528
North Carolina,Johnston,100,18,52,67,96,23,58,1530
North Carolina,Jones,100,66,90,56,75,75,18,1536
North Carolina,Lee,100,64,29,53,44,66,61,1540
North Carolina,Lenoir,100,82,98,76,65,81,59,1542
North Carolina,Lincoln,100,30,16,26,53,35,92,1545
North Carolina,McDowell,100,29,79,54,38,49,80,1554
North Carolina,Macon,100,69,17,12,14,33,51,1556
North Carolina,Madison,100,7,43,46,17,18,3,1560
North Carolina,Martin,100,100,81,79,92,78,93,1563
North Carolina,Mecklenburg,100,5,9,4,15,21,100,1565
North Carolina,Mitchell,100,73,89,21,20,59,16,1568
North Carolina,Montgomery,100,68,44,72,78,77,22,1573
North Carolina,Moore,100,50,10,9,16,25,12,1584
North Carolina,Nash,100,79,33,68,26,73,15,1588
North Carolina,New Hanover,100,4,15,7,5,17,68,1602
North Carolina,Northampton,100,85,93,95,72,87,83,1606
North Carolina,Onslow,100,14,21,80,77,26,5,1625
North Carolina,Orange,100,2,4,1,1,1,32,1630
North Carolina,Pamlico,100,56,22,65,31,28,56,1703
North Carolina,Pasquotank,100,17,47,83,41,68,26,1714
North Carolina,Pender,100,33,45,43,79,34,57,1718
North Carolina,Perquimans,100,70,78,70,84,64,39,1724
North Carolina,Person,100,61,31,87,56,55,91,1729
North Carolina,Pitt,100,44,48,40,6,65,62,1733
North Carolina,Polk,100,48,3,3,32,9,8,1738
North Carolina,Randolph,100,15,20,47,40,47,33,1741
North Carolina,Richmond,100,87,92,81,64,92,17,1744
North Carolina,Robeson,100,99,87,99,66,100,19,1747
North Carolina,Rockingham,100,71,66,92,83,69,48,1751
North Carolina,Rowan,100,42,82,71,42,44,99,1754
North Carolina,Rutherford,100,88,71,31,9,76,20,1764
North Carolina,Sampson,100,80,46,86,91,72,45,1769
North Carolina,Scotland,100,89,83,94,27,97,25,1772
North Carolina,Stanly,100,62,69,32,39,39,87,1775
North Carolina,Stokes,100,41,68,73,80,29,54,1777
North Carolina,Surry,100,40,59,49,58,67,37,1780
North Carolina,Swain,100,91,36,97,93,79,14,1784
North Carolina,Transylvania,100,28,13,17,4,4,79,1786
North Carolina,Tyrrell,100,51,91,57,88,91,7,1794
North Carolina,Union,100,3,5,14,45,5,76,1798
North Carolina,Vance,100,93,88,96,28,96,38,1801
North Carolina,Wake,100,1,1,5,13,2,98,1805
North Carolina,Warren,100,84,100,93,81,93,53,1809
North Carolina,Washington,100,65,63,41,69,88,46,1811
North Carolina,Watauga,100,6,28,13,85,6,90,1813
North Carolina,Wayne,100,77,41,77,37,50,43,1814
North Carolina,Wilkes,100,53,72,42,76,63,74,1817
North Carolina,Wilson,100,83,70,60,43,83,70,1819
North Carolina,Yadkin,100,46,37,50,89,22,2,1821
North Carolina,Yancey,100,21,19,2,22,51,44,1823
North Dakota,Adams,44,16,27,4,23,18,1,1826
North Dakota,Barnes,44,12,7,22,6,15,35,1828
North Dakota,Benson,44,43,42,42,37,42,16,1831
North Dakota,Billings,44,NR,NR,NR,NR,NR,NR,1833
North Dakota,Bottineau,44,16,35,24,38,19,21,1836
North Dakota,Bowman,44,16,34,3,28,1,8,1838
North Dakota,Burke,44,NR,NR,NR,NR,NR,NR,1841
North Dakota,Burleigh,44,1,33,2,2,3,19,1844
North Dakota,Cass,44,2,14,15,1,2,25,1848
North Dakota,Cavalier,44,16,38,26,27,20,30,1849
North Dakota,Dickey,44,16,12,6,31,29,1,2004
North Dakota,Divide,44,NR,NR,NR,NR,NR,NR,2007
North Dakota,Dunn,44,16,21,8,24,21,36,2013
North Dakota,Eddy,44,16,40,27,30,36,23,2017
North Dakota,Emmons,44,16,26,11,42,40,13,2021
North Dakota,Foster,44,16,4,9,12,11,29,2026
North Dakota,Golden Valley,44,NR,NR,NR,NR,NR,NR,2036
North Dakota,Grand Forks,44,4,16,36,3,8,44,2043
North Dakota,Grant,44,16,8,18,43,39,11,2051
North Dakota,Griggs,44,16,1,10,21,6,24,2056
North Dakota,Hettinger,44,16,10,32,36,25,12,2063
North Dakota,Kidder,44,16,23,16,29,34,4,2068
North Dakota,LaMoure,44,16,18,17,22,14,26,2074
North Dakota,Logan,44,NR,NR,NR,NR,NR,NR,2078
North Dakota,McHenry,44,15,28,31,32,38,27,2082
North Dakota,McIntosh,44,16,15,7,40,37,17,2090
North Dakota,McKenzie,44,40,5,40,41,27,41,2097
North Dakota,McLean,44,39,36,34,25,31,37,2103
North Dakota,Mercer,44,16,41,19,9,17,15,2107
North Dakota,Morton,44,10,30,37,17,22,3,2114
North Dakota,Mountrail,44,41,39,41,33,41,20,2119
North Dakota,Nelson,44,16,6,35,26,23,31,2122
North Dakota,Oliver,44,NR,NR,NR,NR,NR,NR,2127
North Dakota,Pembina,44,8,2,25,35,30,22,2131
North Dakota,Pierce,44,16,32,12,5,32,4,2136
North Dakota,Ramsey,44,14,20,39,8,35,39,2141
North Dakota,Ransom,44,9,22,21,16,12,7,2147
North Dakota,Renville,44,16,3,14,34,4,9,2150
North Dakota,Richland,44,6,17,30,14,16,28,2156
North Dakota,Rolette,44,42,43,44,44,44,6,2161
North Dakota,Sargent,44,16,24,33,18,26,38,2164
North Dakota,Sheridan,44,NR,NR,NR,NR,NR,NR,2169
North Dakota,Sioux,44,44,44,43,15,43,40,2175
North Dakota,Slope,44,NR,NR,NR,NR,NR,NR,2180
North Dakota,Stark,44,3,29,20,11,5,33,2182
North Dakota,Steele,44,NR,NR,NR,NR,NR,NR,2186
North Dakota,Stutsman,44,11,31,29,7,13,34,2199
North Dakota,Towner,44,16,9,5,39,24,42,2205
North Dakota,Traill,44,16,11,13,4,7,43,2217
North Dakota,Walsh,44,13,13,28,20,33,14,2225
North Dakota,Ward,44,5,19,23,10,10,18,2233
North Dakota,Wells,44,16,37,1,19,28,9,2237
North Dakota,Williams,44,7,25,38,13,9,32,2244
Ohio,Adams,88,84,78,38,86,86,15,2248
Ohio,Allen,88,42,54,72,30,60,62,2250
Ohio,Ashland,88,24,33,7,22,25,23,2254
Ohio,Ashtabula,88,70,37,75,63,74,45,2259
Ohio,Athens,88,45,40,35,88,54,61,2266
Ohio,Auglaize,88,10,8,17,48,7,27,2273
